game_time,away_team,home_team,game,minimum_total,minimum_odds,decision,confidence,score,confidence_level,action,stake,reasoning,full_factors
2025-11-15 17:10:00-05:00,Memphis Grizzlies,Cleveland Cavaliers,Memphis Grizzlies @ Cleveland Cavaliers,216.5,-770,MAYBE,77,77,MEDIUM,REVIEW MANUALLY,2% bankroll (if you bet),Strong offense (avg ORtg: 114.4) | Fast pace (102.2) | Memphis Grizzlies hot (WARM),"{'offensive_power': {'score': 20, 'reason': 'Strong offense (avg ORtg: 114.4)', 'ortg': np.float64(114.44999999999999)}, 'pace': {'away_pace': np.float64(102.2), 'home_pace': np.float64(102.2), 'projected_pace': np.float64(102.2), 'pace_score': 25, 'reason': 'Fast pace (102.2)'}, 'form': {'away_form': {'team': 'Memphis Grizzlies', 'last_6_scores': [109.0, 109.0, 128.0, 128.0, 114.0, 114.0], 'avg_last_6': np.float64(117.0), 'season_ppg': np.float64(112.8), 'diff': np.float64(4.2), 'is_hot': True, 'trend': 'WARM', 'form_score': 12}, 'home_form': {'team': 'Cleveland Cavaliers', 'last_6_scores': [132.0, 132.0, 111.0, 111.0, 105.0, 105.0], 'avg_last_6': np.float64(116.0), 'season_ppg': np.float64(122.2), 'diff': np.float64(-6.2), 'is_hot': False, 'trend': 'COLD', 'form_score': 0}, 'combined_score': 12, 'reason': 'Memphis Grizzlies hot (WARM)'}, 'buffer': {'score': 10, 'reason': 'Good buffer (18.5 pts above minimum)', 'buffer': np.float64(18.5)}, 'rest': {'away_rest': {'team': 'Memphis Grizzlies', 'game_date': Timestamp('2025-11-15 17:10:00'), 'last_game_date': Timestamp('2025-11-12 00:00:00'), 'rest_days': 3, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'home_rest': {'team': 'Cleveland Cavaliers', 'game_date': Timestamp('2025-11-15 17:10:00'), 'last_game_date': Timestamp('2025-11-13 00:00:00'), 'rest_days': 2, 'is_b2b': False, 'fatigue_level': 'SHORT_REST'}, 'combined_score': 10, 'reason': 'Both teams rested (3+ days)'}}"
2025-11-15 20:10:00-05:00,Los Angeles Lakers,Milwaukee Bucks,Los Angeles Lakers @ Milwaukee Bucks,208.5,-810,MAYBE,70,70,MEDIUM,REVIEW MANUALLY,2% bankroll (if you bet),Elite offense (avg ORtg: 117.3) | Fast pace (100.3) | Strong buffer (27.8 pts above minimum),"{'offensive_power': {'score': 30, 'reason': 'Elite offense (avg ORtg: 117.3)', 'ortg': np.float64(117.30000000000001)}, 'pace': {'away_pace': np.float64(99.9), 'home_pace': np.float64(100.7), 'projected_pace': np.float64(100.3), 'pace_score': 25, 'reason': 'Fast pace (100.3)'}, 'form': {'away_form': {'team': 'Los Angeles Lakers', 'last_6_scores': [92.0, 92.0, 118.0, 118.0, 116.0, 116.0], 'avg_last_6': np.float64(108.7), 'season_ppg': np.float64(116.1), 'diff': np.float64(-7.4), 'is_hot': False, 'trend': 'COLD', 'form_score': 0}, 'home_form': {'team': 'Milwaukee Bucks', 'last_6_scores': [121.0, 121.0, 100.0, 100.0, 133.0, 133.0], 'avg_last_6': np.float64(118.0), 'season_ppg': np.float64(120.2), 'diff': np.float64(-2.2), 'is_hot': False, 'trend': 'NEUTRAL', 'form_score': 8}, 'combined_score': 0, 'reason': 'Los Angeles Lakers cold (scoring slump)'}, 'buffer': {'score': 15, 'reason': 'Strong buffer (27.8 pts above minimum)', 'buffer': np.float64(27.80000000000001)}, 'rest': {'away_rest': {'team': 'Los Angeles Lakers', 'game_date': Timestamp('2025-11-15 20:10:00'), 'last_game_date': Timestamp('2025-11-14 00:00:00'), 'rest_days': 1, 'is_b2b': True, 'fatigue_level': 'B2B'}, 'home_rest': {'team': 'Milwaukee Bucks', 'game_date': Timestamp('2025-11-15 20:10:00'), 'last_game_date': Timestamp('2025-11-14 00:00:00'), 'rest_days': 1, 'is_b2b': True, 'fatigue_level': 'B2B'}, 'combined_score': 0, 'reason': 'Both teams on back-to-back (fatigued)'}}"
2025-11-15 19:10:00-05:00,Oklahoma City Thunder,Charlotte Hornets,Oklahoma City Thunder @ Charlotte Hornets,203.5,-870,NO,65,65,LOW,SKIP,0%,Elite offense (avg ORtg: 118.8) | Above average pace (99.5) | Strong buffer (37.9 pts above minimum),"{'offensive_power': {'score': 30, 'reason': 'Elite offense (avg ORtg: 118.8)', 'ortg': np.float64(118.85)}, 'pace': {'away_pace': np.float64(99.3), 'home_pace': np.float64(99.8), 'projected_pace': np.float64(99.6), 'pace_score': 15, 'reason': 'Above average pace (99.5)'}, 'form': {'away_form': {'team': 'Oklahoma City Thunder', 'last_6_scores': [107.0, 107.0, 121.0, 121.0, 119.0, 119.0], 'avg_last_6': np.float64(115.7), 'season_ppg': np.float64(122.5), 'diff': np.float64(-6.8), 'is_hot': False, 'trend': 'COLD', 'form_score': 0}, 'home_form': {'team': 'Charlotte Hornets', 'last_6_scores': [117.0, 117.0, 111.0, 111.0, 136.0, 136.0], 'avg_last_6': np.float64(121.3), 'season_ppg': np.float64(118.9), 'diff': np.float64(2.4), 'is_hot': False, 'trend': 'NEUTRAL', 'form_score': 8}, 'combined_score': 0, 'reason': 'Oklahoma City Thunder cold (scoring slump)'}, 'buffer': {'score': 15, 'reason': 'Strong buffer (37.9 pts above minimum)', 'buffer': np.float64(37.900000000000006)}, 'rest': {'away_rest': {'team': 'Oklahoma City Thunder', 'game_date': Timestamp('2025-11-15 19:10:00'), 'last_game_date': Timestamp('2025-11-12 00:00:00'), 'rest_days': 3, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'home_rest': {'team': 'Charlotte Hornets', 'game_date': Timestamp('2025-11-15 19:10:00'), 'last_game_date': Timestamp('2025-11-14 00:00:00'), 'rest_days': 1, 'is_b2b': True, 'fatigue_level': 'B2B'}, 'combined_score': 5, 'reason': 'Charlotte Hornets on back-to-back'}}"
2025-11-15 19:10:00-05:00,Toronto Raptors,Indiana Pacers,Toronto Raptors @ Indiana Pacers,211.5,-830,NO,65,65,LOW,SKIP,0%,Fast pace (101.2) | Both teams hot (HOT/WARM) | Good buffer (16.8 pts above minimum),"{'offensive_power': {'score': 0, 'reason': 'Weak offense (avg ORtg: 112.0) - RED FLAG', 'ortg': np.float64(111.95)}, 'pace': {'away_pace': np.float64(100.9), 'home_pace': np.float64(101.4), 'projected_pace': np.float64(101.2), 'pace_score': 25, 'reason': 'Fast pace (101.2)'}, 'form': {'away_form': {'team': 'Toronto Raptors', 'last_6_scores': [128.0, 128.0, 138.0, 138.0, 121.0, 121.0], 'avg_last_6': np.float64(129.0), 'season_ppg': np.float64(119.8), 'diff': np.float64(9.2), 'is_hot': True, 'trend': 'HOT', 'form_score': 20}, 'home_form': {'team': 'Indiana Pacers', 'last_6_scores': [128.0, 128.0, 103.0, 103.0, 105.0, 105.0], 'avg_last_6': np.float64(112.0), 'season_ppg': np.float64(108.5), 'diff': np.float64(3.5), 'is_hot': True, 'trend': 'WARM', 'form_score': 12}, 'combined_score': 20, 'reason': 'Both teams hot (HOT/WARM)'}, 'buffer': {'score': 10, 'reason': 'Good buffer (16.8 pts above minimum)', 'buffer': np.float64(16.80000000000001)}, 'rest': {'away_rest': {'team': 'Toronto Raptors', 'game_date': Timestamp('2025-11-15 19:10:00'), 'last_game_date': Timestamp('2025-11-13 00:00:00'), 'rest_days': 2, 'is_b2b': False, 'fatigue_level': 'SHORT_REST'}, 'home_rest': {'team': 'Indiana Pacers', 'game_date': Timestamp('2025-11-15 19:10:00'), 'last_game_date': Timestamp('2025-11-13 00:00:00'), 'rest_days': 2, 'is_b2b': False, 'fatigue_level': 'SHORT_REST'}, 'combined_score': 10, 'reason': 'Both teams rested (2+ days)'}}"
2025-11-15 20:10:00-05:00,Denver Nuggets,Minnesota Timberwolves,Denver Nuggets @ Minnesota Timberwolves,213.5,-790,NO,65,65,LOW,SKIP,0%,Elite offense (avg ORtg: 122.6) | Above average pace (99.8) | Strong buffer (32.4 pts above minimum),"{'offensive_power': {'score': 30, 'reason': 'Elite offense (avg ORtg: 122.6)', 'ortg': np.float64(122.6)}, 'pace': {'away_pace': np.float64(99.1), 'home_pace': np.float64(100.6), 'projected_pace': np.float64(99.8), 'pace_score': 15, 'reason': 'Above average pace (99.8)'}, 'form': {'away_form': {'team': 'Denver Nuggets', 'last_6_scores': [130.0, 130.0, 122.0, 122.0, 122.0, 122.0], 'avg_last_6': np.float64(124.7), 'season_ppg': np.float64(124.5), 'diff': np.float64(0.2), 'is_hot': False, 'trend': 'NEUTRAL', 'form_score': 8}, 'home_form': {'team': 'Minnesota Timberwolves', 'last_6_scores': [114.0, 114.0, 118.0, 118.0, 115.0, 115.0], 'avg_last_6': np.float64(115.7), 'season_ppg': np.float64(121.4), 'diff': np.float64(-5.7), 'is_hot': False, 'trend': 'COLD', 'form_score': 0}, 'combined_score': 0, 'reason': 'Minnesota Timberwolves cold (scoring slump)'}, 'buffer': {'score': 15, 'reason': 'Strong buffer (32.4 pts above minimum)', 'buffer': np.float64(32.400000000000006)}, 'rest': {'away_rest': {'team': 'Denver Nuggets', 'game_date': Timestamp('2025-11-15 20:10:00'), 'last_game_date': Timestamp('2025-11-12 00:00:00'), 'rest_days': 3, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'home_rest': {'team': 'Minnesota Timberwolves', 'game_date': Timestamp('2025-11-15 20:10:00'), 'last_game_date': Timestamp('2025-11-14 00:00:00'), 'rest_days': 1, 'is_b2b': True, 'fatigue_level': 'B2B'}, 'combined_score': 5, 'reason': 'Minnesota Timberwolves on back-to-back'}}"
