away_team,home_team,game,minimum_line,away_expected,home_expected,total_expected,game_tempo,simulations,hits,mc_probability,avg_simulated_total,std_simulated_total,percentile_5,percentile_10,percentile_25,percentile_75,percentile_90,percentile_95,mc_decision,confidence_level,flag_count,floor_safe,away_ortg,away_drtg,home_ortg,home_drtg,odds,vegas_total,risk_flags
Milwaukee Bucks,Washington Wizards,Milwaukee Bucks @ Washington Wizards,211.5,142.2,131.9,274.1,100.9,10000,9976,99.76,270.0,19.1,236.4,244.5,257.3,283.7,294.2,300.0,MAYBE,MULTI_FLAG_HIGH,2,True,114.5,117.3,110.2,123.9,-790,226.5,🎲 Milwaukee Bucks high variance (±12.6); 🎲 Washington Wizards high variance (±12.5)
Atlanta Hawks,Detroit Pistons,Atlanta Hawks @ Detroit Pistons,211.5,129.4,137.2,266.6,100.6,10000,9982,99.82,264.0,17.3,234.0,240.7,252.8,276.1,285.6,291.2,STRONG_YES,ELITE_CLEAN,0,True,115.9,114.1,118.2,111.8,-800,226.5,
Cleveland Cavaliers,Indiana Pacers,Cleveland Cavaliers @ Indiana Pacers,211.5,138.5,123.2,261.7,101.2,10000,9902,99.02,258.4,19.4,225.0,232.5,245.3,272.5,283.0,288.9,MAYBE,MULTI_FLAG_HIGH,4,True,116.5,112.6,106.8,118.3,-810,226.5,🎲 Cleveland Cavaliers high variance (±12.5); 🎲 Indiana Pacers high variance (±12.0); 📉 Indiana Pacers weak offense (ORtg: 106.8); 🚗🛡️ Road team good defense (112.6 DRtg)
Los Angeles Clippers,Miami Heat,Los Angeles Clippers @ Miami Heat,211.5,127.0,143.2,270.2,100.8,10000,9953,99.53,266.2,19.5,233.0,240.2,253.2,280.3,290.8,296.3,MAYBE,MULTI_FLAG_HIGH,4,True,114.8,121.0,116.2,110.7,-880,226.5,🐢 Los Angeles Clippers slow pace (96.6); 🎲 Los Angeles Clippers high variance (±12.7); 🎲 Miami Heat high variance (±13.5); 🔄 Pace mismatch (8.6 difference)
Charlotte Hornets,Brooklyn Nets,Charlotte Hornets @ Brooklyn Nets,206.5,139.0,135.4,274.4,98.7,10000,9996,99.96,271.1,17.1,241.4,248.4,259.7,283.5,292.6,297.4,MAYBE,MULTI_FLAG_HIGH,2,True,115.5,121.1,112.0,122.8,-770,221.5,🐢 Brooklyn Nets slow pace (97.5); 🐢🐢 Both teams below avg pace (99.2 & 97.5)
Chicago Bulls,Orlando Magic,Chicago Bulls @ Orlando Magic,217.5,132.6,144.7,277.2,101.4,10000,9985,99.85,273.3,16.7,243.9,250.8,262.3,285.5,294.1,298.8,MAYBE,FLAG_CAUTION,1,True,115.9,118.7,118.9,113.6,-790,232.5,🔄 Pace mismatch (3.3 difference)
Dallas Mavericks,Denver Nuggets,Dallas Mavericks @ Denver Nuggets,211.5,120.1,140.4,260.5,100.6,10000,9928,99.28,257.8,18.0,227.7,234.5,245.8,270.2,281.0,286.5,MAYBE,MULTI_FLAG_HIGH,4,True,105.4,111.1,124.3,114.3,-840,226.5,🎲 Dallas Mavericks high variance (±13.0); 🔄 Pace mismatch (3.3 difference); 📉 Dallas Mavericks weak offense (ORtg: 105.4); 🚗🛡️ Road team good defense (111.1 DRtg)
Houston Rockets,Utah Jazz,Houston Rockets @ Utah Jazz,211.5,147.5,128.9,276.4,99.2,10000,9972,99.72,271.5,20.4,236.1,244.2,257.9,286.3,298.1,303.9,MAYBE,MULTI_FLAG_HIGH,4,True,123.6,112.7,114.0,121.2,-840,226.5,🐢 Houston Rockets slow pace (96.1); 🎲 Utah Jazz high variance (±16.8); 🔄 Pace mismatch (5.6 difference); 🚗🛡️ Road team good defense (112.7 DRtg)
Phoenix Suns,Los Angeles Lakers,Phoenix Suns @ Los Angeles Lakers,212.5,133.2,134.9,268.1,99.6,10000,9971,99.71,265.1,18.0,234.3,241.7,253.0,277.9,287.9,294.0,MAYBE,FLAG_CAUTION,1,True,117.3,113.1,118.4,114.9,-770,227.5,🐢🐢 Both teams below avg pace (99.0 & 99.9)
