game_time,away_team,home_team,game,minimum_total,minimum_odds,decision,confidence,score,confidence_level,action,stake,reasoning,full_factors
2025-11-28 19:40:00-05:00,Orlando Magic,Detroit Pistons,Orlando Magic @ Detroit Pistons,213.5,-800,YES,92,92,HIGH,BET IT,3% bankroll,Elite offense (avg ORtg: 118.0) | Fast pace (100.2) | Orlando Magic hot (WARM),"{'offensive_power': {'score': 30, 'reason': 'Elite offense (avg ORtg: 118.0)', 'ortg': np.float64(118.0)}, 'pace': {'away_pace': np.float64(99.8), 'home_pace': np.float64(100.6), 'projected_pace': np.float64(100.2), 'pace_score': 25, 'reason': 'Fast pace (100.2)'}, 'form': {'away_form': {'team': 'Orlando Magic', 'last_6_scores': [124.0, 124.0, 125.0, 125.0, 116.0, 116.0], 'avg_last_6': np.float64(121.7), 'season_ppg': np.float64(118.3), 'diff': np.float64(3.4), 'is_hot': True, 'trend': 'WARM', 'form_score': 12}, 'home_form': {'team': 'Detroit Pistons', 'last_6_scores': [114.0, 114.0, 111.0, 111.0, 135.0, 135.0], 'avg_last_6': np.float64(120.0), 'season_ppg': np.float64(119.6), 'diff': np.float64(0.4), 'is_hot': False, 'trend': 'NEUTRAL', 'form_score': 8}, 'combined_score': 12, 'reason': 'Orlando Magic hot (WARM)'}, 'buffer': {'score': 15, 'reason': 'Strong buffer (24.4 pts above minimum)', 'buffer': np.float64(24.399999999999977)}, 'rest': {'away_rest': {'team': 'Orlando Magic', 'game_date': Timestamp('2025-11-28 19:40:00'), 'last_game_date': Timestamp('2025-11-25 00:00:00'), 'rest_days': 3, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'home_rest': {'team': 'Detroit Pistons', 'game_date': Timestamp('2025-11-28 19:40:00'), 'last_game_date': Timestamp('2025-11-24 00:00:00'), 'rest_days': 4, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'combined_score': 10, 'reason': 'Both teams rested (3+ days)'}}"
2025-11-28 19:40:00-05:00,Cleveland Cavaliers,Atlanta Hawks,Cleveland Cavaliers @ Atlanta Hawks,217.5,-780,YES,87,87,HIGH,BET IT,3% bankroll,Elite offense (avg ORtg: 116.3) | Fast pace (101.2) | Atlanta Hawks hot (HOT),"{'offensive_power': {'score': 30, 'reason': 'Elite offense (avg ORtg: 116.3)', 'ortg': np.float64(116.35)}, 'pace': {'away_pace': np.float64(101.4), 'home_pace': np.float64(101.0), 'projected_pace': np.float64(101.2), 'pace_score': 25, 'reason': 'Fast pace (101.2)'}, 'form': {'away_form': {'team': 'Cleveland Cavaliers', 'last_6_scores': [132.0, 132.0, 111.0, 111.0, 105.0, 105.0], 'avg_last_6': np.float64(116.0), 'season_ppg': np.float64(118.8), 'diff': np.float64(-2.8), 'is_hot': False, 'trend': 'NEUTRAL', 'form_score': 8}, 'home_form': {'team': 'Atlanta Hawks', 'last_6_scores': [133.0, 133.0, 118.0, 118.0, 117.0, 117.0], 'avg_last_6': np.float64(122.7), 'season_ppg': np.float64(117.3), 'diff': np.float64(5.4), 'is_hot': True, 'trend': 'HOT', 'form_score': 20}, 'combined_score': 12, 'reason': 'Atlanta Hawks hot (HOT)'}, 'buffer': {'score': 10, 'reason': 'Good buffer (18.6 pts above minimum)', 'buffer': np.float64(18.599999999999994)}, 'rest': {'away_rest': {'team': 'Cleveland Cavaliers', 'game_date': Timestamp('2025-11-28 19:40:00'), 'last_game_date': Timestamp('2025-11-24 00:00:00'), 'rest_days': 4, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'home_rest': {'team': 'Atlanta Hawks', 'game_date': Timestamp('2025-11-28 19:40:00'), 'last_game_date': Timestamp('2025-11-25 00:00:00'), 'rest_days': 3, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'combined_score': 10, 'reason': 'Both teams rested (4+ days)'}}"
2025-11-28 19:40:00-05:00,Chicago Bulls,Charlotte Hornets,Chicago Bulls @ Charlotte Hornets,225.5,-760,YES,84,84,HIGH,BET IT,3% bankroll,Elite offense (avg ORtg: 116.2) | Fast pace (101.3) | Charlotte Hornets hot (HOT),"{'offensive_power': {'score': 30, 'reason': 'Elite offense (avg ORtg: 116.2)', 'ortg': np.float64(116.15)}, 'pace': {'away_pace': np.float64(103.4), 'home_pace': np.float64(99.2), 'projected_pace': np.float64(101.3), 'pace_score': 25, 'reason': 'Fast pace (101.3)'}, 'form': {'away_form': {'team': 'Chicago Bulls', 'last_6_scores': [122.0, 122.0, 115.0, 115.0, 126.0, 126.0], 'avg_last_6': np.float64(121.0), 'season_ppg': np.float64(121.3), 'diff': np.float64(-0.3), 'is_hot': False, 'trend': 'NEUTRAL', 'form_score': 8}, 'home_form': {'team': 'Charlotte Hornets', 'last_6_scores': [111.0, 111.0, 118.0, 118.0, 136.0, 136.0], 'avg_last_6': np.float64(121.7), 'season_ppg': np.float64(116.2), 'diff': np.float64(5.5), 'is_hot': True, 'trend': 'HOT', 'form_score': 20}, 'combined_score': 12, 'reason': 'Charlotte Hornets hot (HOT)'}, 'buffer': {'score': 7, 'reason': 'Moderate buffer (12.0 pts above minimum)', 'buffer': np.float64(12.0)}, 'rest': {'away_rest': {'team': 'Chicago Bulls', 'game_date': Timestamp('2025-11-28 19:40:00'), 'last_game_date': Timestamp('2025-11-24 00:00:00'), 'rest_days': 4, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'home_rest': {'team': 'Charlotte Hornets', 'game_date': Timestamp('2025-11-28 19:40:00'), 'last_game_date': Timestamp('2025-11-23 00:00:00'), 'rest_days': 5, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'combined_score': 10, 'reason': 'Both teams rested (4+ days)'}}"
2025-11-28 19:40:00-05:00,Milwaukee Bucks,New York Knicks,Milwaukee Bucks @ New York Knicks,213.5,-740,MAYBE,78,78,MEDIUM,REVIEW MANUALLY,2% bankroll (if you bet),Elite offense (avg ORtg: 117.9) | Above average pace (99.8) | Both teams neutral form,"{'offensive_power': {'score': 30, 'reason': 'Elite offense (avg ORtg: 117.9)', 'ortg': np.float64(117.9)}, 'pace': {'away_pace': np.float64(100.0), 'home_pace': np.float64(99.7), 'projected_pace': np.float64(99.8), 'pace_score': 15, 'reason': 'Above average pace (99.8)'}, 'form': {'away_form': {'team': 'Milwaukee Bucks', 'last_6_scores': [121.0, 121.0, 100.0, 100.0, 133.0, 133.0], 'avg_last_6': np.float64(118.0), 'season_ppg': np.float64(116.5), 'diff': np.float64(1.5), 'is_hot': False, 'trend': 'NEUTRAL', 'form_score': 8}, 'home_form': {'team': 'New York Knicks', 'last_6_scores': [113.0, 113.0, 137.0, 137.0, 119.0, 119.0], 'avg_last_6': np.float64(123.0), 'season_ppg': np.float64(120.3), 'diff': np.float64(2.7), 'is_hot': False, 'trend': 'NEUTRAL', 'form_score': 8}, 'combined_score': 8, 'reason': 'Both teams neutral form'}, 'buffer': {'score': 15, 'reason': 'Strong buffer (23.3 pts above minimum)', 'buffer': np.float64(23.30000000000001)}, 'rest': {'away_rest': {'team': 'Milwaukee Bucks', 'game_date': Timestamp('2025-11-28 19:40:00'), 'last_game_date': Timestamp('2025-11-24 00:00:00'), 'rest_days': 4, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'home_rest': {'team': 'New York Knicks', 'game_date': Timestamp('2025-11-28 19:40:00'), 'last_game_date': Timestamp('2025-11-24 00:00:00'), 'rest_days': 4, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'combined_score': 10, 'reason': 'Both teams rested (4+ days)'}}"
2025-11-28 21:40:00-05:00,San Antonio Spurs,Denver Nuggets,San Antonio Spurs @ Denver Nuggets,214.5,-960,MAYBE,78,78,MEDIUM,REVIEW MANUALLY,2% bankroll (if you bet),Elite offense (avg ORtg: 121.3) | Above average pace (99.1) | Both teams neutral form,"{'offensive_power': {'score': 30, 'reason': 'Elite offense (avg ORtg: 121.3)', 'ortg': np.float64(121.35)}, 'pace': {'away_pace': np.float64(99.2), 'home_pace': np.float64(99.0), 'projected_pace': np.float64(99.1), 'pace_score': 15, 'reason': 'Above average pace (99.1)'}, 'form': {'away_form': {'team': 'San Antonio Spurs', 'last_6_scores': [120.0, 120.0, 116.0, 116.0, 125.0, 125.0], 'avg_last_6': np.float64(120.3), 'season_ppg': np.float64(118.3), 'diff': np.float64(2.0), 'is_hot': False, 'trend': 'NEUTRAL', 'form_score': 8}, 'home_form': {'team': 'Denver Nuggets', 'last_6_scores': [125.0, 125.0, 122.0, 122.0, 122.0, 122.0], 'avg_last_6': np.float64(123.0), 'season_ppg': np.float64(123.8), 'diff': np.float64(-0.8), 'is_hot': False, 'trend': 'NEUTRAL', 'form_score': 8}, 'combined_score': 8, 'reason': 'Both teams neutral form'}, 'buffer': {'score': 15, 'reason': 'Strong buffer (27.6 pts above minimum)', 'buffer': np.float64(27.599999999999994)}, 'rest': {'away_rest': {'team': 'San Antonio Spurs', 'game_date': Timestamp('2025-11-28 21:40:00'), 'last_game_date': Timestamp('2025-11-23 00:00:00'), 'rest_days': 5, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'home_rest': {'team': 'Denver Nuggets', 'game_date': Timestamp('2025-11-28 21:40:00'), 'last_game_date': Timestamp('2025-11-24 00:00:00'), 'rest_days': 4, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'combined_score': 10, 'reason': 'Both teams rested (5+ days)'}}"
2025-11-28 21:40:00-05:00,Phoenix Suns,Oklahoma City Thunder,Phoenix Suns @ Oklahoma City Thunder,205.5,-1040,MAYBE,78,78,MEDIUM,REVIEW MANUALLY,2% bankroll (if you bet),Elite offense (avg ORtg: 119.1) | Above average pace (99.2) | Both teams neutral form,"{'offensive_power': {'score': 30, 'reason': 'Elite offense (avg ORtg: 119.1)', 'ortg': np.float64(119.05000000000001)}, 'pace': {'away_pace': np.float64(99.1), 'home_pace': np.float64(99.3), 'projected_pace': np.float64(99.2), 'pace_score': 15, 'reason': 'Above average pace (99.2)'}, 'form': {'away_form': {'team': 'Phoenix Suns', 'last_6_scores': [123.0, 123.0, 120.0, 120.0, 113.0, 113.0], 'avg_last_6': np.float64(118.7), 'season_ppg': np.float64(117.1), 'diff': np.float64(1.6), 'is_hot': False, 'trend': 'NEUTRAL', 'form_score': 8}, 'home_form': {'team': 'Oklahoma City Thunder', 'last_6_scores': [121.0, 121.0, 113.0, 113.0, 119.0, 119.0], 'avg_last_6': np.float64(117.7), 'season_ppg': np.float64(122.6), 'diff': np.float64(-4.9), 'is_hot': False, 'trend': 'COOL', 'form_score': 5}, 'combined_score': 8, 'reason': 'Both teams neutral form'}, 'buffer': {'score': 15, 'reason': 'Strong buffer (34.2 pts above minimum)', 'buffer': np.float64(34.19999999999999)}, 'rest': {'away_rest': {'team': 'Phoenix Suns', 'game_date': Timestamp('2025-11-28 21:40:00'), 'last_game_date': Timestamp('2025-11-24 00:00:00'), 'rest_days': 4, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'home_rest': {'team': 'Oklahoma City Thunder', 'game_date': Timestamp('2025-11-28 21:40:00'), 'last_game_date': Timestamp('2025-11-23 00:00:00'), 'rest_days': 5, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'combined_score': 10, 'reason': 'Both teams rested (4+ days)'}}"
2025-11-28 19:40:00-05:00,Philadelphia 76ers,Brooklyn Nets,Philadelphia 76ers @ Brooklyn Nets,206.5,-820,MAYBE,72,72,MEDIUM,REVIEW MANUALLY,2% bankroll (if you bet),Strong offense (avg ORtg: 114.6) | Above average pace (98.6) | Brooklyn Nets hot (WARM),"{'offensive_power': {'score': 20, 'reason': 'Strong offense (avg ORtg: 114.6)', 'ortg': np.float64(114.6)}, 'pace': {'away_pace': np.float64(99.7), 'home_pace': np.float64(97.5), 'projected_pace': np.float64(98.6), 'pace_score': 15, 'reason': 'Above average pace (98.6)'}, 'form': {'away_form': {'team': 'Philadelphia 76ers', 'last_6_scores': [112.0, 112.0, 121.0, 121.0, 117.0, 117.0], 'avg_last_6': np.float64(116.7), 'season_ppg': np.float64(118.3), 'diff': np.float64(-1.6), 'is_hot': False, 'trend': 'NEUTRAL', 'form_score': 8}, 'home_form': {'team': 'Brooklyn Nets', 'last_6_scores': [112.0, 112.0, 117.0, 117.0, 112.0, 112.0], 'avg_last_6': np.float64(113.7), 'season_ppg': np.float64(109.2), 'diff': np.float64(4.5), 'is_hot': True, 'trend': 'WARM', 'form_score': 12}, 'combined_score': 12, 'reason': 'Brooklyn Nets hot (WARM)'}, 'buffer': {'score': 15, 'reason': 'Strong buffer (21.0 pts above minimum)', 'buffer': np.float64(21.0)}, 'rest': {'away_rest': {'team': 'Philadelphia 76ers', 'game_date': Timestamp('2025-11-28 19:40:00'), 'last_game_date': Timestamp('2025-11-25 00:00:00'), 'rest_days': 3, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'home_rest': {'team': 'Brooklyn Nets', 'game_date': Timestamp('2025-11-28 19:40:00'), 'last_game_date': Timestamp('2025-11-24 00:00:00'), 'rest_days': 4, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'combined_score': 10, 'reason': 'Both teams rested (3+ days)'}}"
2025-11-28 21:40:00-05:00,Sacramento Kings,Utah Jazz,Sacramento Kings @ Utah Jazz,219.5,-840,NO,62,62,LOW,SKIP,0%,Fast pace (101.7) | Both teams hot (WARM/WARM) | Moderate buffer (10.9 pts above minimum),"{'offensive_power': {'score': 0, 'reason': 'Weak offense (avg ORtg: 112.0) - RED FLAG', 'ortg': np.float64(111.95)}, 'pace': {'away_pace': np.float64(101.6), 'home_pace': np.float64(101.7), 'projected_pace': np.float64(101.6), 'pace_score': 25, 'reason': 'Fast pace (101.7)'}, 'form': {'away_form': {'team': 'Sacramento Kings', 'last_6_scores': [121.0, 121.0, 116.0, 116.0, 113.0, 113.0], 'avg_last_6': np.float64(116.7), 'season_ppg': np.float64(112.3), 'diff': np.float64(4.4), 'is_hot': True, 'trend': 'WARM', 'form_score': 12}, 'home_form': {'team': 'Utah Jazz', 'last_6_scores': [103.0, 103.0, 129.0, 129.0, 134.0, 134.0], 'avg_last_6': np.float64(122.0), 'season_ppg': np.float64(118.1), 'diff': np.float64(3.9), 'is_hot': True, 'trend': 'WARM', 'form_score': 12}, 'combined_score': 20, 'reason': 'Both teams hot (WARM/WARM)'}, 'buffer': {'score': 7, 'reason': 'Moderate buffer (10.9 pts above minimum)', 'buffer': np.float64(10.899999999999977)}, 'rest': {'away_rest': {'team': 'Sacramento Kings', 'game_date': Timestamp('2025-11-28 21:40:00'), 'last_game_date': Timestamp('2025-11-24 00:00:00'), 'rest_days': 4, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'home_rest': {'team': 'Utah Jazz', 'game_date': Timestamp('2025-11-28 21:40:00'), 'last_game_date': Timestamp('2025-11-24 00:00:00'), 'rest_days': 4, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'combined_score': 10, 'reason': 'Both teams rested (4+ days)'}}"
2025-11-28 22:10:00-05:00,Memphis Grizzlies,Los Angeles Clippers,Memphis Grizzlies @ Los Angeles Clippers,205.5,-920,NO,57,57,LOW,SKIP,0%,Above-avg offense (avg ORtg: 112.8) | Above average pace (98.8) | Memphis Grizzlies hot (WARM),"{'offensive_power': {'score': 10, 'reason': 'Above-avg offense (avg ORtg: 112.8)', 'ortg': np.float64(112.80000000000001)}, 'pace': {'away_pace': np.float64(101.0), 'home_pace': np.float64(96.6), 'projected_pace': np.float64(98.8), 'pace_score': 15, 'reason': 'Above average pace (98.8)'}, 'form': {'away_form': {'team': 'Memphis Grizzlies', 'last_6_scores': [109.0, 109.0, 128.0, 128.0, 114.0, 114.0], 'avg_last_6': np.float64(117.0), 'season_ppg': np.float64(112.3), 'diff': np.float64(4.7), 'is_hot': True, 'trend': 'WARM', 'form_score': 12}, 'home_form': {'team': 'Los Angeles Clippers', 'last_6_scores': [79.0, 79.0, 116.0, 116.0, 108.0, 108.0], 'avg_last_6': np.float64(101.0), 'season_ppg': np.float64(111.8), 'diff': np.float64(-10.8), 'is_hot': False, 'trend': 'COLD', 'form_score': 0}, 'combined_score': 12, 'reason': 'Memphis Grizzlies hot (WARM)'}, 'buffer': {'score': 10, 'reason': 'Good buffer (18.6 pts above minimum)', 'buffer': np.float64(18.599999999999994)}, 'rest': {'away_rest': {'team': 'Memphis Grizzlies', 'game_date': Timestamp('2025-11-28 22:10:00'), 'last_game_date': Timestamp('2025-11-24 00:00:00'), 'rest_days': 4, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'home_rest': {'team': 'Los Angeles Clippers', 'game_date': Timestamp('2025-11-28 22:10:00'), 'last_game_date': Timestamp('2025-11-25 00:00:00'), 'rest_days': 3, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'combined_score': 10, 'reason': 'Both teams rested (4+ days)'}}"
2025-11-28 22:10:00-05:00,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks @ Los Angeles Lakers,208.5,-820,NO,45,45,LOW,SKIP,0%,Fast pace (101.2) | Good buffer (18.3 pts above minimum) | Both teams rested (4+ days),"{'offensive_power': {'score': 0, 'reason': 'Weak offense (avg ORtg: 111.2) - RED FLAG', 'ortg': np.float64(111.19999999999999)}, 'pace': {'away_pace': np.float64(102.3), 'home_pace': np.float64(100.2), 'projected_pace': np.float64(101.2), 'pace_score': 25, 'reason': 'Fast pace (101.2)'}, 'form': {'away_form': {'team': 'Dallas Mavericks', 'last_6_scores': [99.0, 99.0, 92.0, 92.0, 107.0, 107.0], 'avg_last_6': np.float64(99.3), 'season_ppg': np.float64(109.5), 'diff': np.float64(-10.2), 'is_hot': False, 'trend': 'COLD', 'form_score': 0}, 'home_form': {'team': 'Los Angeles Lakers', 'last_6_scores': [92.0, 92.0, 118.0, 118.0, 116.0, 116.0], 'avg_last_6': np.float64(108.7), 'season_ppg': np.float64(117.3), 'diff': np.float64(-8.6), 'is_hot': False, 'trend': 'COLD', 'form_score': 0}, 'combined_score': 0, 'reason': 'Dallas Mavericks cold (scoring slump)'}, 'buffer': {'score': 10, 'reason': 'Good buffer (18.3 pts above minimum)', 'buffer': np.float64(18.30000000000001)}, 'rest': {'away_rest': {'team': 'Dallas Mavericks', 'game_date': Timestamp('2025-11-28 22:10:00'), 'last_game_date': Timestamp('2025-11-24 00:00:00'), 'rest_days': 4, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'home_rest': {'team': 'Los Angeles Lakers', 'game_date': Timestamp('2025-11-28 22:10:00'), 'last_game_date': Timestamp('2025-11-25 00:00:00'), 'rest_days': 3, 'is_b2b': False, 'fatigue_level': 'RESTED'}, 'combined_score': 10, 'reason': 'Both teams rested (4+ days)'}}"
