date,game,minimum,prediction,confidence,score,actual_total,went_over,result,reasoning
2025-12-02,Washington Wizards @ Philadelphia 76ers,216.0,NO,58,58,223.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.6) | Fast pace (101.0) | Both teams neutral form
2025-11-11,Golden State Warriors @ Oklahoma City Thunder,221.5,NO,65,65,228.0,True,SKIPPED,Elite offense (avg ORtg: 117.1) | Above average pace (99.8) | Good buffer (15.2 pts above minimum)
2025-11-11,Boston Celtics @ Philadelphia 76ers,218.5,MAYBE,70,70,202.0,False,SKIPPED,Elite offense (avg ORtg: 118.1) | Average pace (97.9) | Boston Celtics hot (HOT)
2025-11-11,Toronto Raptors @ Brooklyn Nets,211.5,NO,67,67,228.0,True,SKIPPED,Strong offense (avg ORtg: 114.3) | Above average pace (98.8) | Brooklyn Nets hot (WARM)
2025-11-11,Golden State Warriors @ Oklahoma City Thunder,221.5,NO,65,65,228.0,True,SKIPPED,Elite offense (avg ORtg: 117.1) | Above average pace (99.8) | Good buffer (15.2 pts above minimum)
2025-11-11,Denver Nuggets @ Sacramento Kings,221.5,YES,84,84,230.0,True,WIN,Elite offense (avg ORtg: 117.5) | Fast pace (100.1) | Sacramento Kings hot (WARM)
2025-11-11,Indiana Pacers @ Utah Jazz,213.5,NO,52,52,280.0,True,SKIPPED,Fast pace (101.4) | Utah Jazz hot (WARM) | Good buffer (15.2 pts above minimum)
2025-11-11,Memphis Grizzlies @ New York Knicks,219.0,YES,82,82,253.0,True,WIN,Elite offense (avg ORtg: 117.2) | Above average pace (99.7) | Both teams hot (WARM/HOT)
2025-11-11,Indiana Pacers @ Utah Jazz,213.5,NO,52,52,280.0,True,SKIPPED,Fast pace (101.4) | Utah Jazz hot (WARM) | Good buffer (15.2 pts above minimum)
2025-11-11,Denver Nuggets @ Sacramento Kings,221.5,YES,84,84,230.0,True,WIN,Elite offense (avg ORtg: 117.5) | Fast pace (100.1) | Sacramento Kings hot (WARM)
2025-11-11,Boston Celtics @ Philadelphia 76ers,218.5,MAYBE,70,70,202.0,False,SKIPPED,Elite offense (avg ORtg: 118.1) | Average pace (97.9) | Boston Celtics hot (HOT)
2025-11-11,Toronto Raptors @ Brooklyn Nets,211.5,NO,67,67,228.0,True,SKIPPED,Strong offense (avg ORtg: 114.3) | Above average pace (98.8) | Brooklyn Nets hot (WARM)
2025-11-11,Memphis Grizzlies @ New York Knicks,219.0,YES,82,82,253.0,True,WIN,Elite offense (avg ORtg: 117.2) | Above average pace (99.7) | Both teams hot (WARM/HOT)
2025-11-18,Detroit Pistons @ Atlanta Hawks,222.0,MAYBE,79,79,232.0,True,SKIPPED,Elite offense (avg ORtg: 116.1) | Fast pace (101.2) | Atlanta Hawks hot (WARM)
2025-11-18,Memphis Grizzlies @ San Antonio Spurs,218.0,NO,64,64,212.0,False,SKIPPED,Strong offense (avg ORtg: 116.0) | Above average pace (99.9) | Memphis Grizzlies hot (WARM)
2025-11-18,Boston Celtics @ Brooklyn Nets,209.0,MAYBE,78,78,212.0,True,SKIPPED,Elite offense (avg ORtg: 116.1) | Average pace (96.6) | Both teams hot (HOT/WARM)
2025-11-18,Golden State Warriors @ Orlando Magic,219.0,MAYBE,72,72,234.0,True,SKIPPED,Elite offense (avg ORtg: 116.0) | Fast pace (100.3) | Moderate buffer (14.9 pts above minimum)
2025-11-18,Phoenix Suns @ Portland Trail Blazers,220.0,YES,87,87,237.0,True,WIN,Elite offense (avg ORtg: 116.3) | Fast pace (100.7) | Portland Trail Blazers hot (HOT)
2025-11-18,Phoenix Suns @ Portland Trail Blazers,220.0,YES,87,87,237.0,True,WIN,Elite offense (avg ORtg: 116.3) | Fast pace (100.7) | Portland Trail Blazers hot (HOT)
2025-11-18,Memphis Grizzlies @ San Antonio Spurs,218.0,NO,64,64,212.0,False,SKIPPED,Strong offense (avg ORtg: 116.0) | Above average pace (99.9) | Memphis Grizzlies hot (WARM)
2025-11-18,Utah Jazz @ Los Angeles Lakers,222.5,YES,87,87,266.0,True,WIN,Elite offense (avg ORtg: 117.0) | Fast pace (100.8) | Utah Jazz hot (WARM)
2025-11-18,Boston Celtics @ Brooklyn Nets,209.0,MAYBE,78,78,212.0,True,SKIPPED,Elite offense (avg ORtg: 116.1) | Average pace (96.6) | Both teams hot (HOT/WARM)
2025-11-18,Detroit Pistons @ Atlanta Hawks,222.0,MAYBE,79,79,232.0,True,SKIPPED,Elite offense (avg ORtg: 116.1) | Fast pace (101.2) | Atlanta Hawks hot (WARM)
2025-11-18,Golden State Warriors @ Orlando Magic,219.0,MAYBE,72,72,234.0,True,SKIPPED,Elite offense (avg ORtg: 116.0) | Fast pace (100.3) | Moderate buffer (14.9 pts above minimum)
2025-11-18,Utah Jazz @ Los Angeles Lakers,222.5,YES,87,87,266.0,True,WIN,Elite offense (avg ORtg: 117.0) | Fast pace (100.8) | Utah Jazz hot (WARM)
2025-11-25,Los Angeles Clippers @ Los Angeles Lakers,216.5,NO,62,62,253.0,True,SKIPPED,Elite offense (avg ORtg: 116.8) | Above average pace (98.6) | Moderate buffer (14.9 pts above minimum)
2025-11-25,Orlando Magic @ Philadelphia 76ers,223.0,YES,80,80,247.0,True,WIN,Elite offense (avg ORtg: 116.9) | Fast pace (100.4) | Both teams neutral form
2025-11-25,Atlanta Hawks @ Washington Wizards,216.0,NO,64,64,245.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Fast pace (101.7) | Atlanta Hawks hot (WARM)
2025-11-25,Atlanta Hawks @ Washington Wizards,216.0,NO,64,64,245.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Fast pace (101.7) | Atlanta Hawks hot (WARM)
2025-11-25,Orlando Magic @ Philadelphia 76ers,223.0,YES,80,80,247.0,True,WIN,Elite offense (avg ORtg: 116.9) | Fast pace (100.4) | Both teams neutral form
2025-11-25,Los Angeles Clippers @ Los Angeles Lakers,216.5,NO,62,62,253.0,True,SKIPPED,Elite offense (avg ORtg: 116.8) | Above average pace (98.6) | Moderate buffer (14.9 pts above minimum)
2025-11-04,Phoenix Suns @ Golden State Warriors,216.5,NO,52,52,225.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Above average pace (99.5) | Moderate buffer (14.9 pts above minimum)
2025-11-04,Milwaukee Bucks @ Toronto Raptors,218.5,NO,68,68,228.0,True,SKIPPED,Elite offense (avg ORtg: 116.2) | Above average pace (99.8) | Both teams neutral form
2025-11-04,Oklahoma City Thunder @ Los Angeles Clippers,219.5,NO,60,60,233.0,True,SKIPPED,Elite offense (avg ORtg: 117.2) | Above average pace (98.7) | Good buffer (15.1 pts above minimum)
2025-11-04,Philadelphia 76ers @ Chicago Bulls,223.5,MAYBE,70,70,224.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.8) | Both teams neutral form
2025-11-04,Charlotte Hornets @ New Orleans Pelicans,213.0,NO,54,54,228.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.7) | Above average pace (99.0) | Charlotte Hornets hot (WARM)
2025-11-04,Milwaukee Bucks @ Toronto Raptors,218.5,NO,68,68,228.0,True,SKIPPED,Elite offense (avg ORtg: 116.2) | Above average pace (99.8) | Both teams neutral form
2025-11-04,Orlando Magic @ Atlanta Hawks,222.5,YES,87,87,239.0,True,WIN,Elite offense (avg ORtg: 116.7) | Fast pace (101.1) | Atlanta Hawks hot (WARM)
2025-11-04,Philadelphia 76ers @ Chicago Bulls,223.5,MAYBE,70,70,224.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.8) | Both teams neutral form
2025-11-04,Orlando Magic @ Atlanta Hawks,222.5,YES,87,87,239.0,True,WIN,Elite offense (avg ORtg: 116.7) | Fast pace (101.1) | Atlanta Hawks hot (WARM)
2025-11-04,Charlotte Hornets @ New Orleans Pelicans,213.0,NO,54,54,228.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.7) | Above average pace (99.0) | Charlotte Hornets hot (WARM)
2025-11-04,Phoenix Suns @ Golden State Warriors,216.5,NO,52,52,225.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Above average pace (99.5) | Moderate buffer (14.9 pts above minimum)
2025-11-04,Oklahoma City Thunder @ Los Angeles Clippers,219.5,NO,60,60,233.0,True,SKIPPED,Elite offense (avg ORtg: 117.2) | Above average pace (98.7) | Good buffer (15.1 pts above minimum)
2025-10-21,Houston Rockets @ Oklahoma City Thunder,229.0,NO,65,65,249.0,True,SKIPPED,Elite offense (avg ORtg: 122.0) | Above average pace (98.2) | Good buffer (15.1 pts above minimum)
2025-10-21,Golden State Warriors @ Los Angeles Lakers,218.5,NO,65,65,228.0,True,SKIPPED,Elite offense (avg ORtg: 116.8) | Above average pace (99.8) | Good buffer (15.0 pts above minimum)
2025-10-21,Golden State Warriors @ Los Angeles Lakers,218.5,NO,65,65,228.0,True,SKIPPED,Elite offense (avg ORtg: 116.8) | Above average pace (99.8) | Good buffer (15.0 pts above minimum)
2025-10-21,Houston Rockets @ Oklahoma City Thunder,229.0,NO,65,65,249.0,True,SKIPPED,Elite offense (avg ORtg: 122.0) | Above average pace (98.2) | Good buffer (15.1 pts above minimum)
2025-10-28,Philadelphia 76ers @ Washington Wizards,216.0,NO,58,58,273.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.6) | Fast pace (101.0) | Both teams neutral form
2025-10-28,Charlotte Hornets @ Miami Heat,224.5,YES,87,87,261.0,True,WIN,Elite offense (avg ORtg: 116.2) | Fast pace (102.3) | Charlotte Hornets hot (WARM)
2025-10-28,New York Knicks @ Milwaukee Bucks,221.5,MAYBE,74,74,232.0,True,SKIPPED,Elite offense (avg ORtg: 118.7) | Above average pace (99.1) | New York Knicks hot (HOT)
2025-10-28,Sacramento Kings @ Oklahoma City Thunder,219.0,MAYBE,72,72,208.0,False,SKIPPED,Strong offense (avg ORtg: 114.9) | Fast pace (100.6) | Sacramento Kings hot (WARM)
2025-10-28,New York Knicks @ Milwaukee Bucks,221.5,MAYBE,74,74,232.0,True,SKIPPED,Elite offense (avg ORtg: 118.7) | Above average pace (99.1) | New York Knicks hot (HOT)
2025-10-28,Charlotte Hornets @ Miami Heat,224.5,YES,87,87,261.0,True,WIN,Elite offense (avg ORtg: 116.2) | Fast pace (102.3) | Charlotte Hornets hot (WARM)
2025-10-28,Los Angeles Clippers @ Golden State Warriors,211.5,NO,50,50,177.0,False,SKIPPED,Strong offense (avg ORtg: 114.0) | Above average pace (98.7) | Good buffer (15.2 pts above minimum)
2025-10-28,Philadelphia 76ers @ Washington Wizards,216.0,NO,58,58,273.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.6) | Fast pace (101.0) | Both teams neutral form
2025-10-28,Los Angeles Clippers @ Golden State Warriors,211.5,NO,50,50,177.0,False,SKIPPED,Strong offense (avg ORtg: 114.0) | Above average pace (98.7) | Good buffer (15.2 pts above minimum)
2025-10-28,Sacramento Kings @ Oklahoma City Thunder,219.0,MAYBE,72,72,208.0,False,SKIPPED,Strong offense (avg ORtg: 114.9) | Fast pace (100.6) | Sacramento Kings hot (WARM)
2025-11-12,Atlanta Hawks @ Sacramento Kings,215.0,NO,67,67,233.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.4) | Fast pace (101.4) | Both teams hot (WARM/WARM)
2025-11-12,Denver Nuggets @ Los Angeles Clippers,222.0,NO,57,57,246.0,True,SKIPPED,Elite offense (avg ORtg: 119.8) | Above average pace (98.2) | Moderate buffer (14.9 pts above minimum)
2025-11-12,Denver Nuggets @ Los Angeles Clippers,222.0,NO,57,57,246.0,True,SKIPPED,Elite offense (avg ORtg: 119.8) | Above average pace (98.2) | Moderate buffer (14.9 pts above minimum)
2025-11-12,Phoenix Suns @ Dallas Mavericks,213.0,NO,55,55,237.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Fast pace (100.5) | Good buffer (15.1 pts above minimum)
2025-11-12,Milwaukee Bucks @ Charlotte Hornets,216.0,NO,67,67,211.0,False,SKIPPED,Strong offense (avg ORtg: 115.3) | Above average pace (99.2) | Charlotte Hornets hot (WARM)
2025-11-12,Chicago Bulls @ Detroit Pistons,224.0,MAYBE,70,70,237.0,True,SKIPPED,Strong offense (avg ORtg: 115.9) | Fast pace (102.2) | Both teams neutral form
2025-11-12,Orlando Magic @ New York Knicks,225.0,NO,69,69,231.0,True,SKIPPED,Elite offense (avg ORtg: 120.0) | Above average pace (99.7) | New York Knicks hot (HOT)
2025-11-12,Memphis Grizzlies @ Boston Celtics,214.0,MAYBE,72,72,226.0,True,SKIPPED,Elite offense (avg ORtg: 116.4) | Above average pace (98.2) | Both teams hot (WARM/HOT)
2025-11-12,Cleveland Cavaliers @ Miami Heat,229.0,MAYBE,72,72,246.0,True,SKIPPED,Elite offense (avg ORtg: 117.4) | Fast pace (103.3) | Moderate buffer (14.8 pts above minimum)
2025-11-12,Washington Wizards @ Houston Rockets,219.5,MAYBE,73,73,247.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Above average pace (99.3) | Both teams neutral form
2025-11-12,Portland Trail Blazers @ New Orleans Pelicans,216.0,NO,64,64,242.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.7) | Fast pace (100.6) | Portland Trail Blazers hot (HOT)
2025-11-12,Los Angeles Lakers @ Oklahoma City Thunder,226.5,NO,57,57,213.0,False,SKIPPED,Elite offense (avg ORtg: 119.8) | Above average pace (99.8) | Moderate buffer (14.9 pts above minimum)
2025-11-12,Phoenix Suns @ Dallas Mavericks,213.0,NO,55,55,237.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Fast pace (100.5) | Good buffer (15.1 pts above minimum)
2025-11-12,Los Angeles Lakers @ Oklahoma City Thunder,226.5,NO,57,57,213.0,False,SKIPPED,Elite offense (avg ORtg: 119.8) | Above average pace (99.8) | Moderate buffer (14.9 pts above minimum)
2025-11-12,Golden State Warriors @ San Antonio Spurs,218.5,NO,60,60,245.0,True,SKIPPED,Elite offense (avg ORtg: 116.8) | Above average pace (99.6) | Good buffer (15.1 pts above minimum)
2025-11-12,Portland Trail Blazers @ New Orleans Pelicans,216.0,NO,64,64,242.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.7) | Fast pace (100.6) | Portland Trail Blazers hot (HOT)
2025-11-12,Milwaukee Bucks @ Charlotte Hornets,216.0,NO,67,67,211.0,False,SKIPPED,Strong offense (avg ORtg: 115.3) | Above average pace (99.2) | Charlotte Hornets hot (WARM)
2025-11-12,Chicago Bulls @ Detroit Pistons,224.0,MAYBE,70,70,237.0,True,SKIPPED,Strong offense (avg ORtg: 115.9) | Fast pace (102.2) | Both teams neutral form
2025-11-12,Orlando Magic @ New York Knicks,225.0,NO,69,69,231.0,True,SKIPPED,Elite offense (avg ORtg: 120.0) | Above average pace (99.7) | New York Knicks hot (HOT)
2025-11-12,Memphis Grizzlies @ Boston Celtics,214.0,MAYBE,72,72,226.0,True,SKIPPED,Elite offense (avg ORtg: 116.4) | Above average pace (98.2) | Both teams hot (WARM/HOT)
2025-11-12,Cleveland Cavaliers @ Miami Heat,229.0,MAYBE,72,72,246.0,True,SKIPPED,Elite offense (avg ORtg: 117.4) | Fast pace (103.3) | Moderate buffer (14.8 pts above minimum)
2025-11-12,Washington Wizards @ Houston Rockets,219.5,MAYBE,73,73,247.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Above average pace (99.3) | Both teams neutral form
2025-11-12,Atlanta Hawks @ Sacramento Kings,215.0,NO,67,67,233.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.4) | Fast pace (101.4) | Both teams hot (WARM/WARM)
2025-11-12,Golden State Warriors @ San Antonio Spurs,218.5,NO,60,60,245.0,True,SKIPPED,Elite offense (avg ORtg: 116.8) | Above average pace (99.6) | Good buffer (15.1 pts above minimum)
2025-11-19,Sacramento Kings @ Oklahoma City Thunder,219.0,MAYBE,77,77,212.0,False,SKIPPED,Strong offense (avg ORtg: 114.9) | Fast pace (100.6) | Sacramento Kings hot (WARM)
2025-11-19,Denver Nuggets @ New Orleans Pelicans,222.0,NO,65,65,243.0,True,SKIPPED,Elite offense (avg ORtg: 118.8) | Above average pace (98.8) | Good buffer (15.2 pts above minimum)
2025-11-19,Washington Wizards @ Minnesota Timberwolves,218.5,MAYBE,70,70,229.0,True,SKIPPED,Strong offense (avg ORtg: 114.4) | Fast pace (101.0) | Both teams neutral form
2025-11-19,Houston Rockets @ Cleveland Cavaliers,226.5,MAYBE,70,70,218.0,False,SKIPPED,Elite offense (avg ORtg: 120.7) | Above average pace (98.9) | Both teams neutral form
2025-11-19,Toronto Raptors @ Philadelphia 76ers,221.0,YES,83,83,233.0,True,WIN,Elite offense (avg ORtg: 116.3) | Fast pace (100.1) | Both teams neutral form
2025-11-19,Charlotte Hornets @ Indiana Pacers,210.5,NO,54,54,245.0,True,SKIPPED,Fast pace (100.0) | Charlotte Hornets hot (WARM) | Moderate buffer (14.9 pts above minimum)
2025-11-19,New York Knicks @ Dallas Mavericks,216.5,MAYBE,74,74,224.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (100.3) | New York Knicks hot (HOT)
2025-11-19,Golden State Warriors @ Miami Heat,223.5,NO,60,60,206.0,False,SKIPPED,Strong offense (avg ORtg: 115.6) | Fast pace (102.7) | Good buffer (15.2 pts above minimum)
2025-11-19,Chicago Bulls @ Portland Trail Blazers,223.0,MAYBE,72,72,243.0,True,SKIPPED,Strong offense (avg ORtg: 114.9) | Fast pace (102.8) | Portland Trail Blazers hot (HOT)
2025-11-19,Sacramento Kings @ Oklahoma City Thunder,219.0,MAYBE,77,77,212.0,False,SKIPPED,Strong offense (avg ORtg: 114.9) | Fast pace (100.6) | Sacramento Kings hot (WARM)
2025-11-19,New York Knicks @ Dallas Mavericks,216.5,MAYBE,74,74,224.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (100.3) | New York Knicks hot (HOT)
2025-11-19,Denver Nuggets @ New Orleans Pelicans,222.0,NO,65,65,243.0,True,SKIPPED,Elite offense (avg ORtg: 118.8) | Above average pace (98.8) | Good buffer (15.2 pts above minimum)
2025-11-19,Washington Wizards @ Minnesota Timberwolves,218.5,MAYBE,70,70,229.0,True,SKIPPED,Strong offense (avg ORtg: 114.4) | Fast pace (101.0) | Both teams neutral form
2025-11-19,Golden State Warriors @ Miami Heat,223.5,NO,60,60,206.0,False,SKIPPED,Strong offense (avg ORtg: 115.6) | Fast pace (102.7) | Good buffer (15.2 pts above minimum)
2025-11-19,Toronto Raptors @ Philadelphia 76ers,221.0,YES,83,83,233.0,True,WIN,Elite offense (avg ORtg: 116.3) | Fast pace (100.1) | Both teams neutral form
2025-11-19,Charlotte Hornets @ Indiana Pacers,210.5,NO,54,54,245.0,True,SKIPPED,Fast pace (100.0) | Charlotte Hornets hot (WARM) | Moderate buffer (14.9 pts above minimum)
2025-11-19,Houston Rockets @ Cleveland Cavaliers,226.5,MAYBE,70,70,218.0,False,SKIPPED,Elite offense (avg ORtg: 120.7) | Above average pace (98.9) | Both teams neutral form
2025-11-19,Chicago Bulls @ Portland Trail Blazers,223.0,MAYBE,72,72,243.0,True,SKIPPED,Strong offense (avg ORtg: 114.9) | Fast pace (102.8) | Portland Trail Blazers hot (HOT)
2025-11-26,Phoenix Suns @ Sacramento Kings,214.0,NO,64,64,212.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.6) | Fast pace (100.2) | Sacramento Kings hot (WARM)
2025-11-26,San Antonio Spurs @ Portland Trail Blazers,222.5,YES,84,84,217.0,False,LOSS,Elite offense (avg ORtg: 117.3) | Fast pace (100.8) | Portland Trail Blazers hot (HOT)
2025-11-26,Houston Rockets @ Golden State Warriors,221.0,NO,65,65,204.0,False,SKIPPED,Elite offense (avg ORtg: 118.9) | Above average pace (98.3) | Good buffer (15.2 pts above minimum)
2025-11-26,Memphis Grizzlies @ New Orleans Pelicans,211.0,NO,57,57,261.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Above average pace (99.8) | Memphis Grizzlies hot (WARM)
2025-11-26,Minnesota Timberwolves @ Oklahoma City Thunder,228.0,NO,62,62,218.0,False,SKIPPED,Elite offense (avg ORtg: 119.8) | Above average pace (99.9) | Moderate buffer (14.9 pts above minimum)
2025-11-26,Milwaukee Bucks @ Miami Heat,225.5,MAYBE,72,72,209.0,False,SKIPPED,Elite offense (avg ORtg: 116.3) | Fast pace (102.5) | Moderate buffer (14.8 pts above minimum)
2025-11-26,New York Knicks @ Charlotte Hornets,220.5,YES,85,85,230.0,True,WIN,Elite offense (avg ORtg: 118.5) | Above average pace (98.9) | Both teams hot (HOT/WARM)
2025-11-26,Detroit Pistons @ Boston Celtics,219.0,MAYBE,77,77,231.0,True,SKIPPED,Elite offense (avg ORtg: 118.7) | Above average pace (98.3) | Boston Celtics hot (HOT)
2025-11-26,Indiana Pacers @ Toronto Raptors,213.0,NO,52,52,192.0,False,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Fast pace (100.5) | Moderate buffer (14.9 pts above minimum)
2025-11-26,San Antonio Spurs @ Portland Trail Blazers,222.5,YES,84,84,217.0,False,LOSS,Elite offense (avg ORtg: 117.3) | Fast pace (100.8) | Portland Trail Blazers hot (HOT)
2025-11-26,Memphis Grizzlies @ New Orleans Pelicans,211.0,NO,57,57,261.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Above average pace (99.8) | Memphis Grizzlies hot (WARM)
2025-11-26,Indiana Pacers @ Toronto Raptors,213.0,NO,52,52,192.0,False,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Fast pace (100.5) | Moderate buffer (14.9 pts above minimum)
2025-11-26,Minnesota Timberwolves @ Oklahoma City Thunder,228.0,NO,62,62,218.0,False,SKIPPED,Elite offense (avg ORtg: 119.8) | Above average pace (99.9) | Moderate buffer (14.9 pts above minimum)
2025-11-26,Milwaukee Bucks @ Miami Heat,225.5,MAYBE,72,72,209.0,False,SKIPPED,Elite offense (avg ORtg: 116.3) | Fast pace (102.5) | Moderate buffer (14.8 pts above minimum)
2025-11-26,New York Knicks @ Charlotte Hornets,220.5,YES,85,85,230.0,True,WIN,Elite offense (avg ORtg: 118.5) | Above average pace (98.9) | Both teams hot (HOT/WARM)
2025-11-26,Detroit Pistons @ Boston Celtics,219.0,MAYBE,77,77,231.0,True,SKIPPED,Elite offense (avg ORtg: 118.7) | Above average pace (98.3) | Boston Celtics hot (HOT)
2025-11-26,Phoenix Suns @ Sacramento Kings,214.0,NO,64,64,212.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.6) | Fast pace (100.2) | Sacramento Kings hot (WARM)
2025-11-26,Houston Rockets @ Golden State Warriors,221.0,NO,65,65,204.0,False,SKIPPED,Elite offense (avg ORtg: 118.9) | Above average pace (98.3) | Good buffer (15.2 pts above minimum)
2025-11-05,Golden State Warriors @ Sacramento Kings,211.0,NO,52,52,237.0,True,SKIPPED,Fast pace (100.7) | Sacramento Kings hot (WARM) | Good buffer (15.2 pts above minimum)
2025-11-05,Houston Rockets @ Memphis Grizzlies,220.5,MAYBE,74,74,233.0,True,SKIPPED,Elite offense (avg ORtg: 118.1) | Above average pace (98.7) | Memphis Grizzlies hot (WARM)
2025-11-05,Minnesota Timberwolves @ New York Knicks,226.0,MAYBE,74,74,251.0,True,SKIPPED,Elite offense (avg ORtg: 120.6) | Above average pace (99.3) | New York Knicks hot (HOT)
2025-11-05,Washington Wizards @ Boston Celtics,213.0,NO,67,67,243.0,True,SKIPPED,Strong offense (avg ORtg: 115.0) | Above average pace (98.8) | Boston Celtics hot (HOT)
2025-11-05,Utah Jazz @ Detroit Pistons,222.5,MAYBE,74,74,217.0,False,SKIPPED,Strong offense (avg ORtg: 115.8) | Fast pace (101.4) | Utah Jazz hot (WARM)
2025-11-05,Philadelphia 76ers @ Cleveland Cavaliers,223.0,MAYBE,75,75,253.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Fast pace (100.6) | Both teams neutral form
2025-11-05,Utah Jazz @ Detroit Pistons,222.5,MAYBE,74,74,217.0,False,SKIPPED,Strong offense (avg ORtg: 115.8) | Fast pace (101.4) | Utah Jazz hot (WARM)
2025-11-05,Brooklyn Nets @ Indiana Pacers,204.0,NO,47,47,215.0,True,SKIPPED,Above average pace (99.2) | Brooklyn Nets hot (WARM) | Good buffer (15.0 pts above minimum)
2025-11-05,Washington Wizards @ Boston Celtics,213.0,NO,67,67,243.0,True,SKIPPED,Strong offense (avg ORtg: 115.0) | Above average pace (98.8) | Boston Celtics hot (HOT)
2025-11-05,Minnesota Timberwolves @ New York Knicks,226.0,MAYBE,74,74,251.0,True,SKIPPED,Elite offense (avg ORtg: 120.6) | Above average pace (99.3) | New York Knicks hot (HOT)
2025-11-05,Houston Rockets @ Memphis Grizzlies,220.5,MAYBE,74,74,233.0,True,SKIPPED,Elite offense (avg ORtg: 118.1) | Above average pace (98.7) | Memphis Grizzlies hot (WARM)
2025-11-05,New Orleans Pelicans @ Dallas Mavericks,208.5,NO,40,40,200.0,False,SKIPPED,Fast pace (100.5) | Good buffer (15.2 pts above minimum) | New Orleans Pelicans on back-to-back
2025-11-05,Miami Heat @ Denver Nuggets,234.0,MAYBE,72,72,234.0,False,SKIPPED,Elite offense (avg ORtg: 121.3) | Fast pace (102.2) | Moderate buffer (14.9 pts above minimum)
2025-11-05,San Antonio Spurs @ Los Angeles Lakers,223.5,NO,62,62,234.0,True,SKIPPED,Elite offense (avg ORtg: 119.5) | Above average pace (99.5) | Moderate buffer (14.8 pts above minimum)
2025-11-05,Philadelphia 76ers @ Cleveland Cavaliers,223.0,MAYBE,75,75,253.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Fast pace (100.6) | Both teams neutral form
2025-11-05,Brooklyn Nets @ Indiana Pacers,204.0,NO,47,47,215.0,True,SKIPPED,Above average pace (99.2) | Brooklyn Nets hot (WARM) | Good buffer (15.0 pts above minimum)
2025-11-05,Oklahoma City Thunder @ Portland Trail Blazers,225.5,YES,82,82,240.0,True,WIN,Elite offense (avg ORtg: 117.7) | Fast pace (101.0) | Portland Trail Blazers hot (HOT)
2025-11-05,New Orleans Pelicans @ Dallas Mavericks,208.5,NO,40,40,200.0,False,SKIPPED,Fast pace (100.5) | Good buffer (15.2 pts above minimum) | New Orleans Pelicans on back-to-back
2025-11-05,Miami Heat @ Denver Nuggets,234.0,MAYBE,72,72,234.0,False,SKIPPED,Elite offense (avg ORtg: 121.3) | Fast pace (102.2) | Moderate buffer (14.9 pts above minimum)
2025-11-05,San Antonio Spurs @ Los Angeles Lakers,223.5,NO,62,62,234.0,True,SKIPPED,Elite offense (avg ORtg: 119.5) | Above average pace (99.5) | Moderate buffer (14.8 pts above minimum)
2025-11-05,Oklahoma City Thunder @ Portland Trail Blazers,225.5,YES,82,82,240.0,True,WIN,Elite offense (avg ORtg: 117.7) | Fast pace (101.0) | Portland Trail Blazers hot (HOT)
2025-11-05,Golden State Warriors @ Sacramento Kings,211.0,NO,52,52,237.0,True,SKIPPED,Fast pace (100.7) | Sacramento Kings hot (WARM) | Good buffer (15.2 pts above minimum)
2025-10-22,Brooklyn Nets @ Charlotte Hornets,209.0,NO,65,65,253.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.4) | Above average pace (98.2) | Both teams hot (WARM/WARM)
2025-10-22,Toronto Raptors @ Atlanta Hawks,220.5,YES,87,87,256.0,True,WIN,Elite offense (avg ORtg: 116.1) | Fast pace (100.8) | Atlanta Hawks hot (WARM)
2025-10-22,Philadelphia 76ers @ Boston Celtics,218.5,MAYBE,70,70,233.0,True,SKIPPED,Elite offense (avg ORtg: 118.1) | Average pace (97.9) | Boston Celtics hot (HOT)
