date,game,minimum,prediction,confidence,score,actual_total,went_over,result,reasoning
2025-10-25,Phoenix Suns @ Denver Nuggets,226.5,NO,68,68,244.0,True,SKIPPED,Elite offense (avg ORtg: 121.5) | Above average pace (98.9) | Both teams neutral form
2025-10-25,Phoenix Suns @ Denver Nuggets,226.5,NO,68,68,244.0,True,SKIPPED,Elite offense (avg ORtg: 121.5) | Above average pace (98.9) | Both teams neutral form
2025-10-25,Indiana Pacers @ Memphis Grizzlies,209.0,NO,49,49,231.0,True,SKIPPED,Fast pace (100.8) | Memphis Grizzlies hot (WARM) | Moderate buffer (14.8 pts above minimum)
2025-10-25,Charlotte Hornets @ Philadelphia 76ers,218.5,NO,67,67,246.0,True,SKIPPED,Strong offense (avg ORtg: 115.4) | Above average pace (99.6) | Charlotte Hornets hot (WARM)
2025-10-25,Chicago Bulls @ Orlando Magic,224.5,MAYBE,78,78,208.0,False,SKIPPED,Elite offense (avg ORtg: 116.4) | Fast pace (102.1) | Both teams neutral form
2025-10-25,Oklahoma City Thunder @ Atlanta Hawks,225.5,MAYBE,79,79,217.0,False,SKIPPED,Elite offense (avg ORtg: 117.7) | Fast pace (100.6) | Atlanta Hawks hot (WARM)
2025-10-25,Chicago Bulls @ Orlando Magic,224.5,MAYBE,78,78,208.0,False,SKIPPED,Elite offense (avg ORtg: 116.4) | Fast pace (102.1) | Both teams neutral form
2025-11-16,Sacramento Kings @ San Antonio Spurs,216.0,MAYBE,77,77,233.0,True,SKIPPED,Strong offense (avg ORtg: 114.5) | Fast pace (100.3) | Sacramento Kings hot (WARM)
2025-11-16,Los Angeles Clippers @ Boston Celtics,212.5,MAYBE,70,70,239.0,True,SKIPPED,Elite offense (avg ORtg: 117.2) | Average pace (96.6) | Boston Celtics hot (HOT)
2025-11-16,Sacramento Kings @ San Antonio Spurs,216.0,MAYBE,77,77,233.0,True,SKIPPED,Strong offense (avg ORtg: 114.5) | Fast pace (100.3) | Sacramento Kings hot (WARM)
2025-11-16,Golden State Warriors @ New Orleans Pelicans,212.0,NO,45,45,230.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.2) | Above average pace (99.4) | Good buffer (15.0 pts above minimum)
2025-11-16,Portland Trail Blazers @ Dallas Mavericks,214.5,NO,54,54,271.0,True,SKIPPED,Fast pace (102.1) | Portland Trail Blazers hot (HOT) | Moderate buffer (14.8 pts above minimum)
2025-11-16,Brooklyn Nets @ Washington Wizards,206.5,NO,47,47,235.0,True,SKIPPED,Above average pace (99.7) | Brooklyn Nets hot (WARM) | Good buffer (15.1 pts above minimum)
2025-11-16,Orlando Magic @ Houston Rockets,226.5,MAYBE,70,70,230.0,True,SKIPPED,Elite offense (avg ORtg: 120.9) | Above average pace (98.7) | Both teams neutral form
2025-11-16,Golden State Warriors @ New Orleans Pelicans,212.0,NO,45,45,230.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.2) | Above average pace (99.4) | Good buffer (15.0 pts above minimum)
2025-11-16,Portland Trail Blazers @ Dallas Mavericks,214.5,NO,54,54,271.0,True,SKIPPED,Fast pace (102.1) | Portland Trail Blazers hot (HOT) | Moderate buffer (14.8 pts above minimum)
2025-11-16,Atlanta Hawks @ Phoenix Suns,220.0,YES,87,87,246.0,True,WIN,Elite offense (avg ORtg: 116.4) | Fast pace (100.2) | Atlanta Hawks hot (WARM)
2025-11-16,Brooklyn Nets @ Washington Wizards,206.5,NO,47,47,235.0,True,SKIPPED,Above average pace (99.7) | Brooklyn Nets hot (WARM) | Good buffer (15.1 pts above minimum)
2025-11-16,Atlanta Hawks @ Phoenix Suns,220.0,YES,87,87,246.0,True,WIN,Elite offense (avg ORtg: 116.4) | Fast pace (100.2) | Atlanta Hawks hot (WARM)
2025-11-16,Chicago Bulls @ Utah Jazz,223.5,MAYBE,77,77,297.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (102.6) | Utah Jazz hot (WARM)
2025-11-16,Los Angeles Clippers @ Boston Celtics,212.5,MAYBE,70,70,239.0,True,SKIPPED,Elite offense (avg ORtg: 117.2) | Average pace (96.6) | Boston Celtics hot (HOT)
2025-11-16,Orlando Magic @ Houston Rockets,226.5,MAYBE,70,70,230.0,True,SKIPPED,Elite offense (avg ORtg: 120.9) | Above average pace (98.7) | Both teams neutral form
2025-11-16,Chicago Bulls @ Utah Jazz,223.5,MAYBE,77,77,297.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (102.6) | Utah Jazz hot (WARM)
2025-11-02,Utah Jazz @ Charlotte Hornets,218.5,YES,80,80,229.0,True,WIN,Strong offense (avg ORtg: 114.8) | Fast pace (100.4) | Both teams hot (WARM/WARM)
2025-11-02,Atlanta Hawks @ Cleveland Cavaliers,222.5,YES,87,87,226.0,True,WIN,Elite offense (avg ORtg: 116.4) | Fast pace (101.2) | Atlanta Hawks hot (WARM)
2025-11-02,Memphis Grizzlies @ Toronto Raptors,216.5,MAYBE,74,74,221.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (100.3) | Memphis Grizzlies hot (WARM)
2025-11-02,Chicago Bulls @ New York Knicks,225.5,YES,84,84,244.0,True,WIN,Elite offense (avg ORtg: 118.3) | Fast pace (101.1) | New York Knicks hot (HOT)
2025-11-02,San Antonio Spurs @ Phoenix Suns,221.0,MAYBE,73,73,248.0,True,SKIPPED,Elite offense (avg ORtg: 118.5) | Above average pace (99.2) | Both teams neutral form
2025-11-02,Miami Heat @ Los Angeles Lakers,228.5,MAYBE,72,72,250.0,True,SKIPPED,Elite offense (avg ORtg: 118.3) | Fast pace (102.6) | Moderate buffer (14.9 pts above minimum)
2025-11-02,Atlanta Hawks @ Cleveland Cavaliers,222.5,YES,87,87,226.0,True,WIN,Elite offense (avg ORtg: 116.4) | Fast pace (101.2) | Atlanta Hawks hot (WARM)
2025-11-02,Miami Heat @ Los Angeles Lakers,228.5,MAYBE,72,72,250.0,True,SKIPPED,Elite offense (avg ORtg: 118.3) | Fast pace (102.6) | Moderate buffer (14.9 pts above minimum)
2025-11-02,San Antonio Spurs @ Phoenix Suns,221.0,MAYBE,73,73,248.0,True,SKIPPED,Elite offense (avg ORtg: 118.5) | Above average pace (99.2) | Both teams neutral form
2025-11-02,Chicago Bulls @ New York Knicks,225.5,YES,84,84,244.0,True,WIN,Elite offense (avg ORtg: 118.3) | Fast pace (101.1) | New York Knicks hot (HOT)
2025-11-02,Memphis Grizzlies @ Toronto Raptors,216.5,MAYBE,74,74,221.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (100.3) | Memphis Grizzlies hot (WARM)
2025-11-02,Philadelphia 76ers @ Brooklyn Nets,212.0,NO,57,57,234.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.7) | Above average pace (98.8) | Brooklyn Nets hot (WARM)
2025-11-02,Utah Jazz @ Charlotte Hornets,218.5,YES,80,80,229.0,True,WIN,Strong offense (avg ORtg: 114.8) | Fast pace (100.4) | Both teams hot (WARM/WARM)
2025-11-02,New Orleans Pelicans @ Oklahoma City Thunder,220.0,NO,62,62,243.0,True,SKIPPED,Elite offense (avg ORtg: 116.2) | Above average pace (99.3) | Moderate buffer (14.9 pts above minimum)
2025-11-02,New Orleans Pelicans @ Oklahoma City Thunder,220.0,NO,62,62,243.0,True,SKIPPED,Elite offense (avg ORtg: 116.2) | Above average pace (99.3) | Moderate buffer (14.9 pts above minimum)
2025-11-02,Philadelphia 76ers @ Brooklyn Nets,212.0,NO,57,57,234.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.7) | Above average pace (98.8) | Brooklyn Nets hot (WARM)
2025-11-23,Los Angeles Lakers @ Utah Jazz,222.5,YES,87,87,214.0,False,LOSS,Elite offense (avg ORtg: 117.0) | Fast pace (100.8) | Utah Jazz hot (WARM)
2025-11-23,Orlando Magic @ Boston Celtics,220.0,NO,69,69,267.0,True,SKIPPED,Elite offense (avg ORtg: 119.2) | Above average pace (98.2) | Boston Celtics hot (HOT)
2025-11-23,Portland Trail Blazers @ Oklahoma City Thunder,225.5,YES,87,87,217.0,False,LOSS,Elite offense (avg ORtg: 117.7) | Fast pace (101.0) | Portland Trail Blazers hot (HOT)
2025-11-23,Brooklyn Nets @ Toronto Raptors,211.5,NO,67,67,228.0,True,SKIPPED,Strong offense (avg ORtg: 114.3) | Above average pace (98.8) | Brooklyn Nets hot (WARM)
2025-11-23,Los Angeles Clippers @ Cleveland Cavaliers,217.0,NO,47,47,225.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Above average pace (99.3) | Moderate buffer (14.8 pts above minimum)
2025-11-23,Orlando Magic @ Boston Celtics,220.0,NO,69,69,267.0,True,SKIPPED,Elite offense (avg ORtg: 119.2) | Above average pace (98.2) | Boston Celtics hot (HOT)
2025-11-23,Los Angeles Lakers @ Utah Jazz,222.5,YES,87,87,214.0,False,LOSS,Elite offense (avg ORtg: 117.0) | Fast pace (100.8) | Utah Jazz hot (WARM)
2025-11-23,Charlotte Hornets @ Atlanta Hawks,218.0,MAYBE,75,75,223.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (100.2) | Both teams hot (WARM/WARM)
2025-11-23,Miami Heat @ Philadelphia 76ers,227.5,MAYBE,75,75,244.0,True,SKIPPED,Elite offense (avg ORtg: 116.5) | Fast pace (102.8) | Good buffer (15.1 pts above minimum)
2025-11-23,Portland Trail Blazers @ Oklahoma City Thunder,225.5,YES,87,87,217.0,False,LOSS,Elite offense (avg ORtg: 117.7) | Fast pace (101.0) | Portland Trail Blazers hot (HOT)
2025-11-23,Brooklyn Nets @ Toronto Raptors,211.5,NO,67,67,228.0,True,SKIPPED,Strong offense (avg ORtg: 114.3) | Above average pace (98.8) | Brooklyn Nets hot (WARM)
2025-11-23,Los Angeles Clippers @ Cleveland Cavaliers,217.0,NO,47,47,225.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Above average pace (99.3) | Moderate buffer (14.8 pts above minimum)
2025-11-23,Charlotte Hornets @ Atlanta Hawks,218.0,MAYBE,75,75,223.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (100.2) | Both teams hot (WARM/WARM)
2025-11-23,Miami Heat @ Philadelphia 76ers,227.5,MAYBE,75,75,244.0,True,SKIPPED,Elite offense (avg ORtg: 116.5) | Fast pace (102.8) | Good buffer (15.1 pts above minimum)
2025-11-23,San Antonio Spurs @ Phoenix Suns,221.0,MAYBE,73,73,213.0,False,SKIPPED,Elite offense (avg ORtg: 118.5) | Above average pace (99.2) | Both teams neutral form
2025-11-23,San Antonio Spurs @ Phoenix Suns,221.0,MAYBE,73,73,213.0,False,SKIPPED,Elite offense (avg ORtg: 118.5) | Above average pace (99.2) | Both teams neutral form
2025-11-30,New Orleans Pelicans @ Los Angeles Lakers,216.5,NO,50,50,254.0,True,SKIPPED,Strong offense (avg ORtg: 115.9) | Above average pace (99.3) | Good buffer (15.2 pts above minimum)
2025-11-30,Houston Rockets @ Utah Jazz,225.5,MAYBE,74,74,230.0,True,SKIPPED,Elite offense (avg ORtg: 119.2) | Above average pace (99.2) | Utah Jazz hot (WARM)
2025-11-30,Memphis Grizzlies @ Sacramento Kings,210.5,NO,62,62,222.0,True,SKIPPED,Fast pace (101.0) | Both teams hot (WARM/WARM) | Moderate buffer (14.9 pts above minimum)
2025-11-30,San Antonio Spurs @ Minnesota Timberwolves,225.0,NO,65,65,237.0,True,SKIPPED,Elite offense (avg ORtg: 119.4) | Above average pace (99.7) | Both teams neutral form
2025-11-30,Oklahoma City Thunder @ Portland Trail Blazers,225.5,YES,87,87,238.0,True,WIN,Elite offense (avg ORtg: 117.7) | Fast pace (101.0) | Portland Trail Blazers hot (HOT)
2025-11-30,Atlanta Hawks @ Philadelphia 76ers,221.5,MAYBE,74,74,276.0,True,SKIPPED,Strong offense (avg ORtg: 115.5) | Fast pace (100.8) | Atlanta Hawks hot (WARM)
2025-11-30,Toronto Raptors @ New York Knicks,223.0,MAYBE,72,72,210.0,False,SKIPPED,Elite offense (avg ORtg: 119.5) | Above average pace (99.4) | New York Knicks hot (HOT)
2025-11-30,Houston Rockets @ Utah Jazz,225.5,MAYBE,74,74,230.0,True,SKIPPED,Elite offense (avg ORtg: 119.2) | Above average pace (99.2) | Utah Jazz hot (WARM)
2025-11-30,Boston Celtics @ Cleveland Cavaliers,220.0,NO,69,69,232.0,True,SKIPPED,Elite offense (avg ORtg: 119.0) | Above average pace (98.4) | Boston Celtics hot (HOT)
2025-11-30,Memphis Grizzlies @ Sacramento Kings,210.5,NO,62,62,222.0,True,SKIPPED,Fast pace (101.0) | Both teams hot (WARM/WARM) | Moderate buffer (14.9 pts above minimum)
2025-11-30,San Antonio Spurs @ Minnesota Timberwolves,225.0,NO,65,65,237.0,True,SKIPPED,Elite offense (avg ORtg: 119.4) | Above average pace (99.7) | Both teams neutral form
2025-11-30,Oklahoma City Thunder @ Portland Trail Blazers,225.5,YES,87,87,238.0,True,WIN,Elite offense (avg ORtg: 117.7) | Fast pace (101.0) | Portland Trail Blazers hot (HOT)
2025-11-30,Atlanta Hawks @ Philadelphia 76ers,221.5,MAYBE,74,74,276.0,True,SKIPPED,Strong offense (avg ORtg: 115.5) | Fast pace (100.8) | Atlanta Hawks hot (WARM)
2025-11-30,Toronto Raptors @ New York Knicks,223.0,MAYBE,72,72,210.0,False,SKIPPED,Elite offense (avg ORtg: 119.5) | Above average pace (99.4) | New York Knicks hot (HOT)
2025-11-30,Boston Celtics @ Cleveland Cavaliers,220.0,NO,69,69,232.0,True,SKIPPED,Elite offense (avg ORtg: 119.0) | Above average pace (98.4) | Boston Celtics hot (HOT)
2025-11-30,New Orleans Pelicans @ Los Angeles Lakers,216.5,NO,50,50,254.0,True,SKIPPED,Strong offense (avg ORtg: 115.9) | Above average pace (99.3) | Good buffer (15.2 pts above minimum)
2025-11-09,Houston Rockets @ Milwaukee Bucks,223.0,MAYBE,70,70,237.0,True,SKIPPED,Elite offense (avg ORtg: 119.7) | Above average pace (98.1) | Both teams neutral form
2025-11-09,Boston Celtics @ Orlando Magic,220.0,MAYBE,74,74,218.0,False,SKIPPED,Elite offense (avg ORtg: 119.2) | Above average pace (98.2) | Boston Celtics hot (HOT)
2025-11-09,Oklahoma City Thunder @ Memphis Grizzlies,221.0,YES,84,84,214.0,False,LOSS,Elite offense (avg ORtg: 116.3) | Fast pace (100.2) | Memphis Grizzlies hot (WARM)
2025-11-09,Indiana Pacers @ Golden State Warriors,209.5,NO,40,40,197.0,False,SKIPPED,Fast pace (100.5) | Good buffer (15.1 pts above minimum) | Indiana Pacers on back-to-back
2025-11-09,Oklahoma City Thunder @ Memphis Grizzlies,221.0,YES,84,84,214.0,False,LOSS,Elite offense (avg ORtg: 116.3) | Fast pace (100.2) | Memphis Grizzlies hot (WARM)
2025-11-09,Brooklyn Nets @ New York Knicks,214.0,YES,85,85,232.0,True,WIN,Elite offense (avg ORtg: 116.8) | Above average pace (98.1) | Both teams hot (WARM/HOT)
2025-11-09,Brooklyn Nets @ New York Knicks,214.0,YES,85,85,232.0,True,WIN,Elite offense (avg ORtg: 116.8) | Above average pace (98.1) | Both teams hot (WARM/HOT)
2025-11-09,Minnesota Timberwolves @ Sacramento Kings,217.5,MAYBE,74,74,261.0,True,SKIPPED,Strong offense (avg ORtg: 114.4) | Fast pace (100.7) | Sacramento Kings hot (WARM)
2025-11-09,Detroit Pistons @ Philadelphia 76ers,222.0,MAYBE,78,78,219.0,False,SKIPPED,Elite offense (avg ORtg: 116.3) | Fast pace (100.5) | Both teams neutral form
2025-11-09,Boston Celtics @ Orlando Magic,220.0,MAYBE,74,74,218.0,False,SKIPPED,Elite offense (avg ORtg: 119.2) | Above average pace (98.2) | Boston Celtics hot (HOT)
2025-11-09,Detroit Pistons @ Philadelphia 76ers,222.0,MAYBE,78,78,219.0,False,SKIPPED,Elite offense (avg ORtg: 116.3) | Fast pace (100.5) | Both teams neutral form
2025-11-09,Houston Rockets @ Milwaukee Bucks,223.0,MAYBE,70,70,237.0,True,SKIPPED,Elite offense (avg ORtg: 119.7) | Above average pace (98.1) | Both teams neutral form
2025-11-09,Minnesota Timberwolves @ Sacramento Kings,217.5,MAYBE,74,74,261.0,True,SKIPPED,Strong offense (avg ORtg: 114.4) | Fast pace (100.7) | Sacramento Kings hot (WARM)
2025-11-09,Indiana Pacers @ Golden State Warriors,209.5,NO,40,40,197.0,False,SKIPPED,Fast pace (100.5) | Good buffer (15.1 pts above minimum) | Indiana Pacers on back-to-back
2025-10-26,Portland Trail Blazers @ Los Angeles Clippers,215.5,NO,67,67,221.0,True,SKIPPED,Strong offense (avg ORtg: 114.6) | Above average pace (99.8) | Portland Trail Blazers hot (HOT)
2025-10-26,Los Angeles Lakers @ Sacramento Kings,216.0,MAYBE,74,74,247.0,True,SKIPPED,Strong offense (avg ORtg: 114.5) | Fast pace (100.6) | Sacramento Kings hot (WARM)
2025-10-26,Toronto Raptors @ Dallas Mavericks,214.0,NO,52,52,268.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.2) | Fast pace (101.0) | Moderate buffer (14.8 pts above minimum)
2025-10-26,Indiana Pacers @ Minnesota Timberwolves,216.0,NO,47,47,224.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.7) | Fast pace (100.5) | Moderate buffer (14.8 pts above minimum)
2025-10-26,Milwaukee Bucks @ Cleveland Cavaliers,220.5,YES,83,83,231.0,True,WIN,Elite offense (avg ORtg: 116.5) | Fast pace (100.2) | Both teams neutral form
2025-10-26,New York Knicks @ Miami Heat,229.5,YES,87,87,222.0,False,LOSS,Elite offense (avg ORtg: 119.6) | Fast pace (102.1) | New York Knicks hot (HOT)
2025-10-26,Charlotte Hornets @ Washington Wizards,213.0,NO,62,62,252.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Fast pace (100.5) | Charlotte Hornets hot (WARM)
2025-10-26,Boston Celtics @ Detroit Pistons,219.0,MAYBE,77,77,232.0,True,SKIPPED,Elite offense (avg ORtg: 118.7) | Above average pace (98.3) | Boston Celtics hot (HOT)
2025-10-26,Brooklyn Nets @ San Antonio Spurs,213.0,NO,67,67,225.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Above average pace (98.3) | Brooklyn Nets hot (WARM)
2025-10-26,New York Knicks @ Miami Heat,229.5,YES,87,87,222.0,False,LOSS,Elite offense (avg ORtg: 119.6) | Fast pace (102.1) | New York Knicks hot (HOT)
2025-10-26,Los Angeles Lakers @ Sacramento Kings,216.0,MAYBE,74,74,247.0,True,SKIPPED,Strong offense (avg ORtg: 114.5) | Fast pace (100.6) | Sacramento Kings hot (WARM)
2025-10-26,Toronto Raptors @ Dallas Mavericks,214.0,NO,52,52,268.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.2) | Fast pace (101.0) | Moderate buffer (14.8 pts above minimum)
2025-10-26,Indiana Pacers @ Minnesota Timberwolves,216.0,NO,47,47,224.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.7) | Fast pace (100.5) | Moderate buffer (14.8 pts above minimum)
2025-10-26,Milwaukee Bucks @ Cleveland Cavaliers,220.5,YES,83,83,231.0,True,WIN,Elite offense (avg ORtg: 116.5) | Fast pace (100.2) | Both teams neutral form
2025-10-26,Brooklyn Nets @ San Antonio Spurs,213.0,NO,67,67,225.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Above average pace (98.3) | Brooklyn Nets hot (WARM)
2025-10-26,Boston Celtics @ Detroit Pistons,219.0,MAYBE,77,77,232.0,True,SKIPPED,Elite offense (avg ORtg: 118.7) | Above average pace (98.3) | Boston Celtics hot (HOT)
2025-10-26,Charlotte Hornets @ Washington Wizards,213.0,NO,62,62,252.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Fast pace (100.5) | Charlotte Hornets hot (WARM)
2025-10-26,Portland Trail Blazers @ Los Angeles Clippers,215.5,NO,67,67,221.0,True,SKIPPED,Strong offense (avg ORtg: 114.6) | Above average pace (99.8) | Portland Trail Blazers hot (HOT)
2025-11-13,Atlanta Hawks @ Utah Jazz,221.5,YES,80,80,254.0,True,WIN,Strong offense (avg ORtg: 114.9) | Fast pace (101.6) | Both teams hot (WARM/WARM)
2025-11-13,Indiana Pacers @ Phoenix Suns,212.0,NO,50,50,231.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.8) | Fast pace (100.0) | Good buffer (15.2 pts above minimum)
2025-11-13,Indiana Pacers @ Phoenix Suns,212.0,NO,50,50,231.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.8) | Fast pace (100.0) | Good buffer (15.2 pts above minimum)
2025-11-13,Toronto Raptors @ Cleveland Cavaliers,222.0,MAYBE,78,78,239.0,True,SKIPPED,Elite offense (avg ORtg: 117.3) | Fast pace (100.6) | Both teams neutral form
2025-11-13,Toronto Raptors @ Cleveland Cavaliers,222.0,MAYBE,78,78,239.0,True,SKIPPED,Elite offense (avg ORtg: 117.3) | Fast pace (100.6) | Both teams neutral form
2025-11-13,Atlanta Hawks @ Utah Jazz,221.5,YES,80,80,254.0,True,WIN,Strong offense (avg ORtg: 114.9) | Fast pace (101.6) | Both teams hot (WARM/WARM)
2025-11-20,Philadelphia 76ers @ Milwaukee Bucks,219.5,NO,55,55,237.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Above average pace (99.8) | Both teams neutral form
2025-11-20,Atlanta Hawks @ San Antonio Spurs,222.0,YES,87,87,261.0,True,WIN,Elite offense (avg ORtg: 117.3) | Fast pace (100.3) | Atlanta Hawks hot (WARM)
2025-11-20,Philadelphia 76ers @ Milwaukee Bucks,219.5,NO,55,55,237.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Above average pace (99.8) | Both teams neutral form
2025-11-20,Sacramento Kings @ Memphis Grizzlies,210.5,NO,57,57,233.0,True,SKIPPED,Fast pace (101.0) | Both teams hot (WARM/WARM) | Moderate buffer (14.9 pts above minimum)
2025-11-20,Los Angeles Clippers @ Orlando Magic,217.0,NO,62,62,230.0,True,SKIPPED,Elite offense (avg ORtg: 116.1) | Above average pace (99.1) | Moderate buffer (14.8 pts above minimum)
2025-11-20,Los Angeles Clippers @ Orlando Magic,217.0,NO,62,62,230.0,True,SKIPPED,Elite offense (avg ORtg: 116.1) | Above average pace (99.1) | Moderate buffer (14.8 pts above minimum)
2025-11-20,Sacramento Kings @ Memphis Grizzlies,210.5,NO,57,57,233.0,True,SKIPPED,Fast pace (101.0) | Both teams hot (WARM/WARM) | Moderate buffer (14.9 pts above minimum)
2025-11-20,Atlanta Hawks @ San Antonio Spurs,222.0,YES,87,87,261.0,True,WIN,Elite offense (avg ORtg: 117.3) | Fast pace (100.3) | Atlanta Hawks hot (WARM)
2025-11-06,Los Angeles Clippers @ Phoenix Suns,214.5,NO,52,52,217.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Above average pace (98.3) | Moderate buffer (14.8 pts above minimum)
2025-11-06,Los Angeles Clippers @ Phoenix Suns,214.5,NO,52,52,217.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Above average pace (98.3) | Moderate buffer (14.8 pts above minimum)
2025-10-23,Oklahoma City Thunder @ Indiana Pacers,217.5,NO,65,65,276.0,True,SKIPPED,Strong offense (avg ORtg: 114.1) | Fast pace (100.4) | Good buffer (15.0 pts above minimum)
2025-10-23,Denver Nuggets @ Golden State Warriors,224.0,NO,65,65,268.0,True,SKIPPED,Elite offense (avg ORtg: 119.7) | Above average pace (99.3) | Good buffer (15.0 pts above minimum)
2025-10-23,Oklahoma City Thunder @ Indiana Pacers,217.5,NO,65,65,276.0,True,SKIPPED,Strong offense (avg ORtg: 114.1) | Fast pace (100.4) | Good buffer (15.0 pts above minimum)
2025-10-23,Denver Nuggets @ Golden State Warriors,224.0,NO,65,65,268.0,True,SKIPPED,Elite offense (avg ORtg: 119.7) | Above average pace (99.3) | Good buffer (15.0 pts above minimum)
2025-10-30,Orlando Magic @ Charlotte Hornets,219.5,MAYBE,72,72,230.0,True,SKIPPED,Elite offense (avg ORtg: 116.6) | Above average pace (99.9) | Charlotte Hornets hot (WARM)
2025-10-30,Golden State Warriors @ Milwaukee Bucks,215.5,NO,52,52,230.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Above average pace (99.7) | Moderate buffer (14.9 pts above minimum)
2025-10-30,Washington Wizards @ Oklahoma City Thunder,220.0,NO,65,65,235.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Fast pace (100.9) | Good buffer (15.1 pts above minimum)
2025-10-30,Miami Heat @ San Antonio Spurs,228.5,MAYBE,75,75,208.0,False,SKIPPED,Elite offense (avg ORtg: 118.3) | Fast pace (102.4) | Good buffer (15.0 pts above minimum)
2025-10-30,Miami Heat @ San Antonio Spurs,228.5,MAYBE,75,75,208.0,False,SKIPPED,Elite offense (avg ORtg: 118.3) | Fast pace (102.4) | Good buffer (15.0 pts above minimum)
2025-10-30,Orlando Magic @ Charlotte Hornets,219.5,MAYBE,72,72,230.0,True,SKIPPED,Elite offense (avg ORtg: 116.6) | Above average pace (99.9) | Charlotte Hornets hot (WARM)
2025-10-30,Golden State Warriors @ Milwaukee Bucks,215.5,NO,52,52,230.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Above average pace (99.7) | Moderate buffer (14.9 pts above minimum)
2025-10-30,Washington Wizards @ Oklahoma City Thunder,220.0,NO,65,65,235.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Fast pace (100.9) | Good buffer (15.1 pts above minimum)
2025-12-02,Washington Wizards @ Philadelphia 76ers,216.0,NO,58,58,223.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.6) | Fast pace (101.0) | Both teams neutral form
2025-12-02,Portland Trail Blazers @ Toronto Raptors,221.0,YES,84,84,239.0,True,WIN,Elite offense (avg ORtg: 116.0) | Fast pace (101.2) | Portland Trail Blazers hot (HOT)
2025-12-02,New York Knicks @ Boston Celtics,220.5,MAYBE,78,78,240.0,True,SKIPPED,Elite offense (avg ORtg: 121.2) | Average pace (97.2) | Both teams hot (HOT/HOT)
2025-12-02,Minnesota Timberwolves @ New Orleans Pelicans,218.0,NO,55,55,291.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Above average pace (99.5) | Good buffer (15.2 pts above minimum)
2025-12-02,Oklahoma City Thunder @ Golden State Warriors,221.5,NO,65,65,236.0,True,SKIPPED,Elite offense (avg ORtg: 117.1) | Above average pace (99.8) | Good buffer (15.2 pts above minimum)
2025-12-02,Oklahoma City Thunder @ Golden State Warriors,221.5,NO,65,65,236.0,True,SKIPPED,Elite offense (avg ORtg: 117.1) | Above average pace (99.8) | Good buffer (15.2 pts above minimum)
2025-12-02,Memphis Grizzlies @ San Antonio Spurs,218.0,NO,64,64,245.0,True,SKIPPED,Strong offense (avg ORtg: 116.0) | Above average pace (99.9) | Memphis Grizzlies hot (WARM)
2025-12-02,Memphis Grizzlies @ San Antonio Spurs,218.0,NO,64,64,245.0,True,SKIPPED,Strong offense (avg ORtg: 116.0) | Above average pace (99.9) | Memphis Grizzlies hot (WARM)
2025-12-02,Minnesota Timberwolves @ New Orleans Pelicans,218.0,NO,55,55,291.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Above average pace (99.5) | Good buffer (15.2 pts above minimum)
2025-12-02,New York Knicks @ Boston Celtics,220.5,MAYBE,78,78,240.0,True,SKIPPED,Elite offense (avg ORtg: 121.2) | Average pace (97.2) | Both teams hot (HOT/HOT)
2025-12-02,Portland Trail Blazers @ Toronto Raptors,221.0,YES,84,84,239.0,True,WIN,Elite offense (avg ORtg: 116.0) | Fast pace (101.2) | Portland Trail Blazers hot (HOT)
