date,game,minimum,prediction,confidence,score,actual_total,went_over,result,reasoning
2025-10-26,Charlotte Hornets @ Washington Wizards,216.0,NO,62,62,252.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.2) | Fast pace (102.5) | Washington Wizards hot (HOT)
2025-10-26,Toronto Raptors @ Dallas Mavericks,210.0,NO,57,57,268.0,True,SKIPPED,Fast pace (102.2) | Toronto Raptors hot (HOT) | Good buffer (15.2 pts above minimum)
2025-10-26,Los Angeles Lakers @ Sacramento Kings,219.5,NO,65,65,247.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Fast pace (101.4) | Good buffer (15.2 pts above minimum)
2025-10-26,Portland Trail Blazers @ Los Angeles Clippers,216.0,MAYBE,74,74,221.0,True,SKIPPED,Strong offense (avg ORtg: 115.0) | Fast pace (100.3) | Portland Trail Blazers hot (WARM)
2025-10-26,New York Knicks @ Miami Heat,226.5,YES,87,87,222.0,False,LOSS,Elite offense (avg ORtg: 118.7) | Fast pace (101.8) | New York Knicks hot (WARM)
2025-10-26,Milwaukee Bucks @ Cleveland Cavaliers,225.5,YES,83,83,231.0,True,WIN,Elite offense (avg ORtg: 117.8) | Fast pace (102.1) | Both teams neutral form
2025-10-26,Milwaukee Bucks @ Cleveland Cavaliers,225.5,YES,83,83,231.0,True,WIN,Elite offense (avg ORtg: 117.8) | Fast pace (102.1) | Both teams neutral form
2025-10-26,Toronto Raptors @ Dallas Mavericks,210.0,NO,57,57,268.0,True,SKIPPED,Fast pace (102.2) | Toronto Raptors hot (HOT) | Good buffer (15.2 pts above minimum)
2025-10-26,Los Angeles Lakers @ Sacramento Kings,219.5,NO,65,65,247.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Fast pace (101.4) | Good buffer (15.2 pts above minimum)
2025-10-26,Boston Celtics @ Detroit Pistons,214.5,YES,85,85,232.0,True,WIN,Elite offense (avg ORtg: 116.3) | Above average pace (98.8) | Both teams hot (HOT/WARM)
2025-10-26,Brooklyn Nets @ San Antonio Spurs,214.5,NO,63,63,225.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Above average pace (99.0) | Both teams neutral form
2025-10-26,Indiana Pacers @ Minnesota Timberwolves,215.5,NO,55,55,224.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.1) | Fast pace (100.7) | Both teams neutral form
2025-10-26,New York Knicks @ Miami Heat,226.5,YES,87,87,222.0,False,LOSS,Elite offense (avg ORtg: 118.7) | Fast pace (101.8) | New York Knicks hot (WARM)
2025-10-26,Portland Trail Blazers @ Los Angeles Clippers,216.0,MAYBE,74,74,221.0,True,SKIPPED,Strong offense (avg ORtg: 115.0) | Fast pace (100.3) | Portland Trail Blazers hot (WARM)
2025-10-26,Charlotte Hornets @ Washington Wizards,216.0,NO,62,62,252.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.2) | Fast pace (102.5) | Washington Wizards hot (HOT)
2025-11-06,Los Angeles Clippers @ Phoenix Suns,212.0,NO,55,55,217.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Above average pace (98.3) | Good buffer (15.2 pts above minimum)
2025-11-06,Los Angeles Clippers @ Phoenix Suns,212.0,NO,55,55,217.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Above average pace (98.3) | Good buffer (15.2 pts above minimum)
2025-10-23,Oklahoma City Thunder @ Indiana Pacers,220.0,NO,52,52,276.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.0) | Fast pace (100.5) | Moderate buffer (14.8 pts above minimum)
2025-10-23,Denver Nuggets @ Golden State Warriors,226.0,NO,65,65,268.0,True,SKIPPED,Elite offense (avg ORtg: 119.3) | Above average pace (99.9) | Good buffer (15.2 pts above minimum)
2025-10-23,Oklahoma City Thunder @ Indiana Pacers,220.0,NO,52,52,276.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.0) | Fast pace (100.5) | Moderate buffer (14.8 pts above minimum)
2025-10-23,Denver Nuggets @ Golden State Warriors,226.0,NO,65,65,268.0,True,SKIPPED,Elite offense (avg ORtg: 119.3) | Above average pace (99.9) | Good buffer (15.2 pts above minimum)
2025-10-30,Washington Wizards @ Oklahoma City Thunder,220.5,NO,64,64,235.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.2) | Fast pace (101.3) | Washington Wizards hot (HOT)
2025-10-30,Golden State Warriors @ Milwaukee Bucks,221.5,MAYBE,75,75,230.0,True,SKIPPED,Elite offense (avg ORtg: 116.5) | Fast pace (101.1) | Good buffer (15.2 pts above minimum)
2025-10-30,Golden State Warriors @ Milwaukee Bucks,221.5,MAYBE,75,75,230.0,True,SKIPPED,Elite offense (avg ORtg: 116.5) | Fast pace (101.1) | Good buffer (15.2 pts above minimum)
2025-10-30,Orlando Magic @ Charlotte Hornets,221.0,NO,68,68,230.0,True,SKIPPED,Strong offense (avg ORtg: 116.0) | Fast pace (101.8) | Both teams neutral form
2025-10-30,Orlando Magic @ Charlotte Hornets,221.0,NO,68,68,230.0,True,SKIPPED,Strong offense (avg ORtg: 116.0) | Fast pace (101.8) | Both teams neutral form
2025-10-30,Miami Heat @ San Antonio Spurs,226.0,YES,83,83,208.0,False,LOSS,Elite offense (avg ORtg: 117.7) | Fast pace (101.8) | Both teams neutral form
2025-10-30,Washington Wizards @ Oklahoma City Thunder,220.5,NO,64,64,235.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.2) | Fast pace (101.3) | Washington Wizards hot (HOT)
2025-10-30,Miami Heat @ San Antonio Spurs,226.0,YES,83,83,208.0,False,LOSS,Elite offense (avg ORtg: 117.7) | Fast pace (101.8) | Both teams neutral form
2025-11-04,Milwaukee Bucks @ Toronto Raptors,225.0,MAYBE,79,79,228.0,True,SKIPPED,Elite offense (avg ORtg: 117.6) | Fast pace (102.0) | Toronto Raptors hot (HOT)
2025-11-04,Phoenix Suns @ Golden State Warriors,218.0,NO,52,52,225.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Above average pace (100.0) | Moderate buffer (14.8 pts above minimum)
2025-11-04,Charlotte Hornets @ New Orleans Pelicans,212.0,NO,50,50,228.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.2) | Above average pace (99.5) | Both teams neutral form
2025-11-04,Philadelphia 76ers @ Chicago Bulls,227.5,YES,80,80,224.0,False,LOSS,Elite offense (avg ORtg: 118.8) | Fast pace (101.3) | Both teams neutral form
2025-11-04,Orlando Magic @ Atlanta Hawks,216.5,NO,64,64,239.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.3) | Fast pace (102.2) | Atlanta Hawks hot (HOT)
2025-11-04,Milwaukee Bucks @ Toronto Raptors,225.0,MAYBE,79,79,228.0,True,SKIPPED,Elite offense (avg ORtg: 117.6) | Fast pace (102.0) | Toronto Raptors hot (HOT)
2025-11-04,Oklahoma City Thunder @ Los Angeles Clippers,218.5,NO,53,53,233.0,True,SKIPPED,Elite offense (avg ORtg: 116.9) | Average pace (97.8) | Good buffer (15.2 pts above minimum)
2025-11-04,Phoenix Suns @ Golden State Warriors,218.0,NO,52,52,225.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Above average pace (100.0) | Moderate buffer (14.8 pts above minimum)
2025-11-04,Charlotte Hornets @ New Orleans Pelicans,212.0,NO,50,50,228.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.2) | Above average pace (99.5) | Both teams neutral form
2025-11-04,Philadelphia 76ers @ Chicago Bulls,227.5,YES,80,80,224.0,False,LOSS,Elite offense (avg ORtg: 118.8) | Fast pace (101.3) | Both teams neutral form
2025-11-04,Orlando Magic @ Atlanta Hawks,216.5,NO,64,64,239.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.3) | Fast pace (102.2) | Atlanta Hawks hot (HOT)
2025-11-04,Oklahoma City Thunder @ Los Angeles Clippers,218.5,NO,53,53,233.0,True,SKIPPED,Elite offense (avg ORtg: 116.9) | Average pace (97.8) | Good buffer (15.2 pts above minimum)
2025-10-21,Golden State Warriors @ Los Angeles Lakers,220.5,MAYBE,75,75,228.0,True,SKIPPED,Elite offense (avg ORtg: 117.0) | Fast pace (100.2) | Good buffer (15.2 pts above minimum)
2025-10-21,Houston Rockets @ Oklahoma City Thunder,231.0,MAYBE,77,77,249.0,True,SKIPPED,Elite offense (avg ORtg: 121.0) | Above average pace (98.4) | Houston Rockets hot (HOT)
2025-10-21,Houston Rockets @ Oklahoma City Thunder,231.0,MAYBE,77,77,249.0,True,SKIPPED,Elite offense (avg ORtg: 121.0) | Above average pace (98.4) | Houston Rockets hot (HOT)
2025-10-21,Golden State Warriors @ Los Angeles Lakers,220.5,MAYBE,75,75,228.0,True,SKIPPED,Elite offense (avg ORtg: 117.0) | Fast pace (100.2) | Good buffer (15.2 pts above minimum)
2025-10-28,Los Angeles Clippers @ Golden State Warriors,211.5,NO,50,50,177.0,False,SKIPPED,Strong offense (avg ORtg: 114.7) | Above average pace (98.3) | Good buffer (15.1 pts above minimum)
2025-10-28,Philadelphia 76ers @ Washington Wizards,220.5,NO,59,59,273.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Fast pace (102.2) | Washington Wizards hot (HOT)
2025-10-28,New York Knicks @ Milwaukee Bucks,224.5,YES,87,87,232.0,True,WIN,Elite offense (avg ORtg: 119.2) | Fast pace (100.4) | New York Knicks hot (WARM)
2025-10-28,Charlotte Hornets @ Miami Heat,227.0,YES,80,80,261.0,True,WIN,Elite offense (avg ORtg: 117.2) | Fast pace (103.2) | Both teams neutral form
2025-10-28,Philadelphia 76ers @ Washington Wizards,220.5,NO,59,59,273.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Fast pace (102.2) | Washington Wizards hot (HOT)
2025-10-28,Los Angeles Clippers @ Golden State Warriors,211.5,NO,50,50,177.0,False,SKIPPED,Strong offense (avg ORtg: 114.7) | Above average pace (98.3) | Good buffer (15.1 pts above minimum)
2025-10-28,Sacramento Kings @ Oklahoma City Thunder,223.5,NO,67,67,208.0,False,SKIPPED,Elite offense (avg ORtg: 116.1) | Fast pace (100.6) | Moderate buffer (14.8 pts above minimum)
2025-10-28,New York Knicks @ Milwaukee Bucks,224.5,YES,87,87,232.0,True,WIN,Elite offense (avg ORtg: 119.2) | Fast pace (100.4) | New York Knicks hot (WARM)
2025-10-28,Charlotte Hornets @ Miami Heat,227.0,YES,80,80,261.0,True,WIN,Elite offense (avg ORtg: 117.2) | Fast pace (103.2) | Both teams neutral form
2025-10-28,Sacramento Kings @ Oklahoma City Thunder,223.5,NO,67,67,208.0,False,SKIPPED,Elite offense (avg ORtg: 116.1) | Fast pace (100.6) | Moderate buffer (14.8 pts above minimum)
2025-11-05,Miami Heat @ Denver Nuggets,233.0,YES,80,80,234.0,True,WIN,Elite offense (avg ORtg: 120.2) | Fast pace (102.5) | Both teams neutral form
2025-11-05,New Orleans Pelicans @ Dallas Mavericks,199.0,NO,37,37,200.0,True,SKIPPED,Fast pace (100.2) | Moderate buffer (14.9 pts above minimum) | New Orleans Pelicans on back-to-back
2025-11-05,Houston Rockets @ Memphis Grizzlies,223.0,YES,87,87,233.0,True,WIN,Elite offense (avg ORtg: 117.4) | Fast pace (100.1) | Houston Rockets hot (HOT)
2025-11-05,Minnesota Timberwolves @ New York Knicks,222.5,MAYBE,77,77,251.0,True,SKIPPED,Elite offense (avg ORtg: 120.0) | Above average pace (98.9) | New York Knicks hot (WARM)
2025-11-05,Brooklyn Nets @ Indiana Pacers,208.0,NO,50,50,215.0,True,SKIPPED,Fast pace (100.8) | Both teams neutral form | Moderate buffer (14.9 pts above minimum)
2025-11-05,Utah Jazz @ Detroit Pistons,214.0,MAYBE,72,72,217.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Fast pace (100.2) | Both teams hot (HOT/WARM)
2025-11-05,Philadelphia 76ers @ Cleveland Cavaliers,228.0,MAYBE,78,78,253.0,True,SKIPPED,Elite offense (avg ORtg: 119.1) | Fast pace (101.4) | Both teams neutral form
2025-11-05,Utah Jazz @ Detroit Pistons,214.0,MAYBE,72,72,217.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Fast pace (100.2) | Both teams hot (HOT/WARM)
2025-11-05,San Antonio Spurs @ Los Angeles Lakers,223.0,NO,62,62,234.0,True,SKIPPED,Elite offense (avg ORtg: 118.7) | Above average pace (99.5) | Moderate buffer (14.9 pts above minimum)
2025-11-05,Brooklyn Nets @ Indiana Pacers,208.0,NO,50,50,215.0,True,SKIPPED,Fast pace (100.8) | Both teams neutral form | Moderate buffer (14.9 pts above minimum)
2025-11-05,Washington Wizards @ Boston Celtics,210.0,NO,65,65,243.0,True,SKIPPED,Fast pace (100.3) | Both teams hot (HOT/HOT) | Good buffer (15.1 pts above minimum)
2025-11-05,Minnesota Timberwolves @ New York Knicks,222.5,MAYBE,77,77,251.0,True,SKIPPED,Elite offense (avg ORtg: 120.0) | Above average pace (98.9) | New York Knicks hot (WARM)
2025-11-05,Houston Rockets @ Memphis Grizzlies,223.0,YES,87,87,233.0,True,WIN,Elite offense (avg ORtg: 117.4) | Fast pace (100.1) | Houston Rockets hot (HOT)
2025-11-05,New Orleans Pelicans @ Dallas Mavericks,199.0,NO,37,37,200.0,True,SKIPPED,Fast pace (100.2) | Moderate buffer (14.9 pts above minimum) | New Orleans Pelicans on back-to-back
2025-11-05,Miami Heat @ Denver Nuggets,233.0,YES,80,80,234.0,True,WIN,Elite offense (avg ORtg: 120.2) | Fast pace (102.5) | Both teams neutral form
2025-11-05,San Antonio Spurs @ Los Angeles Lakers,223.0,NO,62,62,234.0,True,SKIPPED,Elite offense (avg ORtg: 118.7) | Above average pace (99.5) | Moderate buffer (14.9 pts above minimum)
2025-11-05,Oklahoma City Thunder @ Portland Trail Blazers,228.5,YES,82,82,240.0,True,WIN,Elite offense (avg ORtg: 117.6) | Fast pace (101.5) | Portland Trail Blazers hot (WARM)
2025-11-05,Golden State Warriors @ Sacramento Kings,216.0,NO,50,50,237.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Fast pace (101.1) | Good buffer (15.2 pts above minimum)
2025-11-05,Philadelphia 76ers @ Cleveland Cavaliers,228.0,MAYBE,78,78,253.0,True,SKIPPED,Elite offense (avg ORtg: 119.1) | Fast pace (101.4) | Both teams neutral form
2025-11-05,Oklahoma City Thunder @ Portland Trail Blazers,228.5,YES,82,82,240.0,True,WIN,Elite offense (avg ORtg: 117.6) | Fast pace (101.5) | Portland Trail Blazers hot (WARM)
2025-11-05,Washington Wizards @ Boston Celtics,210.0,NO,65,65,243.0,True,SKIPPED,Fast pace (100.3) | Both teams hot (HOT/HOT) | Good buffer (15.1 pts above minimum)
2025-11-05,Golden State Warriors @ Sacramento Kings,216.0,NO,50,50,237.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Fast pace (101.1) | Good buffer (15.2 pts above minimum)
2025-10-22,Sacramento Kings @ Phoenix Suns,217.0,MAYBE,70,70,236.0,True,SKIPPED,Strong offense (avg ORtg: 114.0) | Fast pace (101.1) | Both teams neutral form
2025-10-22,Brooklyn Nets @ Charlotte Hornets,215.5,MAYBE,70,70,253.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Fast pace (100.3) | Both teams neutral form
2025-10-22,Cleveland Cavaliers @ New York Knicks,224.0,YES,84,84,230.0,True,WIN,Elite offense (avg ORtg: 119.0) | Fast pace (100.3) | New York Knicks hot (WARM)
2025-10-22,Miami Heat @ Orlando Magic,225.0,MAYBE,70,70,246.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Fast pace (103.7) | Both teams neutral form
2025-10-22,Philadelphia 76ers @ Boston Celtics,221.5,MAYBE,74,74,233.0,True,SKIPPED,Elite offense (avg ORtg: 118.7) | Above average pace (98.8) | Boston Celtics hot (HOT)
2025-10-22,Toronto Raptors @ Atlanta Hawks,218.5,YES,85,85,256.0,True,WIN,Strong offense (avg ORtg: 114.8) | Fast pace (101.9) | Both teams hot (HOT/HOT)
2025-10-22,Detroit Pistons @ Chicago Bulls,221.0,YES,84,84,226.0,True,WIN,Elite offense (avg ORtg: 116.5) | Fast pace (101.2) | Detroit Pistons hot (WARM)
2025-10-22,New Orleans Pelicans @ Memphis Grizzlies,208.0,NO,53,53,250.0,True,SKIPPED,Fast pace (100.1) | Both teams neutral form | Good buffer (15.0 pts above minimum)
2025-10-22,Washington Wizards @ Milwaukee Bucks,217.5,NO,67,67,253.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Fast pace (103.0) | Washington Wizards hot (HOT)
2025-10-22,Sacramento Kings @ Phoenix Suns,217.0,MAYBE,70,70,236.0,True,SKIPPED,Strong offense (avg ORtg: 114.0) | Fast pace (101.1) | Both teams neutral form
2025-10-22,Minnesota Timberwolves @ Portland Trail Blazers,224.0,YES,87,87,232.0,True,WIN,Elite offense (avg ORtg: 117.7) | Fast pace (101.7) | Portland Trail Blazers hot (WARM)
2025-10-22,Washington Wizards @ Milwaukee Bucks,217.5,NO,67,67,253.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Fast pace (103.0) | Washington Wizards hot (HOT)
2025-10-22,New Orleans Pelicans @ Memphis Grizzlies,208.0,NO,53,53,250.0,True,SKIPPED,Fast pace (100.1) | Both teams neutral form | Good buffer (15.0 pts above minimum)
2025-10-22,Detroit Pistons @ Chicago Bulls,221.0,YES,84,84,226.0,True,WIN,Elite offense (avg ORtg: 116.5) | Fast pace (101.2) | Detroit Pistons hot (WARM)
2025-10-22,San Antonio Spurs @ Dallas Mavericks,209.5,NO,42,42,217.0,True,SKIPPED,Fast pace (100.6) | Moderate buffer (14.8 pts above minimum) | Both teams rested (99+ days)
2025-10-22,Los Angeles Clippers @ Utah Jazz,207.5,NO,57,57,237.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.7) | Above average pace (98.3) | Utah Jazz hot (HOT)
2025-10-22,Minnesota Timberwolves @ Portland Trail Blazers,224.0,YES,87,87,232.0,True,WIN,Elite offense (avg ORtg: 117.7) | Fast pace (101.7) | Portland Trail Blazers hot (WARM)
2025-10-22,San Antonio Spurs @ Dallas Mavericks,209.5,NO,42,42,217.0,True,SKIPPED,Fast pace (100.6) | Moderate buffer (14.8 pts above minimum) | Both teams rested (99+ days)
2025-10-22,Los Angeles Clippers @ Utah Jazz,207.5,NO,57,57,237.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.7) | Above average pace (98.3) | Utah Jazz hot (HOT)
2025-10-22,Brooklyn Nets @ Charlotte Hornets,215.5,MAYBE,70,70,253.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Fast pace (100.3) | Both teams neutral form
2025-10-22,Cleveland Cavaliers @ New York Knicks,224.0,YES,84,84,230.0,True,WIN,Elite offense (avg ORtg: 119.0) | Fast pace (100.3) | New York Knicks hot (WARM)
2025-10-22,Miami Heat @ Orlando Magic,225.0,MAYBE,70,70,246.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Fast pace (103.7) | Both teams neutral form
2025-10-22,Philadelphia 76ers @ Boston Celtics,221.5,MAYBE,74,74,233.0,True,SKIPPED,Elite offense (avg ORtg: 118.7) | Above average pace (98.8) | Boston Celtics hot (HOT)
2025-10-22,Toronto Raptors @ Atlanta Hawks,218.5,YES,85,85,256.0,True,WIN,Strong offense (avg ORtg: 114.8) | Fast pace (101.9) | Both teams hot (HOT/HOT)
2025-10-29,Houston Rockets @ Toronto Raptors,227.0,YES,85,85,260.0,True,WIN,Elite offense (avg ORtg: 119.8) | Above average pace (99.8) | Both teams hot (HOT/HOT)
2025-10-29,Cleveland Cavaliers @ Boston Celtics,218.0,MAYBE,74,74,230.0,True,SKIPPED,Elite offense (avg ORtg: 117.0) | Above average pace (99.5) | Boston Celtics hot (HOT)
2025-10-29,Orlando Magic @ Detroit Pistons,218.5,MAYBE,77,77,251.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.4) | Detroit Pistons hot (WARM)
2025-10-29,Atlanta Hawks @ Brooklyn Nets,210.5,NO,67,67,229.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.2) | Fast pace (100.7) | Atlanta Hawks hot (HOT)
2025-10-29,Atlanta Hawks @ Brooklyn Nets,210.5,NO,67,67,229.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.2) | Fast pace (100.7) | Atlanta Hawks hot (HOT)
2025-10-29,Orlando Magic @ Detroit Pistons,218.5,MAYBE,77,77,251.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.4) | Detroit Pistons hot (WARM)
2025-10-29,Portland Trail Blazers @ Utah Jazz,217.5,MAYBE,75,75,270.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.3) | Fast pace (102.0) | Both teams hot (WARM/HOT)
2025-10-29,New Orleans Pelicans @ Denver Nuggets,218.0,MAYBE,73,73,210.0,False,SKIPPED,Elite offense (avg ORtg: 116.2) | Above average pace (98.8) | Both teams neutral form
2025-10-29,Los Angeles Lakers @ Minnesota Timberwolves,223.5,NO,62,62,231.0,True,SKIPPED,Elite offense (avg ORtg: 119.2) | Above average pace (99.9) | Moderate buffer (14.9 pts above minimum)
2025-10-29,Memphis Grizzlies @ Phoenix Suns,217.0,NO,60,60,227.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Fast pace (101.2) | Both teams neutral form
2025-10-29,Memphis Grizzlies @ Phoenix Suns,217.0,NO,60,60,227.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Fast pace (101.2) | Both teams neutral form
2025-10-29,Los Angeles Lakers @ Minnesota Timberwolves,223.5,NO,62,62,231.0,True,SKIPPED,Elite offense (avg ORtg: 119.2) | Above average pace (99.9) | Moderate buffer (14.9 pts above minimum)
2025-10-29,New Orleans Pelicans @ Denver Nuggets,218.0,MAYBE,73,73,210.0,False,SKIPPED,Elite offense (avg ORtg: 116.2) | Above average pace (98.8) | Both teams neutral form
2025-10-29,Portland Trail Blazers @ Utah Jazz,217.5,MAYBE,75,75,270.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.3) | Fast pace (102.0) | Both teams hot (WARM/HOT)
2025-10-29,Indiana Pacers @ Dallas Mavericks,202.5,NO,45,45,212.0,True,SKIPPED,Fast pace (102.4) | Good buffer (15.1 pts above minimum) | Both teams rested (3+ days)
2025-10-29,Sacramento Kings @ Chicago Bulls,219.0,NO,68,68,239.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Fast pace (102.0) | Both teams neutral form
2025-10-29,Houston Rockets @ Toronto Raptors,227.0,YES,85,85,260.0,True,WIN,Elite offense (avg ORtg: 119.8) | Above average pace (99.8) | Both teams hot (HOT/HOT)
2025-10-29,Cleveland Cavaliers @ Boston Celtics,218.0,MAYBE,74,74,230.0,True,SKIPPED,Elite offense (avg ORtg: 117.0) | Above average pace (99.5) | Boston Celtics hot (HOT)
2025-10-29,Indiana Pacers @ Dallas Mavericks,202.5,NO,45,45,212.0,True,SKIPPED,Fast pace (102.4) | Good buffer (15.1 pts above minimum) | Both teams rested (3+ days)
2025-10-29,Sacramento Kings @ Chicago Bulls,219.0,NO,68,68,239.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Fast pace (102.0) | Both teams neutral form
