date,game,minimum,prediction,confidence,score,actual_total,went_over,result,reasoning
2025-11-24,Portland Trail Blazers @ Milwaukee Bucks,221.0,NO,69,69,218.0,False,SKIPPED,Strong offense (avg ORtg: 115.7) | Fast pace (101.0) | Portland Trail Blazers hot (WARM)
2025-11-24,Chicago Bulls @ New Orleans Pelicans,217.0,NO,52,52,273.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.4) | Fast pace (101.2) | Moderate buffer (14.9 pts above minimum)
2025-11-24,Houston Rockets @ Phoenix Suns,224.5,NO,62,62,206.0,False,SKIPPED,Elite offense (avg ORtg: 120.8) | Average pace (97.8) | Houston Rockets hot (WARM)
2025-11-24,Detroit Pistons @ Indiana Pacers,215.0,NO,63,63,239.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.8) | Fast pace (101.0) | Both teams neutral form
2025-11-24,New York Knicks @ Brooklyn Nets,214.5,MAYBE,72,72,213.0,False,SKIPPED,Elite offense (avg ORtg: 116.3) | Above average pace (98.6) | Brooklyn Nets hot (WARM)
2025-11-24,Denver Nuggets @ Memphis Grizzlies,221.0,YES,87,87,240.0,True,WIN,Elite offense (avg ORtg: 117.8) | Fast pace (100.0) | Memphis Grizzlies hot (WARM)
2025-11-24,Cleveland Cavaliers @ Toronto Raptors,224.0,MAYBE,77,77,209.0,False,SKIPPED,Elite offense (avg ORtg: 118.0) | Fast pace (101.1) | Toronto Raptors hot (HOT)
2025-11-24,Utah Jazz @ Golden State Warriors,219.0,NO,69,69,251.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Fast pace (101.2) | Utah Jazz hot (WARM)
2025-11-24,Utah Jazz @ Golden State Warriors,219.0,NO,69,69,251.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Fast pace (101.2) | Utah Jazz hot (WARM)
2025-11-24,Houston Rockets @ Phoenix Suns,224.5,NO,62,62,206.0,False,SKIPPED,Elite offense (avg ORtg: 120.8) | Average pace (97.8) | Houston Rockets hot (WARM)
2025-11-24,Chicago Bulls @ New Orleans Pelicans,217.0,NO,52,52,273.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.4) | Fast pace (101.2) | Moderate buffer (14.9 pts above minimum)
2025-11-24,Portland Trail Blazers @ Milwaukee Bucks,221.0,NO,69,69,218.0,False,SKIPPED,Strong offense (avg ORtg: 115.7) | Fast pace (101.0) | Portland Trail Blazers hot (WARM)
2025-11-24,Denver Nuggets @ Memphis Grizzlies,221.0,YES,87,87,240.0,True,WIN,Elite offense (avg ORtg: 117.8) | Fast pace (100.0) | Memphis Grizzlies hot (WARM)
2025-11-24,Dallas Mavericks @ Miami Heat,218.5,NO,37,37,208.0,False,SKIPPED,Fast pace (103.9) | Moderate buffer (14.9 pts above minimum) | Miami Heat on back-to-back
2025-11-24,New York Knicks @ Brooklyn Nets,214.5,MAYBE,72,72,213.0,False,SKIPPED,Elite offense (avg ORtg: 116.3) | Above average pace (98.6) | Brooklyn Nets hot (WARM)
2025-11-24,Detroit Pistons @ Indiana Pacers,215.0,NO,63,63,239.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.8) | Fast pace (101.0) | Both teams neutral form
2025-11-24,Minnesota Timberwolves @ Sacramento Kings,217.0,MAYBE,74,74,229.0,True,SKIPPED,Strong offense (avg ORtg: 114.0) | Fast pace (101.2) | Sacramento Kings hot (WARM)
2025-11-24,Minnesota Timberwolves @ Sacramento Kings,217.0,MAYBE,74,74,229.0,True,SKIPPED,Strong offense (avg ORtg: 114.0) | Fast pace (101.2) | Sacramento Kings hot (WARM)
2025-11-03,Miami Heat @ Los Angeles Clippers,220.5,NO,60,60,239.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Fast pace (101.1) | Good buffer (15.2 pts above minimum)
2025-11-03,Sacramento Kings @ Denver Nuggets,221.0,YES,87,87,254.0,True,WIN,Elite offense (avg ORtg: 117.1) | Fast pace (100.3) | Sacramento Kings hot (WARM)
2025-11-03,Detroit Pistons @ Memphis Grizzlies,217.0,NO,69,69,220.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (100.8) | Memphis Grizzlies hot (WARM)
2025-11-03,Dallas Mavericks @ Houston Rockets,217.0,NO,64,64,212.0,False,SKIPPED,Strong offense (avg ORtg: 114.8) | Above average pace (99.3) | Houston Rockets hot (WARM)
2025-11-03,Washington Wizards @ New York Knicks,218.0,NO,68,68,221.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Fast pace (101.0) | Both teams neutral form
2025-11-03,Utah Jazz @ Boston Celtics,217.5,YES,80,80,208.0,False,LOSS,Elite offense (avg ORtg: 116.8) | Above average pace (98.8) | Both teams hot (WARM/HOT)
2025-11-03,Milwaukee Bucks @ Indiana Pacers,212.0,NO,53,53,232.0,True,SKIPPED,Fast pace (100.8) | Both teams neutral form | Good buffer (15.0 pts above minimum)
2025-11-03,Miami Heat @ Los Angeles Clippers,220.5,NO,60,60,239.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Fast pace (101.1) | Good buffer (15.2 pts above minimum)
2025-11-03,Los Angeles Lakers @ Portland Trail Blazers,221.5,YES,82,82,238.0,True,WIN,Elite offense (avg ORtg: 116.7) | Fast pace (101.2) | Portland Trail Blazers hot (WARM)
2025-11-03,Sacramento Kings @ Denver Nuggets,221.0,YES,87,87,254.0,True,WIN,Elite offense (avg ORtg: 117.1) | Fast pace (100.3) | Sacramento Kings hot (WARM)
2025-11-03,Detroit Pistons @ Memphis Grizzlies,217.0,NO,69,69,220.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (100.8) | Memphis Grizzlies hot (WARM)
2025-11-03,Washington Wizards @ New York Knicks,218.0,NO,68,68,221.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Fast pace (101.0) | Both teams neutral form
2025-11-03,Utah Jazz @ Boston Celtics,217.5,YES,80,80,208.0,False,LOSS,Elite offense (avg ORtg: 116.8) | Above average pace (98.8) | Both teams hot (WARM/HOT)
2025-11-03,Milwaukee Bucks @ Indiana Pacers,212.0,NO,53,53,232.0,True,SKIPPED,Fast pace (100.8) | Both teams neutral form | Good buffer (15.0 pts above minimum)
2025-11-03,Minnesota Timberwolves @ Brooklyn Nets,214.0,NO,59,59,234.0,True,SKIPPED,Strong offense (avg ORtg: 115.0) | Above average pace (99.1) | Brooklyn Nets hot (WARM)
2025-11-03,Dallas Mavericks @ Houston Rockets,217.0,NO,64,64,212.0,False,SKIPPED,Strong offense (avg ORtg: 114.8) | Above average pace (99.3) | Houston Rockets hot (WARM)
2025-11-03,Los Angeles Lakers @ Portland Trail Blazers,221.5,YES,82,82,238.0,True,WIN,Elite offense (avg ORtg: 116.7) | Fast pace (101.2) | Portland Trail Blazers hot (WARM)
2025-11-03,Minnesota Timberwolves @ Brooklyn Nets,214.0,NO,59,59,234.0,True,SKIPPED,Strong offense (avg ORtg: 115.0) | Above average pace (99.1) | Brooklyn Nets hot (WARM)
2025-10-27,Portland Trail Blazers @ Los Angeles Lakers,221.5,MAYBE,77,77,230.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Fast pace (101.2) | Portland Trail Blazers hot (WARM)
2025-10-27,Memphis Grizzlies @ Golden State Warriors,213.0,NO,67,67,249.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.8) | Fast pace (100.8) | Memphis Grizzlies hot (WARM)
2025-10-27,Atlanta Hawks @ Chicago Bulls,223.5,YES,87,87,251.0,True,WIN,Elite offense (avg ORtg: 116.1) | Fast pace (102.2) | Atlanta Hawks hot (HOT)
2025-10-27,Brooklyn Nets @ Houston Rockets,216.5,MAYBE,73,73,246.0,True,SKIPPED,Elite offense (avg ORtg: 118.1) | Average pace (97.0) | Both teams hot (WARM/WARM)
2025-10-27,Portland Trail Blazers @ Los Angeles Lakers,221.5,MAYBE,77,77,230.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Fast pace (101.2) | Portland Trail Blazers hot (WARM)
2025-10-27,Memphis Grizzlies @ Golden State Warriors,213.0,NO,67,67,249.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.8) | Fast pace (100.8) | Memphis Grizzlies hot (WARM)
2025-10-27,Denver Nuggets @ Minnesota Timberwolves,228.5,NO,65,65,241.0,True,SKIPPED,Elite offense (avg ORtg: 121.2) | Above average pace (99.8) | Both teams neutral form
2025-10-27,Phoenix Suns @ Utah Jazz,220.0,MAYBE,77,77,272.0,True,SKIPPED,Strong offense (avg ORtg: 115.7) | Fast pace (100.4) | Utah Jazz hot (WARM)
2025-10-27,Boston Celtics @ New Orleans Pelicans,210.0,NO,55,55,212.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Average pace (97.5) | Boston Celtics hot (HOT)
2025-10-27,Oklahoma City Thunder @ Dallas Mavericks,217.0,NO,50,50,195.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.0) | Fast pace (100.8) | Good buffer (15.1 pts above minimum)
2025-10-27,Phoenix Suns @ Utah Jazz,220.0,MAYBE,77,77,272.0,True,SKIPPED,Strong offense (avg ORtg: 115.7) | Fast pace (100.4) | Utah Jazz hot (WARM)
2025-10-27,Denver Nuggets @ Minnesota Timberwolves,228.5,NO,65,65,241.0,True,SKIPPED,Elite offense (avg ORtg: 121.2) | Above average pace (99.8) | Both teams neutral form
2025-10-27,Toronto Raptors @ San Antonio Spurs,223.5,MAYBE,77,77,224.0,True,SKIPPED,Elite offense (avg ORtg: 118.9) | Fast pace (100.0) | Toronto Raptors hot (HOT)
2025-10-27,Oklahoma City Thunder @ Dallas Mavericks,217.0,NO,50,50,195.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.0) | Fast pace (100.8) | Good buffer (15.1 pts above minimum)
2025-10-27,Orlando Magic @ Philadelphia 76ers,221.5,MAYBE,77,77,260.0,True,SKIPPED,Elite offense (avg ORtg: 117.5) | Above average pace (99.8) | Orlando Magic hot (WARM)
2025-10-27,Cleveland Cavaliers @ Detroit Pistons,223.5,MAYBE,70,70,211.0,False,SKIPPED,Elite offense (avg ORtg: 117.3) | Fast pace (101.0) | Both teams neutral form
2025-10-27,Cleveland Cavaliers @ Detroit Pistons,223.5,MAYBE,70,70,211.0,False,SKIPPED,Elite offense (avg ORtg: 117.3) | Fast pace (101.0) | Both teams neutral form
2025-10-27,Orlando Magic @ Philadelphia 76ers,221.5,MAYBE,77,77,260.0,True,SKIPPED,Elite offense (avg ORtg: 117.5) | Above average pace (99.8) | Orlando Magic hot (WARM)
2025-10-27,Brooklyn Nets @ Houston Rockets,216.5,MAYBE,73,73,246.0,True,SKIPPED,Elite offense (avg ORtg: 118.1) | Average pace (97.0) | Both teams hot (WARM/WARM)
2025-10-27,Toronto Raptors @ San Antonio Spurs,223.5,MAYBE,77,77,224.0,True,SKIPPED,Elite offense (avg ORtg: 118.9) | Fast pace (100.0) | Toronto Raptors hot (HOT)
2025-10-27,Boston Celtics @ New Orleans Pelicans,210.0,NO,55,55,212.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Average pace (97.5) | Boston Celtics hot (HOT)
2025-10-27,Atlanta Hawks @ Chicago Bulls,223.5,YES,87,87,251.0,True,WIN,Elite offense (avg ORtg: 116.1) | Fast pace (102.2) | Atlanta Hawks hot (HOT)
2025-11-01,Golden State Warriors @ Indiana Pacers,211.5,NO,45,45,223.0,True,SKIPPED,Fast pace (101.0) | Both teams neutral form | Moderate buffer (14.8 pts above minimum)
2025-11-01,Orlando Magic @ Washington Wizards,216.0,NO,67,67,219.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.4) | Fast pace (101.0) | Orlando Magic hot (WARM)
2025-11-01,Houston Rockets @ Boston Celtics,222.0,MAYBE,70,70,229.0,True,SKIPPED,Elite offense (avg ORtg: 121.8) | Average pace (96.2) | Both teams hot (WARM/HOT)
2025-11-01,Minnesota Timberwolves @ Charlotte Hornets,221.0,MAYBE,74,74,227.0,True,SKIPPED,Elite offense (avg ORtg: 117.2) | Above average pace (100.0) | Charlotte Hornets hot (HOT)
2025-11-01,Sacramento Kings @ Milwaukee Bucks,214.0,NO,64,64,268.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Fast pace (100.8) | Sacramento Kings hot (WARM)
2025-11-01,Orlando Magic @ Washington Wizards,216.0,NO,67,67,219.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.4) | Fast pace (101.0) | Orlando Magic hot (WARM)
2025-11-01,Dallas Mavericks @ Detroit Pistons,214.0,NO,45,45,232.0,True,SKIPPED,Fast pace (101.4) | Good buffer (15.1 pts above minimum) | Both teams rested (3+ days)
2025-11-01,Golden State Warriors @ Indiana Pacers,211.5,NO,45,45,223.0,True,SKIPPED,Fast pace (101.0) | Both teams neutral form | Moderate buffer (14.8 pts above minimum)
2025-11-01,Dallas Mavericks @ Detroit Pistons,214.0,NO,45,45,232.0,True,SKIPPED,Fast pace (101.4) | Good buffer (15.1 pts above minimum) | Both teams rested (3+ days)
2025-11-01,Minnesota Timberwolves @ Charlotte Hornets,221.0,MAYBE,74,74,227.0,True,SKIPPED,Elite offense (avg ORtg: 117.2) | Above average pace (100.0) | Charlotte Hornets hot (HOT)
2025-11-01,Houston Rockets @ Boston Celtics,222.0,MAYBE,70,70,229.0,True,SKIPPED,Elite offense (avg ORtg: 121.8) | Average pace (96.2) | Both teams hot (WARM/HOT)
2025-11-01,Sacramento Kings @ Milwaukee Bucks,214.0,NO,64,64,268.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Fast pace (100.8) | Sacramento Kings hot (WARM)
2025-11-15,Toronto Raptors @ Indiana Pacers,216.0,NO,64,64,240.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Fast pace (101.2) | Toronto Raptors hot (HOT)
2025-11-15,Memphis Grizzlies @ Cleveland Cavaliers,216.0,NO,67,67,208.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Fast pace (101.2) | Memphis Grizzlies hot (WARM)
2025-11-15,Memphis Grizzlies @ Cleveland Cavaliers,216.0,NO,67,67,208.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Fast pace (101.2) | Memphis Grizzlies hot (WARM)
2025-11-15,Oklahoma City Thunder @ Charlotte Hornets,224.0,NO,69,69,205.0,False,SKIPPED,Elite offense (avg ORtg: 118.6) | Above average pace (99.2) | Charlotte Hornets hot (HOT)
2025-11-15,Denver Nuggets @ Minnesota Timberwolves,228.5,NO,65,65,235.0,True,SKIPPED,Elite offense (avg ORtg: 121.2) | Above average pace (99.8) | Both teams neutral form
2025-11-15,Los Angeles Lakers @ Milwaukee Bucks,219.0,NO,62,62,214.0,False,SKIPPED,Elite offense (avg ORtg: 116.1) | Fast pace (100.1) | Moderate buffer (14.8 pts above minimum)
2025-11-15,Denver Nuggets @ Minnesota Timberwolves,228.5,NO,65,65,235.0,True,SKIPPED,Elite offense (avg ORtg: 121.2) | Above average pace (99.8) | Both teams neutral form
2025-11-15,Los Angeles Lakers @ Milwaukee Bucks,219.0,NO,62,62,214.0,False,SKIPPED,Elite offense (avg ORtg: 116.1) | Fast pace (100.1) | Moderate buffer (14.8 pts above minimum)
2025-11-15,Toronto Raptors @ Indiana Pacers,216.0,NO,64,64,240.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Fast pace (101.2) | Toronto Raptors hot (HOT)
2025-11-15,Oklahoma City Thunder @ Charlotte Hornets,224.0,NO,69,69,205.0,False,SKIPPED,Elite offense (avg ORtg: 118.6) | Above average pace (99.2) | Charlotte Hornets hot (HOT)
2025-11-22,Detroit Pistons @ Milwaukee Bucks,221.0,YES,83,83,245.0,True,WIN,Elite offense (avg ORtg: 116.7) | Fast pace (100.3) | Both teams neutral form
2025-11-22,Washington Wizards @ Chicago Bulls,219.0,NO,53,53,241.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Fast pace (102.8) | Both teams neutral form
2025-11-22,Sacramento Kings @ Denver Nuggets,221.0,YES,82,82,251.0,True,WIN,Elite offense (avg ORtg: 117.1) | Fast pace (100.3) | Sacramento Kings hot (WARM)
2025-11-22,New York Knicks @ Orlando Magic,223.5,MAYBE,77,77,254.0,True,SKIPPED,Elite offense (avg ORtg: 119.2) | Above average pace (99.8) | Orlando Magic hot (WARM)
2025-11-22,Los Angeles Clippers @ Charlotte Hornets,213.0,NO,60,60,247.0,True,SKIPPED,Strong offense (avg ORtg: 115.4) | Average pace (97.9) | Charlotte Hornets hot (HOT)
2025-11-22,Atlanta Hawks @ New Orleans Pelicans,213.0,NO,59,59,213.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.6) | Fast pace (100.0) | Atlanta Hawks hot (HOT)
2025-11-22,Memphis Grizzlies @ Dallas Mavericks,207.0,NO,49,49,198.0,False,SKIPPED,Fast pace (101.7) | Memphis Grizzlies hot (WARM) | Moderate buffer (14.8 pts above minimum)
2025-11-22,Atlanta Hawks @ New Orleans Pelicans,213.0,NO,59,59,213.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.6) | Fast pace (100.0) | Atlanta Hawks hot (HOT)
2025-11-22,New York Knicks @ Orlando Magic,223.5,MAYBE,77,77,254.0,True,SKIPPED,Elite offense (avg ORtg: 119.2) | Above average pace (99.8) | Orlando Magic hot (WARM)
2025-11-22,Los Angeles Clippers @ Charlotte Hornets,213.0,NO,60,60,247.0,True,SKIPPED,Strong offense (avg ORtg: 115.4) | Average pace (97.9) | Charlotte Hornets hot (HOT)
2025-11-22,Detroit Pistons @ Milwaukee Bucks,221.0,YES,83,83,245.0,True,WIN,Elite offense (avg ORtg: 116.7) | Fast pace (100.3) | Both teams neutral form
2025-11-22,Memphis Grizzlies @ Dallas Mavericks,207.0,NO,49,49,198.0,False,SKIPPED,Fast pace (101.7) | Memphis Grizzlies hot (WARM) | Moderate buffer (14.8 pts above minimum)
2025-11-22,Sacramento Kings @ Denver Nuggets,221.0,YES,82,82,251.0,True,WIN,Elite offense (avg ORtg: 117.1) | Fast pace (100.3) | Sacramento Kings hot (WARM)
2025-11-22,Washington Wizards @ Chicago Bulls,219.0,NO,53,53,241.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Fast pace (102.8) | Both teams neutral form
2025-11-08,Portland Trail Blazers @ Miami Heat,228.0,YES,82,82,267.0,True,WIN,Elite offense (avg ORtg: 116.5) | Fast pace (103.8) | Portland Trail Blazers hot (WARM)
2025-11-08,Phoenix Suns @ Los Angeles Clippers,214.0,NO,45,45,217.0,True,SKIPPED,Strong offense (avg ORtg: 115.9) | Average pace (97.8) | Moderate buffer (14.9 pts above minimum)
2025-11-08,Indiana Pacers @ Denver Nuggets,219.5,NO,65,65,217.0,False,SKIPPED,Strong offense (avg ORtg: 115.9) | Fast pace (100.2) | Both teams neutral form
2025-11-08,New Orleans Pelicans @ San Antonio Spurs,214.0,NO,47,47,245.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Above average pace (99.2) | Moderate buffer (14.9 pts above minimum)
2025-11-08,Portland Trail Blazers @ Miami Heat,228.0,YES,82,82,267.0,True,WIN,Elite offense (avg ORtg: 116.5) | Fast pace (103.8) | Portland Trail Blazers hot (WARM)
2025-11-08,Chicago Bulls @ Cleveland Cavaliers,225.0,MAYBE,73,73,250.0,True,SKIPPED,Elite offense (avg ORtg: 116.2) | Fast pace (102.4) | Both teams neutral form
2025-11-08,Los Angeles Lakers @ Atlanta Hawks,219.5,YES,82,82,224.0,True,WIN,Elite offense (avg ORtg: 116.7) | Fast pace (100.6) | Atlanta Hawks hot (HOT)
2025-11-08,Toronto Raptors @ Philadelphia 76ers,223.5,YES,82,82,250.0,True,WIN,Elite offense (avg ORtg: 118.3) | Fast pace (100.2) | Toronto Raptors hot (HOT)
2025-11-08,Chicago Bulls @ Cleveland Cavaliers,225.0,MAYBE,73,73,250.0,True,SKIPPED,Elite offense (avg ORtg: 116.2) | Fast pace (102.4) | Both teams neutral form
2025-11-08,Dallas Mavericks @ Washington Wizards,207.5,NO,32,32,216.0,True,SKIPPED,Fast pace (102.2) | Moderate buffer (14.9 pts above minimum)
2025-11-08,Dallas Mavericks @ Washington Wizards,207.5,NO,32,32,216.0,True,SKIPPED,Fast pace (102.2) | Moderate buffer (14.9 pts above minimum)
2025-11-08,Toronto Raptors @ Philadelphia 76ers,223.5,YES,82,82,250.0,True,WIN,Elite offense (avg ORtg: 118.3) | Fast pace (100.2) | Toronto Raptors hot (HOT)
2025-11-08,Los Angeles Lakers @ Atlanta Hawks,219.5,YES,82,82,224.0,True,WIN,Elite offense (avg ORtg: 116.7) | Fast pace (100.6) | Atlanta Hawks hot (HOT)
2025-11-08,Phoenix Suns @ Los Angeles Clippers,214.0,NO,45,45,217.0,True,SKIPPED,Strong offense (avg ORtg: 115.9) | Average pace (97.8) | Moderate buffer (14.9 pts above minimum)
2025-11-08,Indiana Pacers @ Denver Nuggets,219.5,NO,65,65,217.0,False,SKIPPED,Strong offense (avg ORtg: 115.9) | Fast pace (100.2) | Both teams neutral form
2025-11-08,New Orleans Pelicans @ San Antonio Spurs,214.0,NO,47,47,245.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Above average pace (99.2) | Moderate buffer (14.9 pts above minimum)
2025-10-25,Charlotte Hornets @ Philadelphia 76ers,219.5,MAYBE,77,77,246.0,True,SKIPPED,Elite offense (avg ORtg: 116.8) | Above average pace (99.5) | Charlotte Hornets hot (HOT)
2025-10-25,Oklahoma City Thunder @ Atlanta Hawks,225.0,MAYBE,79,79,217.0,False,SKIPPED,Elite offense (avg ORtg: 118.5) | Fast pace (100.2) | Atlanta Hawks hot (HOT)
2025-10-25,Indiana Pacers @ Memphis Grizzlies,208.0,NO,49,49,231.0,True,SKIPPED,Fast pace (101.2) | Memphis Grizzlies hot (WARM) | Moderate buffer (14.8 pts above minimum)
2025-10-25,Charlotte Hornets @ Philadelphia 76ers,219.5,MAYBE,77,77,246.0,True,SKIPPED,Elite offense (avg ORtg: 116.8) | Above average pace (99.5) | Charlotte Hornets hot (HOT)
2025-10-25,Indiana Pacers @ Memphis Grizzlies,208.0,NO,49,49,231.0,True,SKIPPED,Fast pace (101.2) | Memphis Grizzlies hot (WARM) | Moderate buffer (14.8 pts above minimum)
2025-10-25,Phoenix Suns @ Denver Nuggets,226.0,NO,65,65,244.0,True,SKIPPED,Elite offense (avg ORtg: 120.8) | Above average pace (99.0) | Both teams neutral form
2025-10-25,Chicago Bulls @ Orlando Magic,224.5,YES,82,82,208.0,False,LOSS,Elite offense (avg ORtg: 116.8) | Fast pace (101.6) | Orlando Magic hot (WARM)
2025-10-25,Phoenix Suns @ Denver Nuggets,226.0,NO,65,65,244.0,True,SKIPPED,Elite offense (avg ORtg: 120.8) | Above average pace (99.0) | Both teams neutral form
2025-10-25,Oklahoma City Thunder @ Atlanta Hawks,225.0,MAYBE,79,79,217.0,False,SKIPPED,Elite offense (avg ORtg: 118.5) | Fast pace (100.2) | Atlanta Hawks hot (HOT)
2025-10-25,Chicago Bulls @ Orlando Magic,224.5,YES,82,82,208.0,False,LOSS,Elite offense (avg ORtg: 116.8) | Fast pace (101.6) | Orlando Magic hot (WARM)
2025-11-16,Atlanta Hawks @ Phoenix Suns,219.5,YES,84,84,246.0,True,WIN,Elite offense (avg ORtg: 116.8) | Fast pace (100.0) | Atlanta Hawks hot (HOT)
2025-11-16,Sacramento Kings @ San Antonio Spurs,215.5,MAYBE,77,77,233.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Fast pace (100.4) | Sacramento Kings hot (WARM)
2025-11-16,Los Angeles Clippers @ Boston Celtics,211.5,NO,67,67,239.0,True,SKIPPED,Elite offense (avg ORtg: 117.0) | Average pace (96.2) | Boston Celtics hot (HOT)
2025-11-16,Sacramento Kings @ San Antonio Spurs,215.5,MAYBE,77,77,233.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Fast pace (100.4) | Sacramento Kings hot (WARM)
2025-11-16,Los Angeles Clippers @ Boston Celtics,211.5,NO,67,67,239.0,True,SKIPPED,Elite offense (avg ORtg: 117.0) | Average pace (96.2) | Boston Celtics hot (HOT)
2025-11-16,Orlando Magic @ Houston Rockets,225.5,YES,85,85,230.0,True,WIN,Elite offense (avg ORtg: 121.0) | Above average pace (98.1) | Both teams hot (WARM/WARM)
2025-11-16,Golden State Warriors @ New Orleans Pelicans,211.5,NO,42,42,230.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.7) | Above average pace (99.8) | Moderate buffer (14.9 pts above minimum)
2025-11-16,Portland Trail Blazers @ Dallas Mavericks,214.0,NO,54,54,271.0,True,SKIPPED,Fast pace (102.2) | Portland Trail Blazers hot (WARM) | Moderate buffer (14.8 pts above minimum)
2025-11-16,Atlanta Hawks @ Phoenix Suns,219.5,YES,84,84,246.0,True,WIN,Elite offense (avg ORtg: 116.8) | Fast pace (100.0) | Atlanta Hawks hot (HOT)
2025-11-16,Brooklyn Nets @ Washington Wizards,207.0,NO,47,47,235.0,True,SKIPPED,Above average pace (99.8) | Brooklyn Nets hot (WARM) | Good buffer (15.1 pts above minimum)
2025-11-16,Chicago Bulls @ Utah Jazz,224.5,MAYBE,74,74,297.0,True,SKIPPED,Strong offense (avg ORtg: 115.0) | Fast pace (102.6) | Utah Jazz hot (WARM)
2025-11-16,Portland Trail Blazers @ Dallas Mavericks,214.0,NO,54,54,271.0,True,SKIPPED,Fast pace (102.2) | Portland Trail Blazers hot (WARM) | Moderate buffer (14.8 pts above minimum)
2025-11-16,Golden State Warriors @ New Orleans Pelicans,211.5,NO,42,42,230.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.7) | Above average pace (99.8) | Moderate buffer (14.9 pts above minimum)
2025-11-16,Orlando Magic @ Houston Rockets,225.5,YES,85,85,230.0,True,WIN,Elite offense (avg ORtg: 121.0) | Above average pace (98.1) | Both teams hot (WARM/WARM)
2025-11-16,Brooklyn Nets @ Washington Wizards,207.0,NO,47,47,235.0,True,SKIPPED,Above average pace (99.8) | Brooklyn Nets hot (WARM) | Good buffer (15.1 pts above minimum)
2025-11-16,Chicago Bulls @ Utah Jazz,224.5,MAYBE,74,74,297.0,True,SKIPPED,Strong offense (avg ORtg: 115.0) | Fast pace (102.6) | Utah Jazz hot (WARM)
2025-11-02,Utah Jazz @ Charlotte Hornets,219.5,MAYBE,77,77,229.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (100.5) | Both teams hot (WARM/HOT)
2025-11-02,New Orleans Pelicans @ Oklahoma City Thunder,218.0,NO,55,55,243.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Above average pace (99.2) | Good buffer (15.2 pts above minimum)
2025-11-02,Philadelphia 76ers @ Brooklyn Nets,212.5,NO,67,67,234.0,True,SKIPPED,Strong offense (avg ORtg: 114.6) | Above average pace (98.6) | Brooklyn Nets hot (WARM)
2025-11-02,Utah Jazz @ Charlotte Hornets,219.5,MAYBE,77,77,229.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (100.5) | Both teams hot (WARM/HOT)
2025-11-02,Atlanta Hawks @ Cleveland Cavaliers,221.0,YES,87,87,226.0,True,WIN,Elite offense (avg ORtg: 116.3) | Fast pace (101.2) | Atlanta Hawks hot (HOT)
2025-11-02,Memphis Grizzlies @ Toronto Raptors,217.5,YES,85,85,221.0,True,WIN,Strong offense (avg ORtg: 115.3) | Fast pace (100.9) | Both teams hot (WARM/HOT)
2025-11-02,New Orleans Pelicans @ Oklahoma City Thunder,218.0,NO,55,55,243.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Above average pace (99.2) | Good buffer (15.2 pts above minimum)
2025-11-02,Chicago Bulls @ New York Knicks,226.5,YES,83,83,244.0,True,WIN,Elite offense (avg ORtg: 118.3) | Fast pace (101.6) | Both teams neutral form
