away_team,home_team,game,minimum_line,away_expected,home_expected,total_expected,game_tempo,simulations,hits,mc_probability,avg_simulated_total,std_simulated_total,percentile_5,percentile_10,percentile_25,percentile_75,percentile_90,percentile_95,mc_decision,confidence_level,flag_count,floor_safe,risk_flags,away_ortg,away_drtg,home_ortg,home_drtg,flags,away_injuries,home_injuries,actual_total,hit,estimated_vegas
Detroit Pistons,Indiana Pacers,Detroit Pistons @ Indiana Pacers,210.1,141.5,122.2,263.7,100.9,1000,1000,100.0,261.3,16.8,232.7,238.5,250.0,272.8,282.5,289.1,MAYBE,FLAG_CAUTION,1,True,['⚡ Good D vs bad O matchup'],118.2,111.3,107.5,119.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],239.0,True,230.1
Denver Nuggets,Memphis Grizzlies,Denver Nuggets @ Memphis Grizzlies,216.1,143.0,128.7,271.7,100.0,1000,996,99.6,268.5,17.0,239.9,246.9,257.1,280.4,289.9,295.0,STRONG_YES,ELITE_CLEAN,0,True,[],124.3,114.3,111.2,115.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],240.0,True,236.1
Portland Trail Blazers,Milwaukee Bucks,Portland Trail Blazers @ Milwaukee Bucks,215.8,137.2,138.8,276.0,100.9,1000,997,99.7,271.6,18.5,240.6,247.0,259.5,285.7,295.0,300.1,MAYBE,FLAG_CAUTION,1,True,['🎲 Milwaukee Bucks high variance (±12.8)'],116.2,118.2,115.1,117.9,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],218.0,True,235.8
Chicago Bulls,New Orleans Pelicans,Chicago Bulls @ New Orleans Pelicans,211.89999999999998,142.2,134.5,276.7,101.0,1000,999,99.9,272.7,17.9,242.0,249.3,260.9,286.2,295.1,300.1,MAYBE,FLAG_CAUTION,1,True,['🎲 New Orleans Pelicans high variance (±13.0)'],115.9,118.7,110.9,122.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],273.0,True,231.89999999999998
Houston Rockets,Phoenix Suns,Houston Rockets @ Phoenix Suns,219.39999999999998,137.7,131.7,269.5,98.2,1000,997,99.7,266.8,18.0,237.7,243.7,254.0,279.1,291.2,297.0,MAYBE,FLAG_CAUTION,1,True,['🐢 Houston Rockets slow pace (96.4)'],124.2,112.9,117.4,113.7,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],206.0,False,239.39999999999998
Utah Jazz,Golden State Warriors,Utah Jazz @ Golden State Warriors,213.89999999999998,129.8,141.6,271.4,101.0,1000,996,99.6,267.0,20.7,231.2,238.9,252.9,281.3,295.1,300.9,MAYBE,FLAG_CAUTION,1,True,['🎲 Utah Jazz high variance (±17.1)'],114.0,121.2,114.5,113.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],251.0,True,233.89999999999998
Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves @ Sacramento Kings,211.89999999999998,143.3,126.7,270.0,101.0,1000,996,99.6,265.4,17.0,236.6,243.4,254.0,278.0,287.2,292.1,STRONG_YES,ELITE_CLEAN,0,True,[],118.1,112.8,109.9,121.0,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],229.0,True,231.89999999999998
New York Knicks,Brooklyn Nets,New York Knicks @ Brooklyn Nets,209.5,145.6,129.5,275.1,98.9,1000,997,99.7,271.1,16.4,242.0,250.3,261.0,282.8,291.2,295.3,MAYBE,FLAG_CAUTION,1,True,['🐢 Brooklyn Nets slow pace (97.5)'],120.7,115.5,112.0,122.8,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],213.0,True,229.5
Utah Jazz,Golden State Warriors,Utah Jazz @ Golden State Warriors,213.89999999999998,129.8,141.6,271.4,101.0,1000,996,99.6,267.2,20.6,231.7,240.1,252.9,283.0,293.9,300.2,MAYBE,FLAG_CAUTION,1,True,['🎲 Utah Jazz high variance (±17.1)'],114.0,121.2,114.5,113.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],251.0,True,233.89999999999998
Houston Rockets,Phoenix Suns,Houston Rockets @ Phoenix Suns,219.39999999999998,137.7,131.7,269.5,98.2,1000,995,99.5,267.2,18.0,236.9,243.4,255.6,280.3,289.8,295.2,MAYBE,FLAG_CAUTION,1,True,['🐢 Houston Rockets slow pace (96.4)'],124.2,112.9,117.4,113.7,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],206.0,False,239.39999999999998
Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers @ Toronto Raptors,219.2,131.3,137.2,268.5,100.9,1000,987,98.7,265.7,18.9,233.9,241.4,253.9,278.2,289.9,294.7,MAYBE,FLAG_CAUTION,1,True,['🎲 Cleveland Cavaliers high variance (±12.8)'],116.5,112.6,119.4,112.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],209.0,False,239.2
Detroit Pistons,Indiana Pacers,Detroit Pistons @ Indiana Pacers,210.1,141.5,122.2,263.7,100.9,1000,994,99.4,260.0,18.7,225.8,235.7,248.3,273.6,283.6,289.8,MAYBE,FLAG_CAUTION,1,True,['⚡ Good D vs bad O matchup'],118.2,111.3,107.5,119.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],239.0,True,230.1
Portland Trail Blazers,Milwaukee Bucks,Portland Trail Blazers @ Milwaukee Bucks,215.8,137.2,138.8,276.0,100.9,1000,998,99.8,273.4,17.9,242.3,249.7,261.1,286.5,296.9,301.0,MAYBE,FLAG_CAUTION,1,True,['🎲 Milwaukee Bucks high variance (±12.8)'],116.2,118.2,115.1,117.9,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],218.0,True,235.8
Denver Nuggets,Memphis Grizzlies,Denver Nuggets @ Memphis Grizzlies,216.1,143.0,128.7,271.7,100.0,1000,999,99.9,268.5,17.2,239.1,246.3,257.3,280.3,290.2,297.0,STRONG_YES,ELITE_CLEAN,0,True,[],124.3,114.3,111.2,115.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],240.0,True,236.1
Dallas Mavericks,Miami Heat,Dallas Mavericks @ Miami Heat,213.4,119.7,135.3,255.1,103.2,1000,974,97.4,252.5,20.6,218.7,226.0,237.9,267.2,279.3,285.9,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 Dallas Mavericks high variance (±13.1)', '🎲 Miami Heat high variance (±13.3)']",105.3,111.1,116.7,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],208.0,False,233.4
Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves @ Sacramento Kings,211.89999999999998,143.3,126.7,270.0,101.0,1000,999,99.9,265.8,17.1,236.6,243.1,254.7,277.2,287.6,292.9,STRONG_YES,ELITE_CLEAN,0,True,[],118.1,112.8,109.9,121.0,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],229.0,True,231.89999999999998
Chicago Bulls,New Orleans Pelicans,Chicago Bulls @ New Orleans Pelicans,211.89999999999998,142.2,134.5,276.7,101.0,1000,999,99.9,273.1,18.5,240.8,248.3,261.3,286.3,296.3,301.0,MAYBE,FLAG_CAUTION,1,True,['🎲 New Orleans Pelicans high variance (±13.0)'],115.9,118.7,110.9,122.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],273.0,True,231.89999999999998
Dallas Mavericks,Miami Heat,Dallas Mavericks @ Miami Heat,213.4,119.7,135.3,255.1,103.2,1000,958,95.8,252.0,21.4,215.9,224.3,236.9,266.7,279.0,285.2,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 Dallas Mavericks high variance (±13.1)', '🎲 Miami Heat high variance (±13.3)']",105.3,111.1,116.7,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],208.0,False,233.4
New York Knicks,Brooklyn Nets,New York Knicks @ Brooklyn Nets,209.5,145.6,129.5,275.1,98.9,1000,999,99.9,271.1,17.2,240.2,247.9,260.0,284.2,291.7,295.4,MAYBE,FLAG_CAUTION,1,True,['🐢 Brooklyn Nets slow pace (97.5)'],120.7,115.5,112.0,122.8,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],213.0,True,229.5
Milwaukee Bucks,Indiana Pacers,Milwaukee Bucks @ Indiana Pacers,207.0,137.4,129.1,266.5,100.6,1000,995,99.5,264.1,18.8,232.8,240.4,251.0,278.0,287.7,293.6,MAYBE,FLAG_CAUTION,1,True,['🎲 Milwaukee Bucks high variance (±12.8)'],115.1,117.9,107.5,119.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],232.0,True,227.0
Miami Heat,Los Angeles Clippers,Miami Heat @ Los Angeles Clippers,215.7,140.2,129.8,270.0,100.9,1000,992,99.2,265.5,20.1,230.0,238.7,252.5,279.8,290.5,298.3,MAYBE,MULTI_FLAG_HIGH,3,True,"['🐢 Los Angeles Clippers slow pace (96.6)', '🎲 Miami Heat high variance (±13.3)', '🎲 Los Angeles Clippers high variance (±13.0)']",116.7,111.1,114.4,119.9,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],239.0,True,235.7
Los Angeles Lakers,Portland Trail Blazers,Los Angeles Lakers @ Portland Trail Blazers,216.6,138.8,135.7,274.5,101.0,1000,998,99.8,270.1,18.4,236.6,244.9,258.4,283.3,293.9,298.5,STRONG_YES,ELITE_CLEAN,0,True,[],117.1,114.4,116.2,118.2,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],238.0,True,236.6
Sacramento Kings,Denver Nuggets,Sacramento Kings @ Denver Nuggets,216.1,125.0,152.3,277.3,100.3,1000,1000,100.0,271.9,15.6,246.4,250.9,261.5,283.4,291.6,296.4,STRONG_YES,ELITE_CLEAN,0,True,[],109.9,121.0,124.3,114.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': False, 'injury_concern': False}",[],[],254.0,True,236.1
Detroit Pistons,Memphis Grizzlies,Detroit Pistons @ Memphis Grizzlies,211.89999999999998,136.8,126.1,262.9,100.7,1000,992,99.2,259.9,18.0,229.5,237.2,248.1,272.7,282.6,289.4,STRONG_YES,ELITE_CLEAN,0,True,[],118.2,111.3,111.2,115.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],220.0,True,231.89999999999998
Dallas Mavericks,Houston Rockets,Dallas Mavericks @ Houston Rockets,211.8,117.3,138.8,256.2,99.5,1000,987,98.7,252.9,19.6,219.6,226.4,239.5,266.0,277.6,283.9,MAYBE,MULTI_FLAG_HIGH,2,True,"['🐢 Houston Rockets slow pace (96.4)', '🎲 Dallas Mavericks high variance (±13.1)']",105.3,111.1,124.2,112.9,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],212.0,True,231.8
Washington Wizards,New York Knicks,Washington Wizards @ New York Knicks,213.2,125.9,153.2,279.1,100.8,1000,998,99.8,271.8,16.6,242.4,249.0,261.3,283.4,291.6,297.8,STRONG_YES,ELITE_CLEAN,0,True,[],109.0,124.7,120.7,115.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],221.0,True,233.2
Utah Jazz,Boston Celtics,Utah Jazz @ Boston Celtics,212.7,128.6,145.0,273.6,99.1,1000,994,99.4,269.4,20.9,230.7,240.8,256.2,285.5,295.7,302.2,MAYBE,MULTI_FLAG_HIGH,3,True,"['🐢 Boston Celtics slow pace (95.9)', '🎲 Utah Jazz high variance (±17.1)', '🎲 Boston Celtics high variance (±12.3)']",114.0,121.2,119.5,114.7,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],208.0,False,232.7
Minnesota Timberwolves,Brooklyn Nets,Minnesota Timberwolves @ Brooklyn Nets,208.8,143.1,127.0,270.0,99.3,1000,999,99.9,267.7,15.2,242.8,247.9,257.5,278.2,286.8,291.8,MAYBE,FLAG_CAUTION,1,True,['🐢 Brooklyn Nets slow pace (97.5)'],118.1,112.8,112.0,122.8,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],234.0,True,228.8
Milwaukee Bucks,Indiana Pacers,Milwaukee Bucks @ Indiana Pacers,207.0,137.4,129.1,266.5,100.6,1000,997,99.7,263.9,19.4,232.1,238.6,250.9,278.0,288.0,293.0,MAYBE,FLAG_CAUTION,1,True,['🎲 Milwaukee Bucks high variance (±12.8)'],115.1,117.9,107.5,119.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],232.0,True,227.0
Utah Jazz,Boston Celtics,Utah Jazz @ Boston Celtics,212.7,128.6,145.0,273.6,99.1,1000,995,99.5,269.2,21.4,232.5,241.2,255.3,284.7,297.3,303.0,MAYBE,MULTI_FLAG_HIGH,3,True,"['🐢 Boston Celtics slow pace (95.9)', '🎲 Utah Jazz high variance (±17.1)', '🎲 Boston Celtics high variance (±12.3)']",114.0,121.2,119.5,114.7,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],208.0,False,232.7
Minnesota Timberwolves,Brooklyn Nets,Minnesota Timberwolves @ Brooklyn Nets,208.8,143.1,127.0,270.0,99.3,1000,1000,100.0,267.5,15.8,239.4,246.1,256.7,278.9,287.1,291.7,MAYBE,FLAG_CAUTION,1,True,['🐢 Brooklyn Nets slow pace (97.5)'],118.1,112.8,112.0,122.8,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],234.0,True,228.8
Dallas Mavericks,Houston Rockets,Dallas Mavericks @ Houston Rockets,211.8,117.3,138.8,256.2,99.5,1000,983,98.3,253.2,19.0,221.4,228.6,240.3,265.4,278.5,285.2,MAYBE,MULTI_FLAG_HIGH,2,True,"['🐢 Houston Rockets slow pace (96.4)', '🎲 Dallas Mavericks high variance (±13.1)']",105.3,111.1,124.2,112.9,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],212.0,True,231.8
Detroit Pistons,Memphis Grizzlies,Detroit Pistons @ Memphis Grizzlies,211.89999999999998,136.8,126.1,262.9,100.7,1000,997,99.7,260.5,18.1,228.3,235.6,248.3,273.8,282.7,289.9,STRONG_YES,ELITE_CLEAN,0,True,[],118.2,111.3,111.2,115.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],220.0,True,231.89999999999998
Sacramento Kings,Denver Nuggets,Sacramento Kings @ Denver Nuggets,216.1,125.0,152.3,277.3,100.3,1000,998,99.8,272.8,15.3,245.8,252.7,263.3,283.6,291.9,296.1,STRONG_YES,ELITE_CLEAN,0,True,[],109.9,121.0,124.3,114.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': False, 'injury_concern': False}",[],[],254.0,True,236.1
Los Angeles Lakers,Portland Trail Blazers,Los Angeles Lakers @ Portland Trail Blazers,216.6,138.8,135.7,274.5,101.0,1000,996,99.6,271.5,18.5,237.7,246.0,260.5,285.5,295.1,299.0,STRONG_YES,ELITE_CLEAN,0,True,[],117.1,114.4,116.2,118.2,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],238.0,True,236.6
Miami Heat,Los Angeles Clippers,Miami Heat @ Los Angeles Clippers,215.7,140.2,129.8,270.0,100.9,1000,994,99.4,265.2,20.4,228.9,237.1,251.8,280.2,290.8,296.0,MAYBE,MULTI_FLAG_HIGH,3,True,"['🐢 Los Angeles Clippers slow pace (96.6)', '🎲 Miami Heat high variance (±13.3)', '🎲 Los Angeles Clippers high variance (±13.0)']",116.7,111.1,114.4,119.9,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],239.0,True,235.7
Washington Wizards,New York Knicks,Washington Wizards @ New York Knicks,213.2,125.9,153.2,279.1,100.8,1000,1000,100.0,271.7,16.2,241.9,249.5,261.6,282.9,291.4,296.2,STRONG_YES,ELITE_CLEAN,0,True,[],109.0,124.7,120.7,115.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],221.0,True,233.2
Boston Celtics,New Orleans Pelicans,Boston Celtics @ New Orleans Pelicans,205.2,142.3,126.2,268.5,98.0,1000,999,99.9,265.2,19.5,231.5,238.9,251.8,279.1,289.7,295.7,MAYBE,MULTI_FLAG_HIGH,3,True,"['🐢 Boston Celtics slow pace (95.9)', '🎲 Boston Celtics high variance (±12.3)', '🎲 New Orleans Pelicans high variance (±13.0)']",119.5,114.7,110.9,122.3,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],212.0,True,225.2
Portland Trail Blazers,Los Angeles Lakers,Portland Trail Blazers @ Los Angeles Lakers,216.6,133.2,141.3,274.5,101.0,1000,997,99.7,271.2,18.3,240.0,246.7,259.5,284.1,295.6,300.1,STRONG_YES,ELITE_CLEAN,0,True,[],116.2,118.2,117.1,114.4,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],230.0,True,236.6
Toronto Raptors,San Antonio Spurs,Toronto Raptors @ San Antonio Spurs,218.7,133.2,134.8,267.9,100.0,1000,997,99.7,264.8,16.6,236.8,243.1,253.3,276.9,285.4,290.6,STRONG_YES,ELITE_CLEAN,0,True,[],119.4,112.5,118.4,112.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': False, 'injury_concern': False}",[],[],224.0,True,238.7
Portland Trail Blazers,Los Angeles Lakers,Portland Trail Blazers @ Los Angeles Lakers,216.6,133.2,141.3,274.5,101.0,1000,997,99.7,271.3,18.8,238.3,246.1,258.9,285.0,294.4,299.6,STRONG_YES,ELITE_CLEAN,0,True,[],116.2,118.2,117.1,114.4,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],230.0,True,236.6
Memphis Grizzlies,Golden State Warriors,Memphis Grizzlies @ Golden State Warriors,208.1,126.2,135.0,261.2,100.7,1000,993,99.3,257.2,18.8,225.9,233.0,244.6,269.8,281.4,288.4,STRONG_YES,ELITE_CLEAN,0,True,[],111.2,115.8,114.5,113.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],249.0,True,228.1
Denver Nuggets,Minnesota Timberwolves,Denver Nuggets @ Minnesota Timberwolves,223.39999999999998,139.1,136.4,275.5,99.9,1000,1000,100.0,273.3,16.0,244.5,252.9,262.8,284.8,293.9,299.1,STRONG_YES,ELITE_CLEAN,0,True,[],124.3,114.3,118.1,112.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],241.0,True,243.39999999999998
Brooklyn Nets,Houston Rockets,Brooklyn Nets @ Houston Rockets,211.5,122.4,150.4,272.8,97.6,1000,1000,100.0,267.1,15.0,238.2,246.2,258.1,277.8,284.8,288.1,MAYBE,FLAG_CAUTION,1,True,['🐢 BOTH teams slow pace (97.5 & 96.4)'],112.0,122.8,124.2,112.9,"{'slow_pace_game': True, 'both_slow_pace': True, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],246.0,True,231.5
Atlanta Hawks,Chicago Bulls,Atlanta Hawks @ Chicago Bulls,218.6,139.4,135.2,274.6,101.8,1000,995,99.5,270.9,18.1,240.3,247.9,258.4,283.8,293.5,299.8,STRONG_YES,ELITE_CLEAN,0,True,[],116.2,113.3,115.9,118.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],251.0,True,238.6
Orlando Magic,Philadelphia 76ers,Orlando Magic @ Philadelphia 76ers,216.6,135.1,135.5,270.6,99.8,1000,992,99.2,266.6,18.6,235.5,242.5,254.5,279.8,290.5,295.2,STRONG_YES,ELITE_CLEAN,0,True,[],117.8,114.5,117.2,115.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],260.0,True,236.6
Cleveland Cavaliers,Detroit Pistons,Cleveland Cavaliers @ Detroit Pistons,218.39999999999998,129.8,135.7,265.5,100.8,1000,987,98.7,261.9,19.4,228.2,235.3,248.8,276.0,286.2,291.7,MAYBE,FLAG_CAUTION,1,True,['🎲 Cleveland Cavaliers high variance (±12.8)'],116.5,112.6,118.2,111.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],211.0,False,238.39999999999998
Oklahoma City Thunder,Dallas Mavericks,Oklahoma City Thunder @ Dallas Mavericks,212.1,134.0,111.8,245.8,100.7,1000,930,93.0,241.7,20.2,209.0,215.7,227.9,256.7,268.1,273.0,MAYBE,MULTI_FLAG,3,True,"['🛡️ Oklahoma City Thunder elite defense (DRtg: 104.0)', '🎲 Dallas Mavericks high variance (±13.1)', '⚡ Road elite D vs mediocre home O - under risk']",120.7,104.0,105.3,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': True, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],195.0,False,232.1
Phoenix Suns,Utah Jazz,Phoenix Suns @ Utah Jazz,215.2,141.8,131.6,273.4,100.4,1000,994,99.4,269.1,21.2,234.0,241.2,253.5,284.8,296.2,301.6,MAYBE,FLAG_CAUTION,1,True,['🎲 Utah Jazz high variance (±17.1)'],117.4,113.7,114.0,121.2,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],272.0,True,235.2
Atlanta Hawks,Chicago Bulls,Atlanta Hawks @ Chicago Bulls,218.6,139.4,135.2,274.6,101.8,1000,998,99.8,271.0,18.0,239.3,247.4,259.4,284.0,294.5,298.8,STRONG_YES,ELITE_CLEAN,0,True,[],116.2,113.3,115.9,118.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],251.0,True,238.6
Brooklyn Nets,Houston Rockets,Brooklyn Nets @ Houston Rockets,211.5,122.4,150.4,272.8,97.6,1000,998,99.8,266.7,15.2,239.5,246.4,257.2,278.0,284.1,288.4,MAYBE,FLAG_CAUTION,1,True,['🐢 BOTH teams slow pace (97.5 & 96.4)'],112.0,122.8,124.2,112.9,"{'slow_pace_game': True, 'both_slow_pace': True, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],246.0,True,231.5
Cleveland Cavaliers,Detroit Pistons,Cleveland Cavaliers @ Detroit Pistons,218.39999999999998,129.8,135.7,265.5,100.8,1000,986,98.6,262.6,18.7,230.7,238.2,250.8,275.7,285.3,291.0,MAYBE,FLAG_CAUTION,1,True,['🎲 Cleveland Cavaliers high variance (±12.8)'],116.5,112.6,118.2,111.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],211.0,False,238.39999999999998
Boston Celtics,New Orleans Pelicans,Boston Celtics @ New Orleans Pelicans,205.2,142.3,126.2,268.5,98.0,1000,1000,100.0,264.9,19.0,231.1,240.4,252.2,278.0,289.7,295.5,MAYBE,MULTI_FLAG_HIGH,3,True,"['🐢 Boston Celtics slow pace (95.9)', '🎲 Boston Celtics high variance (±12.3)', '🎲 New Orleans Pelicans high variance (±13.0)']",119.5,114.7,110.9,122.3,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],212.0,True,225.2
Orlando Magic,Philadelphia 76ers,Orlando Magic @ Philadelphia 76ers,216.6,135.1,135.5,270.6,99.8,1000,993,99.3,267.0,18.9,235.0,242.6,254.1,279.8,291.7,297.3,STRONG_YES,ELITE_CLEAN,0,True,[],117.8,114.5,117.2,115.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],260.0,True,236.6
