away_team,home_team,game,minimum_line,away_expected,home_expected,total_expected,game_tempo,simulations,hits,mc_probability,avg_simulated_total,std_simulated_total,percentile_5,percentile_10,percentile_25,percentile_75,percentile_90,percentile_95,mc_decision,confidence_level,flag_count,floor_safe,risk_flags,away_ortg,away_drtg,home_ortg,home_drtg,flags,away_injuries,home_injuries,actual_total,hit,estimated_vegas
Miami Heat,Chicago Bulls,Miami Heat @ Chicago Bulls,225.2,142.6,135.0,277.5,103.6,1000,996,99.6,273.4,18.2,241.8,247.5,261.4,287.5,295.8,301.2,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 Miami Heat high variance (±13.3)', '🚗🛡️ Road team good defense (111.1 DRtg)']",116.7,111.1,115.9,118.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],250.0,True,245.2
New Orleans Pelicans,Dallas Mavericks,New Orleans Pelicans @ Dallas Mavericks,200.1,123.0,131.1,254.0,100.6,1000,997,99.7,251.1,20.9,215.2,221.8,236.6,266.4,277.3,284.3,MAYBE,MULTI_FLAG_HIGH,5,True,"['⚠️ Both teams mediocre offense (110.9 vs 105.3)', '🎲 New Orleans Pelicans high variance (±13.0)', '🎲 Dallas Mavericks high variance (±13.1)', '🔄 Pace mismatch (3.2 difference)', '📉 Dallas Mavericks weak offense (ORtg: 105.3)']",110.9,122.3,105.3,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': True, 'high_variance': np.True_, 'injury_concern': False}",[],[],233.0,True,220.1
Minnesota Timberwolves,Phoenix Suns,Minnesota Timberwolves @ Phoenix Suns,216.7,133.2,133.9,267.1,100.0,1000,994,99.4,264.5,17.1,235.1,243.0,253.5,276.5,285.8,292.1,MAYBE,MULTI_FLAG_HIGH,2,True,"['🛡️🛡️ BOTH teams good defense (112.8 & 113.7 DRtg)', '🚗🛡️ Road team good defense (112.8 DRtg)']",118.1,112.8,117.4,113.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],227.0,True,236.7
Denver Nuggets,Houston Rockets,Denver Nuggets @ Houston Rockets,226.1,136.8,140.9,277.7,98.2,1000,990,99.0,273.6,17.2,243.2,251.9,262.8,285.7,294.6,300.0,MAYBE,MULTI_FLAG_HIGH,2,True,"['🐢 Houston Rockets slow pace (96.4)', '🐢🐢 Both teams below avg pace (99.0 & 96.4)']",124.3,114.3,124.2,112.9,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],221.0,False,246.1
Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder @ Utah Jazz,220.7,145.9,120.6,266.5,100.4,1000,967,96.7,261.0,20.7,225.9,232.9,247.5,275.7,288.6,295.0,MAYBE,MULTI_FLAG_HIGH,2,True,"['🛡️ Oklahoma City Thunder elite defense (DRtg: 104.0)', '🎲 Utah Jazz high variance (±17.1)']",120.7,104.0,114.0,121.2,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': True, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],256.0,True,240.7
Indiana Pacers,Cleveland Cavaliers,Indiana Pacers @ Cleveland Cavaliers,209.3,121.5,142.4,263.9,101.2,1000,993,99.3,260.6,19.1,227.0,235.1,248.7,274.1,283.9,290.4,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 Cleveland Cavaliers high variance (±12.8)', '📉 Indiana Pacers weak offense (ORtg: 107.5)']",107.5,119.5,116.5,112.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],229.0,True,229.3
Brooklyn Nets,Boston Celtics,Brooklyn Nets @ Boston Celtics,203.8,124.1,144.4,268.6,97.4,1000,1000,100.0,264.4,16.6,234.4,241.1,254.8,276.0,283.9,288.6,MAYBE,MULTI_FLAG_HIGH,3,True,"['🐢 BOTH teams slow pace (97.5 & 95.9)', '🎲 Boston Celtics high variance (±12.3)', '🐢🐢 Both teams below avg pace (97.5 & 95.9)']",112.0,122.8,119.5,114.7,"{'slow_pace_game': True, 'both_slow_pace': True, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],218.0,True,223.8
Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder @ Utah Jazz,220.7,145.9,120.6,266.5,100.4,1000,980,98.0,263.4,20.8,229.1,235.3,249.7,278.4,290.1,296.9,MAYBE,MULTI_FLAG_HIGH,2,True,"['🛡️ Oklahoma City Thunder elite defense (DRtg: 104.0)', '🎲 Utah Jazz high variance (±17.1)']",120.7,104.0,114.0,121.2,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': True, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],256.0,True,240.7
Portland Trail Blazers,Golden State Warriors,Portland Trail Blazers @ Golden State Warriors,215.1,132.5,138.4,270.9,101.1,1000,998,99.8,267.9,18.1,235.8,243.3,256.3,281.3,290.6,295.0,STRONG_YES,ELITE_CLEAN,0,True,[],116.2,118.2,114.5,113.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],250.0,True,235.1
Denver Nuggets,Houston Rockets,Denver Nuggets @ Houston Rockets,226.1,136.8,140.9,277.7,98.2,1000,995,99.5,274.0,17.5,242.6,249.4,262.6,286.4,296.1,301.0,MAYBE,MULTI_FLAG_HIGH,2,True,"['🐢 Houston Rockets slow pace (96.4)', '🐢🐢 Both teams below avg pace (99.0 & 96.4)']",124.3,114.3,124.2,112.9,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],221.0,False,246.1
Minnesota Timberwolves,Phoenix Suns,Minnesota Timberwolves @ Phoenix Suns,216.7,133.2,133.9,267.1,100.0,1000,995,99.5,264.7,17.4,235.4,241.1,253.1,277.0,286.5,291.0,MAYBE,MULTI_FLAG_HIGH,2,True,"['🛡️🛡️ BOTH teams good defense (112.8 & 113.7 DRtg)', '🚗🛡️ Road team good defense (112.8 DRtg)']",118.1,112.8,117.4,113.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],227.0,True,236.7
New Orleans Pelicans,Dallas Mavericks,New Orleans Pelicans @ Dallas Mavericks,200.1,123.0,131.1,254.0,100.6,1000,995,99.5,250.6,20.9,216.3,222.3,237.2,265.3,278.2,284.1,MAYBE,MULTI_FLAG_HIGH,5,True,"['⚠️ Both teams mediocre offense (110.9 vs 105.3)', '🎲 New Orleans Pelicans high variance (±13.0)', '🎲 Dallas Mavericks high variance (±13.1)', '🔄 Pace mismatch (3.2 difference)', '📉 Dallas Mavericks weak offense (ORtg: 105.3)']",110.9,122.3,105.3,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': True, 'high_variance': np.True_, 'injury_concern': False}",[],[],233.0,True,220.1
Miami Heat,Chicago Bulls,Miami Heat @ Chicago Bulls,225.2,142.6,135.0,277.5,103.6,1000,990,99.0,273.7,18.8,240.6,248.9,260.8,287.4,296.6,301.1,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 Miami Heat high variance (±13.3)', '🚗🛡️ Road team good defense (111.1 DRtg)']",116.7,111.1,115.9,118.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],250.0,True,245.2
Washington Wizards,Toronto Raptors,Washington Wizards @ Toronto Raptors,213.3,123.2,152.2,275.4,101.2,1000,996,99.6,269.8,16.5,240.1,248.3,259.7,281.3,290.0,295.4,MAYBE,FLAG_CAUTION,1,True,['📉 Washington Wizards weak offense (ORtg: 109.0)'],109.0,124.7,119.4,112.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],250.0,True,233.3
Portland Trail Blazers,Golden State Warriors,Portland Trail Blazers @ Golden State Warriors,215.1,132.5,138.4,270.9,101.1,1000,995,99.5,267.5,18.2,235.5,242.6,256.3,280.1,290.6,295.6,STRONG_YES,ELITE_CLEAN,0,True,[],116.2,118.2,114.5,113.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],250.0,True,235.1
Toronto Raptors,Atlanta Hawks,Toronto Raptors @ Atlanta Hawks,217.7,135.3,133.2,268.5,100.8,1000,994,99.4,265.2,17.6,236.3,243.1,253.3,277.9,287.9,293.7,MAYBE,MULTI_FLAG_HIGH,2,True,"['🛡️🛡️ BOTH teams good defense (112.5 & 113.3 DRtg)', '🚗🛡️ Road team good defense (112.5 DRtg)']",119.4,112.5,116.2,113.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],206.0,False,237.7
Boston Celtics,Orlando Magic,Boston Celtics @ Orlando Magic,212.89999999999998,133.5,134.4,267.9,98.3,1000,999,99.9,265.3,18.3,234.7,241.3,252.9,278.7,288.3,296.7,MAYBE,MULTI_FLAG_HIGH,4,True,"['🐢 Boston Celtics slow pace (95.9)', '🎲 Boston Celtics high variance (±12.3)', '🔄 Pace mismatch (3.9 difference)', '🐢🐢 Both teams below avg pace (95.9 & 99.8)']",119.5,114.7,117.8,114.5,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],233.0,True,232.89999999999998
Toronto Raptors,Atlanta Hawks,Toronto Raptors @ Atlanta Hawks,217.7,135.3,133.2,268.5,100.8,1000,993,99.3,265.0,18.1,233.9,240.7,252.8,277.6,288.3,293.1,MAYBE,MULTI_FLAG_HIGH,2,True,"['🛡️🛡️ BOTH teams good defense (112.5 & 113.3 DRtg)', '🚗🛡️ Road team good defense (112.5 DRtg)']",119.4,112.5,116.2,113.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],206.0,False,237.7
Detroit Pistons,Brooklyn Nets,Detroit Pistons @ Brooklyn Nets,208.8,143.1,125.3,268.4,99.3,1000,1000,100.0,265.4,15.3,238.1,244.4,255.6,275.8,284.4,289.0,MAYBE,MULTI_FLAG_HIGH,3,True,"['🐢 Brooklyn Nets slow pace (97.5)', '🔄 Pace mismatch (3.1 difference)', '🚗🛡️ Road team good defense (111.3 DRtg)']",118.2,111.3,112.0,122.8,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],232.0,True,228.8
Houston Rockets,San Antonio Spurs,Houston Rockets @ San Antonio Spurs,220.6,136.1,132.9,269.0,98.3,1000,997,99.7,266.0,16.4,238.8,244.6,254.3,277.6,286.9,292.2,MAYBE,MULTI_FLAG_HIGH,4,True,"['🐢 Houston Rockets slow pace (96.4)', '🛡️🛡️ BOTH teams good defense (112.9 & 112.3 DRtg)', '🐢🐢 Both teams below avg pace (96.4 & 99.2)', '🚗🛡️ Road team good defense (112.9 DRtg)']",124.2,112.9,118.4,112.3,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': False, 'injury_concern': False}",[],[],231.0,True,240.6
Charlotte Hornets,Miami Heat,Charlotte Hornets @ Miami Heat,220.10000000000002,130.9,145.1,276.0,102.0,1000,995,99.5,270.4,18.4,238.6,246.0,258.0,283.8,293.4,299.8,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 Miami Heat high variance (±13.3)', '🔄 Pace mismatch (6.4 difference)']",116.4,120.7,116.7,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],234.0,True,240.10000000000002
Chicago Bulls,Milwaukee Bucks,Chicago Bulls @ Milwaukee Bucks,217.8,137.6,140.0,277.6,101.4,1000,998,99.8,275.0,17.9,244.7,251.2,263.2,288.0,297.1,302.8,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 Milwaukee Bucks high variance (±12.8)', '🔄 Pace mismatch (3.4 difference)']",115.9,118.7,115.1,117.9,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],236.0,True,237.8
Utah Jazz,Minnesota Timberwolves,Utah Jazz @ Minnesota Timberwolves,217.7,128.9,146.1,275.0,101.0,1000,998,99.8,271.3,19.6,237.7,246.1,257.8,285.0,297.6,304.0,MAYBE,FLAG_CAUTION,1,True,['🎲 Utah Jazz high variance (±17.1)'],114.0,121.2,118.1,112.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],234.0,True,237.7
Golden State Warriors,Denver Nuggets,Golden State Warriors @ Denver Nuggets,219.6,129.7,142.5,272.3,99.9,1000,995,99.5,269.1,17.6,237.7,246.2,257.6,281.6,290.9,296.2,STRONG_YES,ELITE_CLEAN,0,True,[],114.5,113.6,124.3,114.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': False, 'injury_concern': False}",[],[],233.0,True,239.6
Oklahoma City Thunder,Sacramento Kings,Oklahoma City Thunder @ Sacramento Kings,214.89999999999998,145.6,116.3,261.9,100.4,1000,983,98.3,257.0,17.4,227.7,234.6,245.9,269.5,278.1,283.5,MAYBE,MULTI_FLAG_HIGH,3,True,"['🛡️ Oklahoma City Thunder elite defense (DRtg: 104.0)', '⚡ Road elite D vs mediocre home O - under risk', '📉 Sacramento Kings weak offense (ORtg: 109.9)']",120.7,104.0,109.9,121.0,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': True, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],233.0,True,234.89999999999998
Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers @ Washington Wizards,211.7,146.4,126.1,272.5,101.5,1000,999,99.9,267.3,17.2,238.0,245.4,256.6,279.8,288.1,294.2,MAYBE,MULTI_FLAG_HIGH,3,True,"['🎲 Cleveland Cavaliers high variance (±12.8)', '📉 Washington Wizards weak offense (ORtg: 109.0)', '🚗🛡️ Road team good defense (112.6 DRtg)']",116.5,112.6,109.0,124.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],263.0,True,231.7
Detroit Pistons,Brooklyn Nets,Detroit Pistons @ Brooklyn Nets,208.8,143.1,125.3,268.4,99.3,1000,999,99.9,265.0,16.0,237.1,243.1,254.4,276.7,284.9,289.2,MAYBE,MULTI_FLAG_HIGH,3,True,"['🐢 Brooklyn Nets slow pace (97.5)', '🔄 Pace mismatch (3.1 difference)', '🚗🛡️ Road team good defense (111.3 DRtg)']",118.2,111.3,112.0,122.8,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],232.0,True,228.8
