away_team,home_team,game,minimum_line,away_expected,home_expected,total_expected,game_tempo,simulations,hits,mc_probability,avg_simulated_total,std_simulated_total,percentile_5,percentile_10,percentile_25,percentile_75,percentile_90,percentile_95,mc_decision,confidence_level,flag_count,floor_safe,risk_flags,away_ortg,away_drtg,home_ortg,home_drtg,flags,away_injuries,home_injuries,actual_total,hit,estimated_vegas
Oklahoma City Thunder,New Orleans Pelicans,Oklahoma City Thunder @ New Orleans Pelicans,213.2,145.7,116.2,261.9,99.4,1000,993,99.3,258.9,17.4,230.0,235.3,247.0,270.9,280.5,286.5,MAYBE,MULTI_FLAG_HIGH,4,True,"['🛡️ Oklahoma City Thunder elite defense (DRtg: 104.0)', '🎲 New Orleans Pelicans high variance (±13.0)', '⚡ Road elite D vs mediocre home O - under risk', '🐢🐢 Both teams below avg pace (99.3 & 99.1)']",120.7,104.0,110.9,122.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': True, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],235.0,True,233.2
Dallas Mavericks,Minnesota Timberwolves,Dallas Mavericks @ Minnesota Timberwolves,209.1,119.3,134.3,253.6,101.2,1000,991,99.1,250.9,18.8,221.4,226.1,237.1,265.1,275.4,282.1,MAYBE,MULTI_FLAG_HIGH,4,True,"['🎲 Dallas Mavericks high variance (±13.1)', '🛡️🛡️ BOTH teams good defense (111.1 & 112.8 DRtg)', '📉 Dallas Mavericks weak offense (ORtg: 105.3)', '🚗🛡️ Road team good defense (111.1 DRtg)']",105.3,111.1,118.1,112.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],216.0,True,229.1
Charlotte Hornets,Toronto Raptors,Charlotte Hornets @ Toronto Raptors,216.60000000000002,130.0,145.7,275.7,100.0,1000,997,99.7,271.2,16.9,240.9,250.0,260.0,282.8,292.7,297.6,STRONG_YES,ELITE_CLEAN,0,True,[],116.4,120.7,119.4,112.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],218.0,True,236.60000000000002
Los Angeles Clippers,Philadelphia 76ers,Los Angeles Clippers @ Philadelphia 76ers,210.1,129.5,140.0,269.5,98.6,1000,998,99.8,266.2,19.2,234.8,241.1,253.5,278.5,290.8,297.9,MAYBE,MULTI_FLAG_HIGH,4,True,"['🐢 Los Angeles Clippers slow pace (96.6)', '🎲 Los Angeles Clippers high variance (±13.0)', '🔄 Pace mismatch (3.1 difference)', '🐢🐢 Both teams below avg pace (96.6 & 99.7)']",114.4,119.9,117.2,115.7,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],218.0,True,230.1
Indiana Pacers,Detroit Pistons,Indiana Pacers @ Detroit Pistons,210.1,119.7,144.0,263.7,100.9,1000,995,99.5,260.8,17.6,232.2,238.1,248.7,273.5,283.3,287.9,MAYBE,FLAG_CAUTION,1,True,['📉 Indiana Pacers weak offense (ORtg: 107.5)'],107.5,119.5,118.2,111.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],239.0,True,230.1
Milwaukee Bucks,Cleveland Cavaliers,Milwaukee Bucks @ Cleveland Cavaliers,215.3,129.4,139.7,269.1,100.6,1000,993,99.3,266.3,19.5,232.4,239.5,253.0,281.2,290.6,296.6,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 Milwaukee Bucks high variance (±12.8)', '🎲 Cleveland Cavaliers high variance (±12.8)']",115.1,117.9,116.5,112.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],224.0,True,235.3
Milwaukee Bucks,Cleveland Cavaliers,Milwaukee Bucks @ Cleveland Cavaliers,215.3,129.4,139.7,269.1,100.6,1000,990,99.0,264.6,20.0,230.3,238.2,251.3,278.3,291.1,297.5,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 Milwaukee Bucks high variance (±12.8)', '🎲 Cleveland Cavaliers high variance (±12.8)']",115.1,117.9,116.5,112.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],224.0,True,235.3
New York Knicks,Miami Heat,New York Knicks @ Miami Heat,224.2,136.0,139.2,275.2,102.2,1000,993,99.3,271.2,18.3,238.2,247.1,259.3,283.7,295.7,300.0,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 Miami Heat high variance (±13.3)', '🔄 Pace mismatch (5.9 difference)']",120.7,115.5,116.7,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],228.0,True,244.2
Chicago Bulls,Denver Nuggets,Chicago Bulls @ Denver Nuggets,225.1,132.8,150.5,283.3,101.0,1000,999,99.9,279.3,15.5,250.5,258.7,269.2,290.2,297.6,301.9,MAYBE,FLAG_CAUTION,1,True,['🔄 Pace mismatch (4.4 difference)'],115.9,118.7,124.3,114.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': False, 'injury_concern': False}",[],[],257.0,True,245.1
Oklahoma City Thunder,New Orleans Pelicans,Oklahoma City Thunder @ New Orleans Pelicans,213.2,145.7,116.2,261.9,99.4,1000,991,99.1,257.5,18.4,227.5,234.4,245.1,270.4,280.8,287.4,MAYBE,MULTI_FLAG_HIGH,4,True,"['🛡️ Oklahoma City Thunder elite defense (DRtg: 104.0)', '🎲 New Orleans Pelicans high variance (±13.0)', '⚡ Road elite D vs mediocre home O - under risk', '🐢🐢 Both teams below avg pace (99.3 & 99.1)']",120.7,104.0,110.9,122.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': True, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],235.0,True,233.2
Dallas Mavericks,Minnesota Timberwolves,Dallas Mavericks @ Minnesota Timberwolves,209.1,119.3,134.3,253.6,101.2,1000,988,98.8,251.0,18.4,220.5,226.7,238.9,263.8,275.1,280.7,MAYBE,MULTI_FLAG_HIGH,4,True,"['🎲 Dallas Mavericks high variance (±13.1)', '🛡️🛡️ BOTH teams good defense (111.1 & 112.8 DRtg)', '📉 Dallas Mavericks weak offense (ORtg: 105.3)', '🚗🛡️ Road team good defense (111.1 DRtg)']",105.3,111.1,118.1,112.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],216.0,True,229.1
Charlotte Hornets,Toronto Raptors,Charlotte Hornets @ Toronto Raptors,216.60000000000002,130.0,145.7,275.7,100.0,1000,999,99.9,272.0,17.2,240.9,248.8,261.1,283.9,293.5,298.2,STRONG_YES,ELITE_CLEAN,0,True,[],116.4,120.7,119.4,112.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],218.0,True,236.60000000000002
New York Knicks,Miami Heat,New York Knicks @ Miami Heat,224.2,136.0,139.2,275.2,102.2,1000,991,99.1,271.8,18.3,239.7,248.8,259.4,284.8,293.9,301.4,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 Miami Heat high variance (±13.3)', '🔄 Pace mismatch (5.9 difference)']",120.7,115.5,116.7,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],228.0,True,244.2
Los Angeles Clippers,Philadelphia 76ers,Los Angeles Clippers @ Philadelphia 76ers,210.1,129.5,140.0,269.5,98.6,1000,996,99.6,266.1,19.3,233.4,240.7,251.9,280.6,291.5,296.7,MAYBE,MULTI_FLAG_HIGH,4,True,"['🐢 Los Angeles Clippers slow pace (96.6)', '🎲 Los Angeles Clippers high variance (±13.0)', '🔄 Pace mismatch (3.1 difference)', '🐢🐢 Both teams below avg pace (96.6 & 99.7)']",114.4,119.9,117.2,115.7,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],218.0,True,230.1
Indiana Pacers,Detroit Pistons,Indiana Pacers @ Detroit Pistons,210.1,119.7,144.0,263.7,100.9,1000,996,99.6,260.2,17.9,228.9,237.5,248.5,272.7,282.9,288.6,MAYBE,FLAG_CAUTION,1,True,['📉 Indiana Pacers weak offense (ORtg: 107.5)'],107.5,119.5,118.2,111.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],239.0,True,230.1
Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers @ Toronto Raptors,219.2,131.3,137.2,268.5,100.9,1000,994,99.4,265.2,18.4,235.0,240.4,251.4,277.9,289.1,293.1,MAYBE,MULTI_FLAG_HIGH,3,True,"['🎲 Cleveland Cavaliers high variance (±12.8)', '🛡️🛡️ BOTH teams good defense (112.6 & 112.5 DRtg)', '🚗🛡️ Road team good defense (112.6 DRtg)']",116.5,112.6,119.4,112.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],209.0,False,239.2
Detroit Pistons,Indiana Pacers,Detroit Pistons @ Indiana Pacers,210.1,141.5,122.2,263.7,100.9,1000,994,99.4,259.9,18.0,230.7,237.0,247.6,271.7,282.3,288.1,MAYBE,MULTI_FLAG_HIGH,3,True,"['⚡ Good D vs bad O matchup', '📉 Indiana Pacers weak offense (ORtg: 107.5)', '🚗🛡️ Road team good defense (111.3 DRtg)']",118.2,111.3,107.5,119.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],239.0,True,230.1
Denver Nuggets,Memphis Grizzlies,Denver Nuggets @ Memphis Grizzlies,216.1,143.0,128.7,271.7,100.0,1000,997,99.7,267.7,16.8,239.5,244.9,257.6,279.6,288.9,293.7,STRONG_YES,ELITE_CLEAN,0,True,[],124.3,114.3,111.2,115.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],240.0,True,236.1
Portland Trail Blazers,Milwaukee Bucks,Portland Trail Blazers @ Milwaukee Bucks,215.8,137.2,138.8,276.0,100.9,1000,995,99.5,271.6,19.0,239.0,246.3,259.6,285.5,295.0,301.0,MAYBE,FLAG_CAUTION,1,True,['🎲 Milwaukee Bucks high variance (±12.8)'],116.2,118.2,115.1,117.9,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],218.0,True,235.8
Chicago Bulls,New Orleans Pelicans,Chicago Bulls @ New Orleans Pelicans,211.89999999999998,142.2,134.5,276.7,101.0,1000,999,99.9,272.4,18.4,240.3,247.5,259.7,285.2,295.5,301.5,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 New Orleans Pelicans high variance (±13.0)', '🔄 Pace mismatch (4.3 difference)']",115.9,118.7,110.9,122.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],273.0,True,231.89999999999998
Houston Rockets,Phoenix Suns,Houston Rockets @ Phoenix Suns,219.39999999999998,137.7,131.7,269.5,98.2,1000,996,99.6,266.3,17.8,236.9,243.3,254.3,278.5,289.6,295.3,MAYBE,MULTI_FLAG_HIGH,4,True,"['🐢 Houston Rockets slow pace (96.4)', '🛡️🛡️ BOTH teams good defense (112.9 & 113.7 DRtg)', '🐢🐢 Both teams below avg pace (96.4 & 99.1)', '🚗🛡️ Road team good defense (112.9 DRtg)']",124.2,112.9,117.4,113.7,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],206.0,False,239.39999999999998
Utah Jazz,Golden State Warriors,Utah Jazz @ Golden State Warriors,213.89999999999998,129.8,141.6,271.4,101.0,1000,991,99.1,267.5,21.5,229.7,237.4,252.6,282.5,295.8,301.6,MAYBE,FLAG_CAUTION,1,True,['🎲 Utah Jazz high variance (±17.1)'],114.0,121.2,114.5,113.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],251.0,True,233.89999999999998
Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves @ Sacramento Kings,211.89999999999998,143.3,126.7,270.0,101.0,1000,999,99.9,266.6,16.7,236.6,243.7,255.6,278.8,286.5,292.5,MAYBE,MULTI_FLAG_HIGH,2,True,"['📉 Sacramento Kings weak offense (ORtg: 109.9)', '🚗🛡️ Road team good defense (112.8 DRtg)']",118.1,112.8,109.9,121.0,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],229.0,True,231.89999999999998
New York Knicks,Brooklyn Nets,New York Knicks @ Brooklyn Nets,209.5,145.6,129.5,275.1,98.9,1000,1000,100.0,270.1,15.8,241.7,249.1,259.3,281.6,289.9,293.8,MAYBE,MULTI_FLAG_HIGH,2,True,"['🐢 Brooklyn Nets slow pace (97.5)', '🐢🐢 Both teams below avg pace (99.7 & 97.5)']",120.7,115.5,112.0,122.8,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],213.0,True,229.5
Utah Jazz,Golden State Warriors,Utah Jazz @ Golden State Warriors,213.89999999999998,129.8,141.6,271.4,101.0,1000,991,99.1,267.2,21.1,229.1,238.9,253.7,282.6,293.5,299.8,MAYBE,FLAG_CAUTION,1,True,['🎲 Utah Jazz high variance (±17.1)'],114.0,121.2,114.5,113.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],251.0,True,233.89999999999998
Houston Rockets,Phoenix Suns,Houston Rockets @ Phoenix Suns,219.39999999999998,137.7,131.7,269.5,98.2,1000,998,99.8,266.0,17.6,236.5,242.0,253.0,278.5,288.6,294.3,MAYBE,MULTI_FLAG_HIGH,4,True,"['🐢 Houston Rockets slow pace (96.4)', '🛡️🛡️ BOTH teams good defense (112.9 & 113.7 DRtg)', '🐢🐢 Both teams below avg pace (96.4 & 99.1)', '🚗🛡️ Road team good defense (112.9 DRtg)']",124.2,112.9,117.4,113.7,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],206.0,False,239.39999999999998
Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers @ Toronto Raptors,219.2,131.3,137.2,268.5,100.9,1000,989,98.9,264.7,18.6,232.1,240.4,252.5,277.3,288.4,294.8,MAYBE,MULTI_FLAG_HIGH,3,True,"['🎲 Cleveland Cavaliers high variance (±12.8)', '🛡️🛡️ BOTH teams good defense (112.6 & 112.5 DRtg)', '🚗🛡️ Road team good defense (112.6 DRtg)']",116.5,112.6,119.4,112.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],209.0,False,239.2
Detroit Pistons,Indiana Pacers,Detroit Pistons @ Indiana Pacers,210.1,141.5,122.2,263.7,100.9,1000,990,99.0,260.4,19.0,228.0,235.5,248.2,274.0,284.5,290.4,MAYBE,MULTI_FLAG_HIGH,3,True,"['⚡ Good D vs bad O matchup', '📉 Indiana Pacers weak offense (ORtg: 107.5)', '🚗🛡️ Road team good defense (111.3 DRtg)']",118.2,111.3,107.5,119.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],239.0,True,230.1
Portland Trail Blazers,Milwaukee Bucks,Portland Trail Blazers @ Milwaukee Bucks,215.8,137.2,138.8,276.0,100.9,1000,1000,100.0,272.6,18.5,240.5,245.9,259.0,286.5,296.0,301.3,MAYBE,FLAG_CAUTION,1,True,['🎲 Milwaukee Bucks high variance (±12.8)'],116.2,118.2,115.1,117.9,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],218.0,True,235.8
Denver Nuggets,Memphis Grizzlies,Denver Nuggets @ Memphis Grizzlies,216.1,143.0,128.7,271.7,100.0,1000,998,99.8,268.4,16.9,240.7,246.8,257.5,280.3,289.9,295.5,STRONG_YES,ELITE_CLEAN,0,True,[],124.3,114.3,111.2,115.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],240.0,True,236.1
Dallas Mavericks,Miami Heat,Dallas Mavericks @ Miami Heat,213.4,119.7,135.3,255.1,103.2,1000,957,95.7,252.0,21.3,216.3,224.7,238.1,267.2,278.6,285.4,MAYBE,MULTI_FLAG_HIGH,6,True,"['🎲 Dallas Mavericks high variance (±13.1)', '🎲 Miami Heat high variance (±13.3)', '🛡️🛡️ BOTH teams good defense (111.1 & 111.1 DRtg)', '🔄 Pace mismatch (3.3 difference)', '📉 Dallas Mavericks weak offense (ORtg: 105.3)', '🚗🛡️ Road team good defense (111.1 DRtg)']",105.3,111.1,116.7,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],208.0,False,233.4
Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves @ Sacramento Kings,211.89999999999998,143.3,126.7,270.0,101.0,1000,998,99.8,266.5,17.1,236.7,243.7,255.2,278.5,288.1,293.4,MAYBE,MULTI_FLAG_HIGH,2,True,"['📉 Sacramento Kings weak offense (ORtg: 109.9)', '🚗🛡️ Road team good defense (112.8 DRtg)']",118.1,112.8,109.9,121.0,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],229.0,True,231.89999999999998
Chicago Bulls,New Orleans Pelicans,Chicago Bulls @ New Orleans Pelicans,211.89999999999998,142.2,134.5,276.7,101.0,1000,999,99.9,271.8,18.2,240.3,246.7,259.8,284.8,294.2,301.2,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 New Orleans Pelicans high variance (±13.0)', '🔄 Pace mismatch (4.3 difference)']",115.9,118.7,110.9,122.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],273.0,True,231.89999999999998
Dallas Mavericks,Miami Heat,Dallas Mavericks @ Miami Heat,213.4,119.7,135.3,255.1,103.2,1000,968,96.8,251.3,20.6,217.8,224.1,236.9,266.0,277.8,283.2,MAYBE,MULTI_FLAG_HIGH,6,True,"['🎲 Dallas Mavericks high variance (±13.1)', '🎲 Miami Heat high variance (±13.3)', '🛡️🛡️ BOTH teams good defense (111.1 & 111.1 DRtg)', '🔄 Pace mismatch (3.3 difference)', '📉 Dallas Mavericks weak offense (ORtg: 105.3)', '🚗🛡️ Road team good defense (111.1 DRtg)']",105.3,111.1,116.7,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],208.0,False,233.4
New York Knicks,Brooklyn Nets,New York Knicks @ Brooklyn Nets,209.5,145.6,129.5,275.1,98.9,1000,1000,100.0,270.6,16.7,241.6,247.4,259.6,283.2,291.3,295.1,MAYBE,MULTI_FLAG_HIGH,2,True,"['🐢 Brooklyn Nets slow pace (97.5)', '🐢🐢 Both teams below avg pace (99.7 & 97.5)']",120.7,115.5,112.0,122.8,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],213.0,True,229.5
Milwaukee Bucks,Indiana Pacers,Milwaukee Bucks @ Indiana Pacers,207.0,137.4,129.1,266.5,100.6,1000,999,99.9,263.1,20.1,227.7,235.1,249.9,277.4,288.4,295.1,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 Milwaukee Bucks high variance (±12.8)', '📉 Indiana Pacers weak offense (ORtg: 107.5)']",115.1,117.9,107.5,119.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],232.0,True,227.0
Miami Heat,Los Angeles Clippers,Miami Heat @ Los Angeles Clippers,215.7,140.2,129.8,270.0,100.9,1000,991,99.1,265.2,20.3,229.6,237.6,251.1,279.8,290.6,296.9,MAYBE,MULTI_FLAG_HIGH,5,True,"['🐢 Los Angeles Clippers slow pace (96.6)', '🎲 Miami Heat high variance (±13.3)', '🎲 Los Angeles Clippers high variance (±13.0)', '🔄 Pace mismatch (9.0 difference)', '🚗🛡️ Road team good defense (111.1 DRtg)']",116.7,111.1,114.4,119.9,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],239.0,True,235.7
Los Angeles Lakers,Portland Trail Blazers,Los Angeles Lakers @ Portland Trail Blazers,216.6,138.8,135.7,274.5,101.0,1000,999,99.9,271.8,18.2,239.0,246.7,259.5,284.9,294.3,299.3,STRONG_YES,ELITE_CLEAN,0,True,[],117.1,114.4,116.2,118.2,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],238.0,True,236.6
Sacramento Kings,Denver Nuggets,Sacramento Kings @ Denver Nuggets,216.1,125.0,152.3,277.3,100.3,1000,998,99.8,272.0,15.5,245.2,251.1,261.7,283.1,290.7,295.0,MAYBE,FLAG_CAUTION,1,True,['📉 Sacramento Kings weak offense (ORtg: 109.9)'],109.9,121.0,124.3,114.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': False, 'injury_concern': False}",[],[],254.0,True,236.1
Detroit Pistons,Memphis Grizzlies,Detroit Pistons @ Memphis Grizzlies,211.89999999999998,136.8,126.1,262.9,100.7,1000,991,99.1,259.8,18.3,227.9,236.1,248.4,272.1,283.0,287.8,MAYBE,FLAG_CAUTION,1,True,['🚗🛡️ Road team good defense (111.3 DRtg)'],118.2,111.3,111.2,115.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],220.0,True,231.89999999999998
Dallas Mavericks,Houston Rockets,Dallas Mavericks @ Houston Rockets,211.8,117.3,138.8,256.2,99.5,1000,981,98.1,252.4,18.9,220.8,228.7,239.7,264.5,276.5,282.6,MAYBE,MULTI_FLAG_HIGH,6,True,"['🐢 Houston Rockets slow pace (96.4)', '🎲 Dallas Mavericks high variance (±13.1)', '🛡️🛡️ BOTH teams good defense (111.1 & 112.9 DRtg)', '🔄 Pace mismatch (5.9 difference)', '📉 Dallas Mavericks weak offense (ORtg: 105.3)', '🚗🛡️ Road team good defense (111.1 DRtg)']",105.3,111.1,124.2,112.9,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],212.0,True,231.8
Washington Wizards,New York Knicks,Washington Wizards @ New York Knicks,213.2,125.9,153.2,279.1,100.8,1000,1000,100.0,272.5,16.1,243.9,250.7,263.1,284.3,291.6,296.3,MAYBE,FLAG_CAUTION,1,True,['📉 Washington Wizards weak offense (ORtg: 109.0)'],109.0,124.7,120.7,115.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],221.0,True,233.2
Utah Jazz,Boston Celtics,Utah Jazz @ Boston Celtics,212.7,128.6,145.0,273.6,99.1,1000,997,99.7,269.1,20.9,232.5,240.7,255.0,284.2,296.6,301.8,MAYBE,MULTI_FLAG_HIGH,4,True,"['🐢 Boston Celtics slow pace (95.9)', '🎲 Utah Jazz high variance (±17.1)', '🎲 Boston Celtics high variance (±12.3)', '🔄 Pace mismatch (5.8 difference)']",114.0,121.2,119.5,114.7,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],208.0,False,232.7
Minnesota Timberwolves,Brooklyn Nets,Minnesota Timberwolves @ Brooklyn Nets,208.8,143.1,127.0,270.0,99.3,1000,999,99.9,267.5,15.8,239.9,247.0,256.9,278.7,286.9,291.1,MAYBE,MULTI_FLAG_HIGH,3,True,"['🐢 Brooklyn Nets slow pace (97.5)', '🔄 Pace mismatch (3.2 difference)', '🚗🛡️ Road team good defense (112.8 DRtg)']",118.1,112.8,112.0,122.8,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],234.0,True,228.8
Milwaukee Bucks,Indiana Pacers,Milwaukee Bucks @ Indiana Pacers,207.0,137.4,129.1,266.5,100.6,1000,997,99.7,263.1,19.5,229.7,237.0,249.9,275.8,287.7,293.2,MAYBE,MULTI_FLAG_HIGH,2,True,"['🎲 Milwaukee Bucks high variance (±12.8)', '📉 Indiana Pacers weak offense (ORtg: 107.5)']",115.1,117.9,107.5,119.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],232.0,True,227.0
Utah Jazz,Boston Celtics,Utah Jazz @ Boston Celtics,212.7,128.6,145.0,273.6,99.1,1000,995,99.5,268.1,22.0,230.5,238.6,252.7,284.4,297.3,302.2,MAYBE,MULTI_FLAG_HIGH,4,True,"['🐢 Boston Celtics slow pace (95.9)', '🎲 Utah Jazz high variance (±17.1)', '🎲 Boston Celtics high variance (±12.3)', '🔄 Pace mismatch (5.8 difference)']",114.0,121.2,119.5,114.7,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],208.0,False,232.7
